relation_id,cert_id,major_id,is_active
cmj_00146,cert_1054,major_qnet_6003,True
cmj_00147,cert_1038,major_qnet_4862,True
cmj_00148,cert_1038,major_qnet_5630,True
cmj_00149,cert_1038,major_qnet_6003,True
cmj_00150,cert_1057,major_qnet_4862,True
cmj_00151,cert_1057,major_qnet_5630,True
cmj_00152,cert_1057,major_qnet_6003,True
cmj_00153,cert_1122,major_qnet_4862,True
cmj_00154,cert_1122,major_qnet_5630,True
cmj_00155,cert_1122,major_qnet_6003,True
cmj_00156,cert_1124,major_qnet_4862,True
cmj_00157,cert_1124,major_qnet_5630,True
cmj_00158,cert_1124,major_qnet_6003,True
cmj_00159,cert_1029,major_qnet_4862,True
cmj_00160,cert_1029,major_qnet_5630,True
cmj_00161,cert_1029,major_qnet_6003,True
cmj_00162,cert_0061,major_qnet_5630,True
cmj_00163,cert_0155,major_qnet_5630,True
cmj_00164,cert_0301,major_qnet_5630,True
cmj_00165,cert_0747,major_qnet_5630,True
cmj_00166,cert_0950,major_qnet_6003,True
cmj_00167,cert_0950,major_qnet_6002,True
cmj_00168,cert_0953,major_qnet_6003,True
cmj_00169,cert_0953,major_qnet_6002,True
cmj_00170,cert_0951,major_qnet_6003,True
cmj_00171,cert_0951,major_qnet_6002,True
cmj_00172,cert_0955,major_qnet_6003,True
cmj_00173,cert_0955,major_qnet_6002,True
cmj_00174,cert_0952,major_qnet_6003,True
cmj_00175,cert_0952,major_qnet_6002,True
cmj_00176,cert_0962,major_qnet_6003,True
cmj_00177,cert_0962,major_qnet_6002,True
cmj_00178,cert_0704,major_qnet_6002,True
cmj_00179,cert_0705,major_qnet_6002,True
cmj_00180,cert_0635,major_qnet_3051,True
cmj_00181,cert_0999,major_qnet_3051,True
cmj_00182,cert_0928,major_qnet_3051,True
cmj_00183,cert_0088,major_qnet_3051,True
cmj_00184,cert_0374,major_qnet_3051,True
cmj_00185,cert_0114,major_qnet_3051,True
cmj_00186,cert_0113,major_qnet_3051,True
cmj_00187,cert_0122,major_qnet_3051,True
cmj_00188,cert_0202,major_qnet_3051,True
cmj_00189,cert_0129,major_qnet_3051,True
cmj_00190,cert_0158,major_qnet_3051,True
cmj_00191,cert_0294,major_qnet_3051,True
cmj_00192,cert_0252,major_qnet_3051,True
cmj_00193,cert_0250,major_qnet_3051,True
cmj_00194,cert_0260,major_qnet_3051,True
cmj_00195,cert_0295,major_qnet_3051,True
cmj_00196,cert_0277,major_qnet_3051,True
cmj_00197,cert_0632,major_qnet_3051,True
cmj_00198,cert_0628,major_qnet_3051,True
cmj_00199,cert_0574,major_qnet_3051,True
cmj_00200,cert_0560,major_qnet_3051,True
cmj_00201,cert_0871,major_qnet_5377,True
cmj_00202,cert_0735,major_qnet_5377,True
cmj_00203,cert_0869,major_qnet_5377,True
cmj_00204,cert_0870,major_qnet_5377,True
cmj_00205,cert_0870,major_qnet_5201,True
cmj_00206,cert_0870,major_qnet_7122,True
cmj_00207,cert_1103,major_qnet_5201,True
cmj_00208,cert_1103,major_qnet_7122,True
cmj_00209,cert_1103,major_qnet_5377,True
cmj_00210,cert_1104,major_qnet_5201,True
cmj_00211,cert_1104,major_qnet_7122,True
cmj_00212,cert_1104,major_qnet_5377,True
cmj_00213,cert_1105,major_qnet_5201,True
cmj_00214,cert_1105,major_qnet_7122,True
cmj_00215,cert_1105,major_qnet_5377,True
cmj_00216,cert_1106,major_qnet_5201,True
cmj_00217,cert_1106,major_qnet_7122,True
cmj_00218,cert_1106,major_qnet_5377,True
cmj_00219,cert_1092,major_qnet_5201,True
cmj_00220,cert_1092,major_qnet_7122,True
cmj_00221,cert_1092,major_qnet_5377,True
cmj_00222,cert_1099,major_qnet_5201,True
cmj_00223,cert_1099,major_qnet_7122,True
cmj_00224,cert_1099,major_qnet_5377,True
cmj_00225,cert_1091,major_qnet_5201,True
