relation_id,cert_id,major_id,is_active
cmj_01559,cert_0236,major_qnet_2438,True
cmj_01560,cert_0275,major_qnet_2438,True
cmj_01561,cert_0664,major_qnet_2438,True
cmj_01562,cert_0663,major_qnet_2438,True
cmj_01563,cert_0627,major_qnet_2438,True
cmj_01564,cert_0690,major_qnet_2438,True
cmj_01565,cert_0690,major_qnet_3158,True
cmj_01566,cert_0059,major_qnet_3783,True
cmj_01567,cert_0363,major_qnet_3783,True
cmj_01568,cert_0359,major_qnet_3783,True
cmj_01569,cert_0152,major_qnet_3783,True
cmj_01570,cert_0147,major_qnet_3783,True
cmj_01571,cert_0148,major_qnet_3783,True
cmj_01572,cert_0137,major_qnet_3783,True
cmj_01573,cert_0197,major_qnet_3783,True
cmj_01574,cert_0102,major_qnet_3783,True
cmj_01575,cert_0289,major_qnet_3783,True
cmj_01576,cert_0288,major_qnet_3783,True
cmj_01577,cert_0344,major_qnet_3783,True
cmj_01578,cert_0227,major_qnet_3783,True
cmj_01579,cert_0233,major_qnet_3783,True
cmj_01580,cert_0587,major_qnet_3783,True
cmj_01581,cert_0630,major_qnet_3783,True
cmj_01582,cert_0492,major_qnet_3783,True
cmj_01583,cert_0533,major_qnet_3783,True
cmj_01584,cert_0547,major_qnet_3783,False
cmj_01585,cert_0906,major_qnet_3783,True
cmj_01586,cert_0546,major_qnet_3783,True
cmj_01587,cert_1290,major_qnet_3783,True
cmj_01588,cert_0259,major_qnet_3783,True
cmj_01589,cert_0278,major_qnet_3783,False
cmj_01590,cert_1093,major_qnet_3783,True
cmj_01591,cert_0258,major_qnet_3783,True
cmj_01592,cert_0110,major_qnet_3783,True
cmj_01593,cert_0135,major_qnet_3783,False
cmj_01594,cert_0123,major_qnet_3783,True
cmj_01595,cert_0902,major_qnet_3783,True
cmj_01596,cert_0121,major_qnet_3783,True
cmj_01597,cert_0096,major_qnet_3783,True
cmj_01598,cert_0026,major_qnet_8726,True
cmj_01599,cert_0197,major_qnet_8726,True
cmj_01600,cert_0227,major_qnet_8726,True
cmj_01601,cert_0532,major_qnet_8726,True
cmj_01602,cert_0014,major_qnet_8726,True
cmj_01603,cert_0196,major_qnet_8726,True
cmj_01604,cert_0253,major_qnet_8726,True
cmj_01605,cert_0901,major_qnet_3783,True
cmj_01606,cert_0533,major_qnet_1469,True
cmj_01607,cert_0906,major_qnet_1469,True
cmj_01608,cert_0385,major_qnet_3783,True
cmj_01609,cert_0385,major_qnet_1469,True
cmj_01610,cert_0110,major_qnet_1469,True
cmj_01611,cert_0118,major_qnet_3783,True
cmj_01612,cert_0118,major_qnet_1469,True
cmj_01613,cert_0119,major_qnet_3783,True
cmj_01614,cert_0119,major_qnet_1469,True
cmj_01615,cert_0159,major_qnet_3783,True
cmj_01616,cert_0159,major_qnet_1469,True
cmj_01617,cert_0121,major_qnet_1469,True
cmj_01618,cert_0135,major_qnet_1469,False
cmj_01619,cert_0905,major_qnet_3783,False
cmj_01620,cert_0905,major_qnet_1469,False
cmj_01621,cert_0043,major_qnet_3783,False
cmj_01622,cert_0043,major_qnet_1469,False
cmj_01623,cert_0045,major_qnet_3783,False
cmj_01624,cert_0045,major_qnet_1469,False
cmj_01625,cert_0044,major_qnet_3783,True
cmj_01626,cert_0044,major_qnet_1469,True
cmj_01627,cert_0242,major_qnet_3783,True
cmj_01628,cert_0242,major_qnet_1469,True
cmj_01629,cert_0278,major_qnet_1469,False
cmj_01630,cert_0903,major_qnet_3783,False
cmj_01631,cert_0903,major_qnet_1469,False
cmj_01632,cert_0258,major_qnet_1469,True
cmj_01633,cert_0546,major_qnet_1469,True
cmj_01634,cert_0123,major_qnet_1469,True
cmj_01635,cert_0261,major_qnet_1469,True
cmj_01636,cert_0261,major_qnet_3783,True
cmj_01637,cert_0901,major_qnet_2221,True
cmj_01638,cert_0901,major_qnet_1469,True
cmj_01639,cert_0077,major_qnet_3783,True
cmj_01640,cert_0077,major_qnet_1469,True
cmj_01641,cert_0372,major_qnet_3783,True
cmj_01642,cert_0372,major_qnet_1469,True
cmj_01643,cert_0147,major_qnet_1469,True
cmj_01644,cert_0205,major_qnet_3783,True
cmj_01645,cert_0205,major_qnet_1469,True
cmj_01646,cert_0120,major_qnet_3783,True
cmj_01647,cert_0120,major_qnet_1469,True
cmj_01648,cert_0288,major_qnet_1469,True
cmj_01649,cert_0246,major_qnet_3783,True
cmj_01650,cert_0246,major_qnet_1469,True
cmj_01651,cert_0529,major_qnet_3783,True
cmj_01652,cert_0529,major_qnet_1469,True
cmj_01653,cert_0117,major_qnet_8524,True
cmj_01654,cert_0256,major_qnet_8524,True
cmj_01655,cert_0479,major_qnet_8524,True
cmj_01656,cert_1017,major_qnet_8524,True
cmj_01657,cert_0035,major_qnet_3783,True
cmj_01658,cert_0035,major_qnet_2507,True
cmj_01659,cert_0012,major_qnet_2507,True
cmj_01660,cert_0015,major_qnet_2507,True
cmj_01661,cert_0013,major_qnet_2507,True
cmj_01662,cert_0026,major_qnet_3783,True
cmj_01663,cert_0026,major_qnet_2507,True
cmj_01664,cert_0016,major_qnet_2507,True
cmj_01665,cert_0043,major_qnet_2507,False
cmj_01666,cert_0044,major_qnet_2507,True
cmj_01667,cert_0014,major_qnet_3783,True
cmj_01668,cert_0014,major_qnet_2507,True
cmj_01669,cert_0045,major_qnet_2507,False
cmj_01670,cert_0374,major_qnet_2507,True
cmj_01671,cert_0385,major_qnet_2507,True
cmj_01672,cert_0159,major_qnet_2507,True
cmj_01673,cert_0123,major_qnet_2507,True
cmj_01674,cert_0116,major_qnet_2507,True
cmj_01675,cert_0122,major_qnet_3783,True
cmj_01676,cert_0122,major_qnet_2507,True
cmj_01677,cert_0117,major_qnet_3783,True
cmj_01678,cert_0117,major_qnet_2507,True
cmj_01679,cert_0110,major_qnet_2507,True
cmj_01680,cert_0114,major_qnet_2507,True
cmj_01681,cert_0113,major_qnet_2507,True
cmj_01682,cert_0197,major_qnet_2507,True
cmj_01683,cert_0115,major_qnet_2507,True
cmj_01684,cert_0902,major_qnet_2507,True
cmj_01685,cert_0905,major_qnet_2507,False
cmj_01686,cert_0135,major_qnet_2507,False
cmj_01687,cert_0121,major_qnet_2507,True
cmj_01688,cert_0196,major_qnet_3783,True
cmj_01689,cert_0196,major_qnet_2507,True
cmj_01690,cert_0242,major_qnet_2507,True
cmj_01691,cert_0261,major_qnet_2507,True
cmj_01692,cert_0260,major_qnet_3783,True
cmj_01693,cert_0260,major_qnet_2507,True
cmj_01694,cert_0259,major_qnet_2507,True
cmj_01695,cert_0256,major_qnet_3783,True
cmj_01696,cert_0256,major_qnet_2507,True
cmj_01697,cert_0252,major_qnet_2507,True
cmj_01698,cert_0250,major_qnet_2507,True
cmj_01699,cert_0227,major_qnet_2507,True
cmj_01700,cert_0254,major_qnet_2507,True
cmj_01701,cert_1093,major_qnet_2507,True
cmj_01702,cert_0903,major_qnet_2507,False
cmj_01703,cert_0278,major_qnet_2507,False
cmj_01704,cert_0088,major_qnet_3783,True
cmj_01705,cert_0088,major_qnet_4862,True
cmj_01706,cert_0045,major_qnet_4862,False
cmj_01707,cert_0107,major_qnet_3783,True
cmj_01708,cert_0107,major_qnet_4862,True
cmj_01709,cert_0147,major_qnet_4862,True
cmj_01710,cert_0202,major_qnet_3783,True
cmj_01711,cert_0202,major_qnet_4862,True
cmj_01712,cert_0110,major_qnet_4862,True
cmj_01713,cert_0158,major_qnet_3783,True
cmj_01714,cert_0158,major_qnet_4862,True
cmj_01715,cert_0108,major_qnet_3783,True
cmj_01716,cert_0108,major_qnet_4862,True
cmj_01717,cert_0238,major_qnet_3783,True
cmj_01718,cert_0238,major_qnet_4862,True
cmj_01719,cert_0223,major_qnet_4862,True
cmj_01720,cert_0288,major_qnet_4862,True
cmj_01721,cert_0295,major_qnet_3783,True
cmj_01722,cert_0295,major_qnet_4862,True
cmj_01723,cert_0246,major_qnet_4862,True
cmj_01724,cert_0278,major_qnet_4862,False
cmj_01725,cert_0294,major_qnet_3783,True
cmj_01726,cert_0294,major_qnet_4862,True
cmj_01727,cert_0241,major_qnet_3783,True
cmj_01728,cert_0241,major_qnet_4862,True
cmj_01729,cert_0529,major_qnet_4862,True
cmj_01730,cert_0897,major_qnet_4862,False
cmj_01731,cert_0537,major_qnet_3783,True
cmj_01732,cert_0537,major_qnet_4862,True
cmj_01733,cert_0636,major_qnet_3783,True
cmj_01734,cert_0636,major_qnet_4862,True
cmj_01735,cert_0518,major_qnet_3783,True
cmj_01736,cert_0518,major_qnet_4862,True
cmj_01737,cert_0086,major_qnet_3783,True
cmj_01738,cert_0086,major_qnet_2974,True
cmj_01739,cert_0073,major_qnet_3783,True
cmj_01740,cert_0073,major_qnet_2974,True
cmj_01741,cert_0013,major_qnet_2974,True
cmj_01742,cert_0016,major_qnet_2974,True
cmj_01743,cert_0374,major_qnet_2974,True
cmj_01744,cert_0201,major_qnet_3783,True
cmj_01745,cert_0201,major_qnet_2974,True
cmj_01746,cert_0175,major_qnet_3783,True
cmj_01747,cert_0175,major_qnet_2974,True
cmj_01748,cert_0172,major_qnet_3783,True
cmj_01749,cert_0172,major_qnet_2974,True
cmj_01750,cert_0113,major_qnet_2974,True
cmj_01751,cert_0115,major_qnet_2974,True
cmj_01752,cert_0135,major_qnet_2974,False
cmj_01753,cert_0322,major_qnet_3783,True
cmj_01754,cert_0322,major_qnet_2974,True
cmj_01755,cert_0250,major_qnet_2974,True
cmj_01756,cert_0254,major_qnet_2974,True
cmj_01757,cert_0278,major_qnet_2974,False
cmj_01758,cert_0667,major_qnet_3783,True
cmj_01759,cert_0667,major_qnet_2974,True
cmj_01760,cert_0519,major_qnet_3783,True
cmj_01761,cert_0519,major_qnet_2974,True
cmj_01762,cert_0610,major_qnet_3783,True
cmj_01763,cert_0610,major_qnet_2974,True
cmj_01764,cert_0632,major_qnet_2974,True
cmj_01765,cert_0897,major_qnet_2974,False
cmj_01766,cert_0547,major_qnet_2974,False
cmj_01767,cert_0906,major_qnet_2974,True
cmj_01768,cert_0918,major_qnet_2507,True
cmj_01769,cert_0258,major_qnet_2507,True
cmj_01770,cert_0253,major_qnet_3783,True
cmj_01771,cert_0253,major_qnet_2507,True
cmj_01772,cert_0546,major_qnet_2507,True
cmj_01773,cert_0628,major_qnet_3783,True
cmj_01774,cert_0628,major_qnet_2507,True
cmj_01775,cert_0479,major_qnet_2507,True
cmj_01776,cert_0632,major_qnet_2507,True
cmj_01777,cert_0897,major_qnet_2507,False
cmj_01778,cert_0533,major_qnet_2507,True
cmj_01779,cert_1290,major_qnet_2507,True
cmj_01780,cert_0547,major_qnet_2507,False
cmj_01781,cert_0906,major_qnet_2507,True
cmj_01782,cert_0532,major_qnet_3783,True
cmj_01783,cert_0532,major_qnet_2507,True
cmj_01784,cert_0002,major_qnet_3783,True
cmj_01785,cert_0002,major_qnet_2221,True
cmj_01786,cert_0002,major_qnet_1469,True
cmj_01787,cert_0009,major_qnet_3783,True
cmj_01788,cert_0009,major_qnet_2221,True
cmj_01789,cert_0009,major_qnet_1469,True
cmj_01790,cert_0001,major_qnet_3783,True
cmj_01791,cert_0001,major_qnet_2221,True
cmj_01792,cert_0001,major_qnet_1469,True
cmj_01793,cert_0359,major_qnet_1469,True
cmj_01794,cert_0352,major_qnet_3783,True
cmj_01795,cert_0352,major_qnet_2221,True
cmj_01796,cert_0352,major_qnet_1469,True
cmj_01797,cert_0366,major_qnet_3783,True
cmj_01798,cert_0366,major_qnet_2221,True
cmj_01799,cert_0366,major_qnet_1469,True
cmj_01800,cert_0357,major_qnet_3783,True
cmj_01801,cert_0357,major_qnet_2221,True
cmj_01802,cert_0357,major_qnet_1469,True
cmj_01803,cert_0358,major_qnet_3783,True
cmj_01804,cert_0358,major_qnet_2221,True
cmj_01805,cert_0358,major_qnet_1469,True
cmj_01806,cert_0356,major_qnet_3783,True
cmj_01807,cert_0356,major_qnet_2221,True
cmj_01808,cert_0356,major_qnet_1469,True
cmj_01809,cert_0107,major_qnet_1469,True
cmj_01810,cert_0102,major_qnet_1469,True
cmj_01811,cert_0158,major_qnet_2221,True
cmj_01812,cert_0158,major_qnet_1469,True
cmj_01813,cert_0091,major_qnet_3783,True
cmj_01814,cert_0091,major_qnet_2221,True
cmj_01815,cert_0091,major_qnet_1469,True
cmj_01816,cert_0096,major_qnet_2221,True
cmj_01817,cert_0096,major_qnet_1469,True
cmj_01818,cert_0105,major_qnet_3783,True
cmj_01819,cert_0105,major_qnet_2221,True
cmj_01820,cert_0105,major_qnet_1469,True
cmj_01821,cert_0238,major_qnet_1469,True
cmj_01822,cert_0220,major_qnet_3783,True
cmj_01823,cert_0220,major_qnet_2221,True
cmj_01824,cert_0220,major_qnet_1469,True
cmj_01825,cert_0221,major_qnet_3783,True
cmj_01826,cert_0221,major_qnet_2221,True
cmj_01827,cert_0221,major_qnet_1469,True
cmj_01828,cert_0241,major_qnet_2221,True
cmj_01829,cert_0241,major_qnet_1469,True
cmj_01830,cert_0294,major_qnet_2221,True
cmj_01831,cert_0294,major_qnet_1469,True
cmj_01832,cert_0218,major_qnet_3783,True
cmj_01833,cert_0218,major_qnet_2221,True
cmj_01834,cert_0218,major_qnet_1469,True
cmj_01835,cert_0235,major_qnet_3783,True
cmj_01836,cert_0235,major_qnet_2221,True
cmj_01837,cert_0235,major_qnet_1469,True
cmj_01838,cert_0475,major_qnet_3783,True
cmj_01839,cert_0475,major_qnet_2221,True
cmj_01840,cert_0475,major_qnet_1469,True
cmj_01841,cert_0216,major_qnet_3783,True
cmj_01842,cert_0216,major_qnet_2221,True
cmj_01843,cert_0216,major_qnet_1469,True
cmj_01844,cert_0898,major_qnet_3783,True
cmj_01845,cert_0898,major_qnet_2221,True
cmj_01846,cert_0898,major_qnet_1469,True
cmj_01847,cert_0591,major_qnet_3783,True
cmj_01848,cert_0591,major_qnet_2221,True
cmj_01849,cert_0591,major_qnet_1469,True
cmj_01850,cert_0512,major_qnet_3783,True
cmj_01851,cert_0512,major_qnet_2221,True
cmj_01852,cert_0512,major_qnet_1469,True
cmj_01853,cert_0537,major_qnet_2221,True
cmj_01854,cert_0537,major_qnet_1469,True
cmj_01855,cert_0481,major_qnet_3783,True
cmj_01856,cert_0481,major_qnet_2221,True
cmj_01857,cert_0481,major_qnet_1469,True
cmj_01858,cert_0542,major_qnet_3783,True
cmj_01859,cert_0542,major_qnet_2221,True
cmj_01860,cert_0542,major_qnet_1469,True
cmj_01861,cert_0486,major_qnet_3783,True
cmj_01862,cert_0486,major_qnet_2221,True
cmj_01863,cert_0486,major_qnet_1469,True
cmj_01864,cert_0487,major_qnet_3783,True
cmj_01865,cert_0487,major_qnet_2221,True
cmj_01866,cert_0487,major_qnet_1469,True
cmj_01867,cert_0088,major_qnet_1469,True
cmj_01868,cert_0202,major_qnet_1469,True
cmj_01869,cert_0212,major_qnet_3783,True
cmj_01870,cert_0212,major_qnet_1469,True
cmj_01871,cert_0259,major_qnet_1469,True
cmj_01872,cert_0636,major_qnet_1469,True
cmj_01873,cert_0547,major_qnet_1469,False
cmj_01874,cert_1114,major_qnet_2221,True
cmj_01875,cert_1115,major_qnet_2221,True
cmj_01876,cert_1108,major_qnet_2221,True
cmj_01877,cert_0259,major_qnet_2221,True
cmj_01878,cert_1041,major_qnet_2221,False
cmj_01879,cert_1063,major_qnet_2221,False
cmj_01880,cert_1042,major_qnet_2221,False
cmj_01881,cert_0710,major_qnet_2221,True
cmj_01882,cert_1127,major_qnet_2221,True
cmj_01883,cert_1153,major_qnet_2221,True
cmj_01884,cert_1152,major_qnet_2221,True
cmj_01885,cert_1286,major_qnet_2221,True
cmj_01886,cert_1141,major_qnet_2221,True
cmj_01887,cert_1058,major_qnet_2221,True
cmj_01888,cert_1059,major_qnet_2221,True
cmj_01889,cert_1060,major_qnet_2221,True
cmj_01890,cert_1086,major_qnet_2221,True
cmj_01891,cert_0043,major_qnet_6002,False
cmj_01892,cert_0045,major_qnet_6002,False
cmj_01893,cert_0016,major_qnet_6002,True
cmj_01894,cert_0016,major_qnet_4862,True
cmj_01895,cert_0135,major_qnet_6002,False
cmj_01896,cert_0905,major_qnet_6002,False
cmj_01897,cert_0905,major_qnet_4862,False
cmj_01898,cert_0923,major_qnet_6002,True
cmj_01899,cert_0923,major_qnet_1469,True
cmj_01900,cert_0923,major_qnet_4862,True
cmj_01901,cert_0923,major_qnet_3783,True
cmj_01902,cert_0278,major_qnet_6002,False
cmj_01903,cert_0903,major_qnet_6002,False
cmj_01904,cert_0903,major_qnet_4862,False
cmj_01905,cert_0897,major_qnet_6002,False
cmj_01906,cert_0906,major_qnet_6002,True
cmj_01907,cert_1114,major_qnet_6002,True
cmj_01908,cert_1114,major_qnet_1469,True
cmj_01909,cert_1114,major_qnet_4862,True
cmj_01910,cert_1114,major_qnet_3783,True
cmj_01911,cert_1115,major_qnet_6002,True
cmj_01912,cert_1115,major_qnet_1469,True
cmj_01913,cert_1115,major_qnet_4862,True
cmj_01914,cert_1115,major_qnet_3783,True
cmj_01915,cert_0900,major_qnet_2221,True
cmj_01916,cert_0907,major_qnet_2221,True
cmj_01917,cert_0230,major_qnet_2221,True
cmj_01918,cert_0217,major_qnet_2221,True
cmj_01919,cert_0495,major_qnet_2221,True
cmj_01920,cert_0543,major_qnet_2221,True
cmj_01921,cert_0810,major_qnet_2221,True
cmj_01922,cert_0732,major_qnet_2221,True
cmj_01923,cert_1207,major_qnet_2221,True
cmj_01924,cert_0064,major_qnet_1469,True
cmj_01925,cert_0156,major_qnet_1469,True
cmj_01926,cert_1143,major_qnet_1469,True
cmj_01927,cert_1143,major_qnet_2221,True
cmj_01928,cert_1127,major_qnet_1469,True
cmj_01929,cert_1062,major_qnet_1469,True
cmj_01930,cert_0774,major_qnet_3783,True
cmj_01931,cert_0961,major_qnet_3783,True
cmj_01932,cert_0946,major_qnet_3783,True
cmj_01933,cert_0761,major_qnet_3783,True
cmj_01934,cert_0762,major_qnet_3783,True
cmj_01935,cert_0713,major_qnet_3783,True
cmj_01936,cert_0815,major_qnet_3783,True
cmj_01937,cert_0028,major_qnet_2323,True
cmj_01938,cert_0082,major_qnet_2323,True
cmj_01939,cert_0191,major_qnet_2323,True
cmj_01940,cert_0317,major_qnet_2323,True
cmj_01941,cert_0680,major_qnet_2323,True
cmj_01942,cert_0757,major_qnet_2323,True
cmj_01943,cert_0211,major_qnet_7088,True
cmj_01944,cert_0211,major_qnet_4610,True
cmj_01945,cert_0343,major_qnet_7088,True
cmj_01946,cert_0343,major_qnet_4610,True
cmj_01947,cert_0680,major_qnet_7088,True
cmj_01948,cert_0680,major_qnet_4610,True
cmj_01949,cert_0089,major_qnet_7088,True
cmj_01950,cert_0089,major_qnet_4610,True
cmj_01951,cert_0320,major_qnet_3889,True
cmj_01952,cert_0680,major_qnet_5630,True
cmj_01953,cert_0518,major_qnet_5630,True
cmj_01954,cert_0495,major_qnet_5630,True
cmj_01955,cert_0574,major_qnet_5630,True
cmj_01956,cert_0277,major_qnet_5630,True
cmj_01957,cert_0316,major_qnet_5630,True
cmj_01958,cert_0321,major_qnet_5630,True
cmj_01959,cert_0310,major_qnet_5630,True
cmj_01960,cert_0318,major_qnet_5630,True
cmj_01961,cert_0317,major_qnet_5630,True
cmj_01962,cert_0129,major_qnet_5630,True
cmj_01963,cert_0190,major_qnet_5630,True
cmj_01964,cert_0195,major_qnet_5630,True
cmj_01965,cert_0186,major_qnet_5630,True
cmj_01966,cert_0192,major_qnet_5630,True
cmj_01967,cert_0168,major_qnet_5630,True
cmj_01968,cert_0108,major_qnet_5630,True
cmj_01969,cert_0191,major_qnet_5630,True
cmj_01970,cert_0210,major_qnet_5630,True
cmj_01971,cert_0081,major_qnet_5630,True
cmj_01972,cert_0005,major_qnet_5630,True
cmj_01973,cert_0034,major_qnet_5630,True
cmj_01974,cert_0035,major_qnet_5630,True
cmj_01975,cert_0084,major_qnet_5630,True
cmj_01976,cert_0082,major_qnet_5630,True
cmj_01977,cert_0085,major_qnet_5630,True
cmj_01978,cert_0757,major_qnet_5630,True
cmj_01979,cert_0758,major_qnet_5630,True
cmj_01980,cert_0986,major_qnet_5630,True
cmj_01981,cert_0083,major_qnet_2323,True
cmj_01982,cert_0214,major_qnet_2323,True
cmj_01983,cert_0213,major_qnet_2323,True
cmj_01984,cert_0342,major_qnet_2323,True
cmj_01985,cert_0846,major_qnet_4597,True
cmj_01986,cert_0846,major_qnet_4633,True
cmj_01987,cert_0853,major_qnet_4597,True
cmj_01988,cert_0853,major_qnet_4633,True
cmj_01989,cert_0496,major_qnet_4597,True
cmj_01990,cert_0496,major_qnet_4633,True
cmj_01991,cert_0373,major_qnet_4597,True
cmj_01992,cert_0373,major_qnet_4633,True
cmj_01993,cert_0090,major_qnet_4597,True
cmj_01994,cert_0090,major_qnet_4633,True
cmj_01995,cert_0115,major_qnet_4597,True
cmj_01996,cert_0115,major_qnet_4633,True
cmj_01997,cert_0108,major_qnet_4597,True
cmj_01998,cert_0108,major_qnet_4633,True
cmj_01999,cert_0062,major_qnet_4597,True
cmj_02000,cert_0062,major_qnet_4633,True
cmj_02001,cert_0011,major_qnet_4597,True
cmj_02002,cert_0011,major_qnet_4633,True
cmj_02003,cert_0300,major_qnet_4597,True
cmj_02004,cert_0300,major_qnet_4633,True
cmj_02005,cert_0288,major_qnet_4597,True
cmj_02006,cert_0288,major_qnet_4633,True
cmj_02007,cert_0254,major_qnet_4597,True
cmj_02008,cert_0254,major_qnet_4633,True
cmj_02009,cert_0745,major_qnet_5630,True
cmj_02010,cert_1193,major_qnet_5630,True
cmj_02011,cert_0077,major_qnet_5630,True
cmj_02012,cert_0205,major_qnet_5630,True
cmj_02013,cert_0072,major_qnet_2974,True
cmj_02014,cert_0068,major_qnet_2974,True
cmj_02015,cert_0169,major_qnet_2974,True
cmj_02016,cert_0170,major_qnet_2974,True
cmj_02017,cert_0166,major_qnet_2974,True
cmj_02018,cert_0299,major_qnet_2974,True
cmj_02019,cert_0304,major_qnet_2974,True
cmj_02020,cert_0611,major_qnet_2974,True
cmj_02021,cert_0609,major_qnet_2974,True
cmj_02022,cert_0613,major_qnet_2974,True
cmj_02023,cert_0598,major_qnet_2323,True
cmj_02024,cert_0173,major_qnet_2323,True
cmj_02025,cert_0074,major_qnet_2323,True
cmj_02026,cert_0305,major_qnet_2323,True
cmj_02027,cert_1211,major_qnet_2323,True
cmj_02028,cert_1119,major_qnet_2323,True
cmj_02029,cert_1120,major_qnet_2323,True
cmj_02030,cert_1121,major_qnet_2323,True
cmj_02031,cert_0847,major_qnet_2974,True
cmj_02032,cert_0054,major_qnet_2323,True
cmj_02033,cert_0070,major_qnet_2323,True
cmj_02034,cert_0184,major_qnet_2323,True
cmj_02035,cert_0162,major_qnet_2323,True
cmj_02036,cert_0307,major_qnet_2323,True
cmj_02037,cert_0308,major_qnet_2323,True
cmj_02038,cert_0626,major_qnet_2323,True
cmj_02039,cert_0606,major_qnet_2323,True
cmj_02040,cert_0721,major_qnet_2323,True
cmj_02041,cert_1142,major_qnet_7122,True
cmj_02042,cert_0029,major_qnet_7122,True
cmj_02043,cert_0053,major_qnet_7122,True
cmj_02044,cert_0054,major_qnet_7122,True
cmj_02045,cert_0089,major_qnet_7122,True
cmj_02046,cert_0128,major_qnet_7122,True
cmj_02047,cert_0144,major_qnet_7122,True
cmj_02048,cert_0145,major_qnet_7122,True
cmj_02049,cert_0140,major_qnet_7122,True
cmj_02050,cert_0138,major_qnet_7122,True
cmj_02051,cert_0184,major_qnet_7122,True
cmj_02052,cert_0187,major_qnet_7122,True
cmj_02053,cert_0211,major_qnet_7122,True
cmj_02054,cert_0264,major_qnet_7122,True
cmj_02055,cert_0286,major_qnet_7122,True
cmj_02056,cert_0308,major_qnet_7122,True
cmj_02057,cert_0282,major_qnet_7122,True
cmj_02058,cert_0307,major_qnet_7122,True
cmj_02059,cert_0333,major_qnet_7122,True
cmj_02060,cert_0666,major_qnet_7122,True
cmj_02061,cert_0533,major_qnet_7122,True
cmj_02062,cert_0626,major_qnet_7122,True
cmj_02063,cert_0699,major_qnet_7122,True
cmj_02064,cert_0701,major_qnet_7122,True
cmj_02065,cert_0912,major_qnet_7122,True
cmj_02066,cert_0896,major_qnet_7122,True
cmj_02067,cert_0025,major_qnet_1204,True
cmj_02068,cert_0025,major_qnet_3952,True
cmj_02069,cert_0025,major_qnet_3960,True
cmj_02070,cert_0025,major_qnet_3961,True
cmj_02071,cert_0025,major_qnet_3963,True
cmj_02072,cert_0025,major_qnet_3964,True
cmj_02073,cert_0025,major_qnet_3966,True
cmj_02074,cert_0025,major_qnet_5495,True
cmj_02075,cert_0033,major_qnet_1028,True
cmj_02076,cert_0033,major_qnet_1029,True
cmj_02077,cert_0033,major_qnet_1030,True
cmj_02078,cert_0033,major_qnet_1031,True
cmj_02079,cert_0033,major_qnet_1032,True
cmj_02080,cert_0033,major_qnet_1035,True
cmj_02081,cert_0033,major_qnet_1036,True
cmj_02082,cert_0033,major_qnet_1038,True
cmj_02083,cert_0033,major_qnet_1040,True
cmj_02084,cert_0033,major_qnet_1041,True
cmj_02085,cert_0033,major_qnet_1043,True
cmj_02086,cert_0033,major_qnet_1044,True
cmj_02087,cert_0033,major_qnet_1045,True
cmj_02088,cert_0033,major_qnet_1046,True
cmj_02089,cert_0033,major_qnet_1047,True
cmj_02090,cert_0033,major_qnet_1048,True
cmj_02091,cert_0033,major_qnet_1049,True
cmj_02092,cert_0033,major_qnet_1051,True
cmj_02093,cert_0033,major_qnet_1052,True
cmj_02094,cert_0033,major_qnet_1053,True
cmj_02095,cert_0040,major_qnet_3866,True
cmj_02096,cert_0040,major_qnet_3867,True
cmj_02097,cert_0041,major_qnet_1557,True
cmj_02098,cert_0041,major_qnet_1558,True
cmj_02099,cert_0041,major_qnet_1975,True
cmj_02100,cert_0041,major_qnet_2065,True
cmj_02101,cert_0041,major_qnet_2066,True
cmj_02102,cert_0041,major_qnet_2067,True
cmj_02103,cert_0041,major_qnet_2265,True
cmj_02104,cert_0041,major_qnet_2268,True
cmj_02105,cert_0041,major_qnet_2403,True
cmj_02106,cert_0041,major_qnet_2407,True
cmj_02107,cert_0041,major_qnet_2807,True
cmj_02108,cert_0041,major_qnet_3363,True
cmj_02109,cert_0041,major_qnet_3859,True
cmj_02110,cert_0041,major_qnet_3929,True
cmj_02111,cert_0041,major_qnet_4396,True
cmj_02112,cert_0041,major_qnet_4679,True
cmj_02113,cert_0041,major_qnet_4685,True
cmj_02114,cert_0041,major_qnet_4687,True
cmj_02115,cert_0041,major_qnet_4688,True
cmj_02116,cert_0041,major_qnet_4689,True
cmj_02117,cert_0042,major_qnet_3866,True
cmj_02118,cert_0042,major_qnet_3867,True
cmj_02119,cert_0049,major_qnet_1557,True
cmj_02120,cert_0049,major_qnet_1558,True
cmj_02121,cert_0049,major_qnet_1975,True
cmj_02122,cert_0049,major_qnet_2065,True
cmj_02123,cert_0049,major_qnet_2066,True
cmj_02124,cert_0049,major_qnet_2067,True
cmj_02125,cert_0049,major_qnet_2265,True
cmj_02126,cert_0049,major_qnet_2268,True
cmj_02127,cert_0049,major_qnet_2403,True
cmj_02128,cert_0049,major_qnet_2407,True
cmj_02129,cert_0049,major_qnet_2807,True
cmj_02130,cert_0049,major_qnet_3363,True
cmj_02131,cert_0049,major_qnet_3859,True
cmj_02132,cert_0049,major_qnet_3929,True
cmj_02133,cert_0049,major_qnet_4396,True
cmj_02134,cert_0049,major_qnet_4679,True
cmj_02135,cert_0049,major_qnet_4685,True
cmj_02136,cert_0049,major_qnet_4687,True
cmj_02137,cert_0049,major_qnet_4688,True
cmj_02138,cert_0049,major_qnet_4689,True
cmj_02139,cert_0067,major_qnet_1004,True
cmj_02140,cert_0067,major_qnet_1018,True
