udeptcd,udeptnm,udeptmdobligcd,udeptmdoblignm,udeptobligcd,udeptoblignm
2120,분자생물미생물학(과ㆍ전공),221,식품,22,식품.가공
2120,분자생물미생물학(과ㆍ전공),241,농업,24,농림어업
2120,분자생물미생물학(과ㆍ전공),261,환경,26,환경.에너지
2121,분자생명공학(과ㆍ부ㆍ전공),181,화공,18,화학
2121,분자생명공학(과ㆍ부ㆍ전공),221,식품,22,식품.가공
2121,분자생명공학(과ㆍ부ㆍ전공),241,농업,24,농림어업
2121,분자생명공학(과ㆍ부ㆍ전공),261,환경,26,환경.에너지
2123,"분자생명과학(부,전공)",181,화공,18,화학
2123,"분자생명과학(부,전공)",221,식품,22,식품.가공
2123,"분자생명과학(부,전공)",241,농업,24,농림어업
2123,"분자생명과학(부,전공)",261,환경,26,환경.에너지
2124,"분자생물학(과,학부,전공)",181,화공,18,화학
2124,"분자생물학(과,학부,전공)",221,식품,22,식품.가공
2124,"분자생물학(과,학부,전공)",241,농업,24,농림어업
2124,"분자생물학(과,학부,전공)",261,환경,26,환경.에너지
2125,분자시스템공학전공,024,생산관리,2,경영.회계.사무
2125,분자시스템공학전공,181,화공,18,화학
2125,분자시스템공학전공,241,농업,24,농림어업
2125,분자시스템공학전공,261,환경,26,환경.에너지
2125,분자시스템공학전공,262,에너지.기상,26,환경.에너지
2126,분자식품생명공학(전공),181,화공,18,화학
2126,분자식품생명공학(전공),221,식품,22,식품.가공
2126,분자식품생명공학(전공),241,농업,24,농림어업
2126,분자식품생명공학(전공),261,환경,26,환경.에너지
2127,분자ㆍ식품생명공학전공,181,화공,18,화학
2127,분자ㆍ식품생명공학전공,221,식품,22,식품.가공
2127,분자ㆍ식품생명공학전공,241,농업,24,농림어업
2128,"분자유전(공학과, 학과, 전공)",181,화공,18,화학
2128,"분자유전(공학과, 학과, 전공)",221,식품,22,식품.가공
2128,"분자유전(공학과, 학과, 전공)",241,농업,24,농림어업
2128,"분자유전(공학과, 학과, 전공)",261,환경,26,환경.에너지
2129,불교미술전공,082,디자인,8,문화.예술.디자인.방송
2130,불교시각디자인전공,082,디자인,8,문화.예술.디자인.방송
2131,불교회화전공,082,디자인,8,문화.예술.디자인.방송
2132,"뷰티디자인(계열,과,전공,학과,학부)",061,보건.의료,6,보건.의료
2132,"뷰티디자인(계열,과,전공,학과,학부)",061-2,보건.의료(국제의료관광코디네이터),6,보건.의료
2132,"뷰티디자인(계열,과,전공,학과,학부)",082,디자인,8,문화.예술.디자인.방송
2133,뷰티스타일디자인전공,082,디자인,8,문화.예술.디자인.방송
2134,"뷰티코디네이션(과,전공)",082,디자인,8,문화.예술.디자인.방송
2135,뷰티코디네이트디자인학과,082,디자인,8,문화.예술.디자인.방송
2136,브랜딩디자인전공,082,디자인,8,문화.예술.디자인.방송
2137,비이오일렉트로닉스과,202,전자,20,전기.전자
2138,비주얼디자인계열,082,디자인,8,문화.예술.디자인.방송
2139,비주얼컨텐츠디자인전공,082,디자인,8,문화.예술.디자인.방송
2139,비주얼컨텐츠디자인전공,202,전자,20,전기.전자
2139,비주얼컨텐츠디자인전공,212,방송.무선,21,정보통신
2140,비쥬얼디자인학전공,082,디자인,8,문화.예술.디자인.방송
2141,비쥬얼커뮤니케이션전공,082,디자인,8,문화.예술.디자인.방송
2142,비즈니스소프트웨어전공,202,전자,20,전기.전자
2142,비즈니스소프트웨어전공,213,통신,21,정보통신
2143,비파괴검사학과,252,비파괴검사,25,안전관리
2144,빌딩설비디자인과,141,건축,14,건설
2144,빌딩설비디자인과,162,기계장비설비.설치,16,기계
2145,"빌딩설비시스템(과,전공,코스)",141,건축,14,건설
2145,"빌딩설비시스템(과,전공,코스)",162,기계장비설비.설치,16,기계
2146,빌딩자동화과,162,기계장비설비.설치,16,기계
2147,사료과,242,축산,24,농림어업
2148,사료생산공학.축산식품과학과군,181,화공,18,화학
2148,사료생산공학.축산식품과학과군,221,식품,22,식품.가공
2148,사료생산공학.축산식품과학과군,242,축산,24,농림어업
2149,사료생산공학·축산가공학·농업자원경제학과군,242,축산,24,농림어업
2150,사료생산공학·축산가공학과,242,축산,24,농림어업
2151,사료생산공학과,242,축산,24,농림어업
2152,사료생산공학ㆍ축산식품과학ㆍ농업자원경제학과군,181,화공,18,화학
2152,사료생산공학ㆍ축산식품과학ㆍ농업자원경제학과군,221,식품,22,식품.가공
2152,사료생산공학ㆍ축산식품과학ㆍ농업자원경제학과군,242,축산,24,농림어업
2153,사료영양학과,242,축산,24,농림어업
2154,사료자원과,242,축산,24,농림어업
2155,"사무인터넷(과,전공)",211,정보기술,21,정보통신
2156,"사무자동화(과,학부)",211,정보기술,21,정보통신
2157,사무자동화개발전공,211,정보기술,21,정보통신
2158,사무정보(과ㆍ전공ㆍ계열),211,정보기술,21,정보통신
2159,"사무정보관리(과,전공)",211,정보기술,21,정보통신
2160,"사무정보시스템(과,전공)",211,정보기술,21,정보통신
2161,사무정보자동화과,211,정보기술,21,정보통신
2163,"사무정보처리(과,전공)",211,정보기술,21,정보통신
2164,사업제품디자인과,024,생산관리,2,경영.회계.사무
2164,사업제품디자인과,082,디자인,8,문화.예술.디자인.방송
2164,사업제품디자인과,083,방송,8,문화.예술.디자인.방송
2165,사이버경찰과,213,통신,21,정보통신
2166,사이버경찰학전공,213,통신,21,정보통신
2167,사이버수사경찰학과,213,통신,21,정보통신
2168,사이버수사정보학과,213,통신,21,정보통신
2169,사이버오피스전공,202,전자,20,전기.전자
2169,사이버오피스전공,213,통신,21,정보통신
2170,사이버응용전공,202,전자,20,전기.전자
2170,사이버응용전공,213,통신,21,정보통신
2171,사이버테러대응과,202,전자,20,전기.전자
2171,사이버테러대응과,213,통신,21,정보통신
2172,사인광고디자인과,082,디자인,8,문화.예술.디자인.방송
2173,사진·만화애니메이션전공,082,디자인,8,문화.예술.디자인.방송
2173,사진·만화애니메이션전공,083,방송,8,문화.예술.디자인.방송
2174,사진(학과ㆍ공학과ㆍ전공),082,디자인,8,문화.예술.디자인.방송
2174,사진(학과ㆍ공학과ㆍ전공),083,방송,8,문화.예술.디자인.방송
2174,사진(학과ㆍ공학과ㆍ전공),202,전자,20,전기.전자
2175,사진디자인전공,024,생산관리,2,경영.회계.사무
2175,사진디자인전공,082,디자인,8,문화.예술.디자인.방송
2175,사진디자인전공,083,방송,8,문화.예술.디자인.방송
2176,사진ㆍ애니메이션학부,082,디자인,8,문화.예술.디자인.방송
2176,사진ㆍ애니메이션학부,083,방송,8,문화.예술.디자인.방송
2177,사진영상(과ㆍ전공ㆍ학부),082,디자인,8,문화.예술.디자인.방송
2177,사진영상(과ㆍ전공ㆍ학부),083,방송,8,문화.예술.디자인.방송
2178,사진영상공학(과),082,디자인,8,문화.예술.디자인.방송
2178,사진영상공학(과),083,방송,8,문화.예술.디자인.방송
2180,"사진영상디자인(학과,학부)",024,생산관리,2,경영.회계.사무
2180,"사진영상디자인(학과,학부)",082,디자인,8,문화.예술.디자인.방송
2180,"사진영상디자인(학과,학부)",083,방송,8,문화.예술.디자인.방송
2181,사진영상매체과,082,디자인,8,문화.예술.디자인.방송
2181,사진영상매체과,083,방송,8,문화.예술.디자인.방송
2182,"사진영상미디어(과,전공,학과)",082,디자인,8,문화.예술.디자인.방송
2182,"사진영상미디어(과,전공,학과)",083,방송,8,문화.예술.디자인.방송
2183,사진영상애니메이션학전공,082,디자인,8,문화.예술.디자인.방송
2183,사진영상애니메이션학전공,083,방송,8,문화.예술.디자인.방송
2184,"사진예술(과,전공,학과)",082,디자인,8,문화.예술.디자인.방송
2184,"사진예술(과,전공,학과)",083,방송,8,문화.예술.디자인.방송
2186,"사진정보공학(과,전공)",082,디자인,8,문화.예술.디자인.방송
2186,"사진정보공학(과,전공)",083,방송,8,문화.예술.디자인.방송
2186,"사진정보공학(과,전공)",202,전자,20,전기.전자
2188,사회기반공학전공,144,도시.교통,14,건설
2189,사회기반시스템공학과,144,도시.교통,14,건설
2190,사회원예학전공,241,농업,24,농림어업
2191,사회환경건축공학부,144,도시.교통,14,건설
2192,"사회환경시스템공(학부,전공)",142,토목,14,건설
2192,"사회환경시스템공(학부,전공)",261,환경,26,환경.에너지
2193,"사회환경시스템공학(과,부,전공)",142,토목,14,건설
2193,"사회환경시스템공학(과,부,전공)",261,환경,26,환경.에너지
2194,"산림경영(과,학전공)",143,조경,14,건설
2194,"산림경영(과,학전공)",243,임업,24,농림어업
2195,산림경영·조경학부,143,조경,14,건설
2195,산림경영·조경학부,243,임업,24,농림어업
2196,"산림과학(과,부,전공)",142,토목,14,건설
2196,"산림과학(과,부,전공)",243,임업,24,농림어업
2197,산림생명자원과,143,조경,14,건설
2197,산림생명자원과,243,임업,24,농림어업
2198,산림자원(학)(과ㆍ부ㆍ전공),143,조경,14,건설
2198,산림자원(학)(과ㆍ부ㆍ전공),181,화공,18,화학
2198,산림자원(학)(과ㆍ부ㆍ전공),221,식품,22,식품.가공
2198,산림자원(학)(과ㆍ부ㆍ전공),243,임업,24,농림어업
2198,산림자원(학)(과ㆍ부ㆍ전공),261,환경,26,환경.에너지
2199,"산림자원보호(전공,학과)",143,조경,14,건설
2199,"산림자원보호(전공,학과)",221,식품,22,식품.가공
2199,"산림자원보호(전공,학과)",243,임업,24,농림어업
2200,"산림자원조경학(부,과군)",143,조경,14,건설
2200,"산림자원조경학(부,과군)",181,화공,18,화학
2200,"산림자원조경학(부,과군)",221,식품,22,식품.가공
2200,"산림자원조경학(부,과군)",243,임업,24,농림어업
2202,"산림자원환경학(과,전공)",143,조경,14,건설
2202,"산림자원환경학(과,전공)",181,화공,18,화학
2202,"산림자원환경학(과,전공)",221,식품,22,식품.가공
2202,"산림자원환경학(과,전공)",243,임업,24,농림어업
2202,"산림자원환경학(과,전공)",261,환경,26,환경.에너지
2203,산림조경과,142,토목,14,건설
2203,산림조경과,143,조경,14,건설
2203,산림조경과,243,임업,24,농림어업
2204,"산림학(과,전공)",143,조경,14,건설
2204,"산림학(과,전공)",243,임업,24,농림어업
2205,"산림환경과학(과,전공)",143,조경,14,건설
2205,"산림환경과학(과,전공)",243,임업,24,농림어업
2205,"산림환경과학(과,전공)",251,안전관리,25,안전관리
2206,산림환경자원(학)(과ㆍ전공),143,조경,14,건설
2206,산림환경자원(학)(과ㆍ전공),181,화공,18,화학
2206,산림환경자원(학)(과ㆍ전공),221,식품,22,식품.가공
2206,산림환경자원(학)(과ㆍ전공),243,임업,24,농림어업
2206,산림환경자원(학)(과ㆍ전공),261,환경,26,환경.에너지
2208,산림환경학전공,143,조경,14,건설
2208,산림환경학전공,243,임업,24,농림어업
2209,산업ㆍ화학공학과군,181,화공,18,화학
2209,산업ㆍ화학공학과군,261,환경,26,환경.에너지
2211,산업·재료·안전공학계열,142,토목,14,건설
2211,산업·재료·안전공학계열,251,안전관리,25,안전관리
2212,산업건설학부,142,토목,14,건설
2213,산업건설환경공학부,142,토목,14,건설
2214,산업건축학과,141,건축,14,건설
2215,"산업경영(과,공학과)",024,생산관리,2,경영.회계.사무
2216,산업경영정보시스템공학과,024,생산관리,2,경영.회계.사무
2217,산업공기계공학부,161,기계제작,16,기계
2218,산업공예(학)(과ㆍ전공),082,디자인,8,문화.예술.디자인.방송
2218,산업공예(학)(과ㆍ전공),232,목재.가구.공예,23,인쇄.목재.가구.공예
2219,"산업공예디자인(과,전공,학과)",082,디자인,8,문화.예술.디자인.방송
2219,"산업공예디자인(과,전공,학과)",232,목재.가구.공예,23,인쇄.목재.가구.공예
2221,산업공학(과ㆍ전공),024,생산관리,2,경영.회계.사무
2221,산업공학(과ㆍ전공),142,토목,14,건설
2221,산업공학(과ㆍ전공),161,기계제작,16,기계
2221,산업공학(과ㆍ전공),162,기계장비설비.설치,16,기계
2221,산업공학(과ㆍ전공),251,안전관리,25,안전관리
2224,산업공학정밀기계과,161,기계제작,16,기계
2224,산업공학정밀기계과,162,기계장비설비.설치,16,기계
2225,산업기계공학과,162,기계장비설비.설치,16,기계
2226,산업기계시스템공학전공,162,기계장비설비.설치,16,기계
2227,산업기계정비학과,162,기계장비설비.설치,16,기계
2228,산업도자기디자인(과ㆍ전공),082,디자인,8,문화.예술.디자인.방송
2230,산업디자인(학)(과ㆍ전공ㆍ부ㆍ(정보)계열),082,디자인,8,문화.예술.디자인.방송
2230,산업디자인(학)(과ㆍ전공ㆍ부ㆍ(정보)계열),141,건축,14,건설
2233,산업물류(학과),024,생산관리,2,경영.회계.사무
2234,"산업미술(과,전공,학과)",082,디자인,8,문화.예술.디자인.방송
2234,"산업미술(과,전공,학과)",251,안전관리,25,안전관리
2235,산업및기계시스템공학부,162,기계장비설비.설치,16,기계
2236,산업및전기공학계열,201,전기,20,전기.전자
