cert_id,cert_name,canonical_name,normalized_key,aliases,issuer,is_active,cert_type,grade_name,primary_domain,top_domain,domain_name_raw,source,written_avg_pass_rate,practical_avg_pass_rate,avg_pass_rate_3yr
252,전기공사산업기사,전기공사산업기사,전기공사산업기사,,Q-Net,True,국가기술자격,산업기사,5,엔지니어링/산업기술,전기,qnet_major_list_2025,28.83,37.13,32.98
253,철도신호산업기사,철도신호산업기사,철도신호산업기사,,Q-Net,True,국가기술자격,산업기사,5,엔지니어링/산업기술,전기,qnet_major_list_2025,23.67,82.47,53.07
254,전자산업기사,전자산업기사,전자산업기사,,Q-Net,True,국가기술자격,산업기사,5,엔지니어링/산업기술,전자,qnet_major_list_2025,14.33,64.8,39.57
255,반도체커스텀레이아웃산업기사,반도체커스텀레이아웃산업기사,반도체커스텀레이아웃산업기사,,Q-Net,True,국가기술자격,산업기사,5,엔지니어링/산업기술,전자,qnet_major_list_2025,,,
256,의공산업기사,의공산업기사,의공산업기사,,Q-Net,True,국가기술자격,산업기사,5,엔지니어링/산업기술,전자,qnet_major_list_2025,42.6,25.33,33.97
257,3D프린터개발산업기사,3D프린터개발산업기사,3D프린터개발산업기사,,Q-Net,True,국가기술자격,산업기사,5,엔지니어링/산업기술,전자,qnet_major_list_2025,51.77,28.9,40.33
258,정보통신산업기사,정보통신산업기사,정보통신산업기사,,Q-Net,True,국가기술자격,산업기사,4,IT/디지털,통신,qnet_major_list_2025,24.92,34.59,29.75
259,사무자동화산업기사,사무자동화산업기사,사무자동화산업기사,,Q-Net,True,국가기술자격,산업기사,2,IT/디지털,정보기술,qnet_major_list_2025,55.3,71.3,63.3
260,방송통신산업기사,방송통신산업기사,방송통신산업기사,,Q-Net,True,국가기술자격,산업기사,4,IT/디지털,방송.무선,qnet_major_list_2025,30.86,66.57,48.72
261,무선설비산업기사,무선설비산업기사,무선설비산업기사,,Q-Net,True,국가기술자격,산업기사,4,IT/디지털,방송.무선,qnet_major_list_2025,13.2,56.54,34.87
262,조선산업기사,조선산업기사,조선산업기사,,Q-Net,True,국가기술자격,산업기사,41,모빌리티/운송,조선,qnet_major_list_2025,48.67,64.3,56.48
263,항공산업기사,항공산업기사,항공산업기사,,Q-Net,True,국가기술자격,산업기사,42,모빌리티/운송,항공,qnet_major_list_2025,37.77,63.13,50.45
264,토목산업기사,토목산업기사,토목산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,21.1,69.73,45.42
265,건축일반시공산업기사,건축일반시공산업기사,건축일반시공산업기사,,Q-Net,True,국가기술자격,산업기사,10,엔지니어링/산업기술,건축,qnet_major_list_2025,62.03,40.07,51.05
266,건축목공산업기사,건축목공산업기사,건축목공산업기사,,Q-Net,True,국가기술자격,산업기사,10,엔지니어링/산업기술,건축,qnet_major_list_2025,70.63,59.13,64.88
267,목재창호산업기사,목재창호산업기사,목재창호산업기사,,Q-Net,True,국가기술자격,산업기사,10,엔지니어링/산업기술,건축,qnet_major_list_2025,,,
268,방직산업기사,방직산업기사,방직산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,섬유,qnet_major_list_2025,,,
269,섬유가공산업기사,섬유가공산업기사,섬유가공산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,섬유,qnet_major_list_2025,,,
270,방사산업기사,방사산업기사,방사산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,섬유,qnet_major_list_2025,,,
271,섬유디자인산업기사,섬유디자인산업기사,섬유디자인산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,섬유,qnet_major_list_2025,17.77,100.0,58.88
272,섬유기계산업기사,섬유기계산업기사,섬유기계산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,섬유,qnet_major_list_2025,,,
273,편물산업기사,편물산업기사,편물산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,섬유,qnet_major_list_2025,,,
274,양복산업기사,양복산업기사,양복산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,의복,qnet_major_list_2025,,,
275,한복산업기사,한복산업기사,한복산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,의복,qnet_major_list_2025,,,
276,섬유산업기사,섬유산업기사,섬유산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,섬유,qnet_major_list_2025,9.1,55.57,32.33
277,실내건축산업기사,실내건축산업기사,실내건축산업기사,,Q-Net,True,국가기술자격,산업기사,10,엔지니어링/산업기술,건축,qnet_major_list_2025,33.0,53.87,43.43
278,정보처리산업기사,정보처리산업기사,정보처리산업기사,,Q-Net,True,국가기술자격,산업기사,2,IT/디지털,정보기술,qnet_major_list_2025,46.8,35.2,41.0
279,원자력산업기사,원자력산업기사,원자력산업기사,,Q-Net,True,국가기술자격,산업기사,9,엔지니어링/산업기술,에너지.기상,qnet_major_list_2025,,,
280,패션디자인산업기사,패션디자인산업기사,패션디자인산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,의복,qnet_major_list_2025,51.93,59.67,55.8
281,신발산업기사,신발산업기사,신발산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,의복,qnet_major_list_2025,70.3,79.87,75.08
282,조경산업기사,조경산업기사,조경산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,조경,qnet_major_list_2025,20.97,33.47,27.22
283,측량및지형공간정보산업기사,측량및지형공간정보산업기사,측량및지형공간정보산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,37.17,70.17,53.67
284,공간정보융합산업기사,공간정보융합산업기사,공간정보융합산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,39.75,8.6,24.18
285,지적산업기사,지적산업기사,지적산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,43.43,61.87,52.65
286,해양조사산업기사,해양조사산업기사,해양조사산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,71.4,52.3,61.85
287,항로표지산업기사,항로표지산업기사,항로표지산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,9.8,63.33,36.57
288,산업안전산업기사,산업안전산업기사,산업안전산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,안전관리,qnet_major_list_2025,43.23,44.37,43.8
289,건설안전산업기사,건설안전산업기사,건설안전산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,안전관리,qnet_major_list_2025,34.2,57.63,45.92
290,디지털인쇄산업기사,디지털인쇄산업기사,디지털인쇄산업기사,,Q-Net,True,국가기술자격,산업기사,33,크리에이티브/미디어,인쇄.사진,qnet_major_list_2025,55.7,91.67,73.68
291,승강기산업기사,승강기산업기사,승강기산업기사,,Q-Net,True,국가기술자격,산업기사,6,엔지니어링/산업기술,기계장비설비.설치,qnet_major_list_2025,17.1,39.7,28.4
292,품질경영산업기사,품질경영산업기사,품질경영산업기사,,Q-Net,True,국가기술자격,산업기사,17,경영/비즈니스,생산관리,qnet_major_list_2025,27.17,45.77,36.47
293,포장산업기사,포장산업기사,포장산업기사,,Q-Net,True,국가기술자격,산업기사,17,경영/비즈니스,생산관리,qnet_major_list_2025,16.67,50.0,33.33
294,제품디자인산업기사,제품디자인산업기사,제품디자인산업기사,,Q-Net,True,국가기술자격,산업기사,33,크리에이티브/미디어,디자인,qnet_major_list_2025,12.27,62.6,37.43
295,시각디자인산업기사,시각디자인산업기사,시각디자인산업기사,,Q-Net,True,국가기술자격,산업기사,33,크리에이티브/미디어,디자인,qnet_major_list_2025,68.27,54.03,61.15
296,세라믹산업기사,세라믹산업기사,세라믹산업기사,,Q-Net,True,국가기술자격,산업기사,7,엔지니어링/산업기술,금속.재료,qnet_major_list_2025,,,
297,화재감식평가산업기사,화재감식평가산업기사,화재감식평가산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,안전관리,qnet_major_list_2025,79.1,50.27,64.68
298,식품산업기사,식품산업기사,식품산업기사,,Q-Net,True,국가기술자격,산업기사,30,교육/생활서비스,식품,qnet_major_list_2025,38.43,80.5,59.47
299,종자산업기사,종자산업기사,종자산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,농업,qnet_major_list_2025,52.57,49.0,50.78
300,가스산업기사,가스산업기사,가스산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,안전관리,qnet_major_list_2025,29.47,25.27,27.37
301,산업위생관리산업기사,산업위생관리산업기사,산업위생관리산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,안전관리,qnet_major_list_2025,35.4,55.1,45.25
302,시설원예산업기사,시설원예산업기사,시설원예산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,농업,qnet_major_list_2025,,,
303,임업종묘산업기사,임업종묘산업기사,임업종묘산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,임업,qnet_major_list_2025,,,
304,산림산업기사,산림산업기사,산림산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,임업,qnet_major_list_2025,37.53,57.27,47.4
305,축산산업기사,축산산업기사,축산산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,축산,qnet_major_list_2025,34.07,48.73,41.4
306,기상산업기사,기상산업기사,기상산업기사,,Q-Net,True,국가기술자격,산업기사,9,엔지니어링/산업기술,에너지.기상,qnet_major_list_2025,,,
307,수산양식산업기사,수산양식산업기사,수산양식산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,어업,qnet_major_list_2025,34.77,42.7,38.73
308,잠수산업기사,잠수산업기사,잠수산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,46.4,37.2,41.8
309,건축산업기사,건축산업기사,건축산업기사,,Q-Net,True,국가기술자격,산업기사,10,엔지니어링/산업기술,건축,qnet_major_list_2025,27.53,36.47,32.0
310,건축설비산업기사,건축설비산업기사,건축설비산업기사,,Q-Net,True,국가기술자격,산업기사,10,엔지니어링/산업기술,건축,qnet_major_list_2025,48.73,23.4,36.07
311,공업계측제어산업기사,공업계측제어산업기사,공업계측제어산업기사,,Q-Net,True,국가기술자격,산업기사,5,엔지니어링/산업기술,전자,qnet_major_list_2025,,,
312,피아노조율산업기사,피아노조율산업기사,피아노조율산업기사,,Q-Net,True,국가기술자격,산업기사,35,크리에이티브/미디어,목재.가구.공예,qnet_major_list_2025,30.3,61.47,45.88
313,농화학산업기사,농화학산업기사,농화학산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,농업,qnet_major_list_2025,,,
314,식물보호산업기사,식물보호산업기사,식물보호산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,임업,qnet_major_list_2025,51.8,51.33,51.57
315,바이오화학제품제조산업기사,바이오화학제품제조산업기사,바이오화학제품제조산업기사,,Q-Net,True,국가기술자격,산업기사,8,엔지니어링/산업기술,화공,qnet_major_list_2025,63.07,34.4,48.73
316,대기환경산업기사,대기환경산업기사,대기환경산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,환경,qnet_major_list_2025,28.0,32.4,30.2
317,수질환경산업기사,수질환경산업기사,수질환경산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,환경,qnet_major_list_2025,25.4,35.0,30.2
318,소음진동산업기사,소음진동산업기사,소음진동산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,환경,qnet_major_list_2025,15.07,35.07,25.07
319,"대기환경,수질환경산업기사","대기환경,수질환경산업기사","대기환경,수질환경산업기사",,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,환경,qnet_major_list_2025,,,
320,농림토양평가관리산업기사,농림토양평가관리산업기사,농림토양평가관리산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,환경,qnet_major_list_2025,,,
321,공조냉동기계산업기사,공조냉동기계산업기사,공조냉동기계산업기사,,Q-Net,True,국가기술자격,산업기사,6,엔지니어링/산업기술,기계장비설비.설치,qnet_major_list_2025,23.0,53.73,38.37
322,유기농업산업기사,유기농업산업기사,유기농업산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,농업,qnet_major_list_2025,53.53,53.97,53.75
323,건설재료시험산업기사,건설재료시험산업기사,건설재료시험산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,30.77,60.67,45.72
324,철도토목산업기사,철도토목산업기사,철도토목산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,,,
325,방사선비파괴검사산업기사,방사선비파괴검사산업기사,방사선비파괴검사산업기사,,Q-Net,True,국가기술자격,산업기사,15,엔지니어링/산업기술,비파괴검사,qnet_major_list_2025,28.0,40.37,34.18
326,초음파비파괴검사산업기사,초음파비파괴검사산업기사,초음파비파괴검사산업기사,,Q-Net,True,국가기술자격,산업기사,15,엔지니어링/산업기술,비파괴검사,qnet_major_list_2025,49.27,26.43,37.85
327,자기비파괴검사산업기사,자기비파괴검사산업기사,자기비파괴검사산업기사,,Q-Net,True,국가기술자격,산업기사,15,엔지니어링/산업기술,비파괴검사,qnet_major_list_2025,50.6,38.17,44.38
328,침투비파괴검사산업기사,침투비파괴검사산업기사,침투비파괴검사산업기사,,Q-Net,True,국가기술자격,산업기사,15,엔지니어링/산업기술,비파괴검사,qnet_major_list_2025,53.97,45.07,49.52
329,와전류비파괴검사산업기사,와전류비파괴검사산업기사,와전류비파괴검사산업기사,,Q-Net,True,국가기술자격,산업기사,15,엔지니어링/산업기술,비파괴검사,qnet_major_list_2025,,,
330,누설비파괴검사산업기사,누설비파괴검사산업기사,누설비파괴검사산업기사,,Q-Net,True,국가기술자격,산업기사,15,엔지니어링/산업기술,비파괴검사,qnet_major_list_2025,,,
331,화훼장식산업기사,화훼장식산업기사,화훼장식산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,농업,qnet_major_list_2025,89.27,41.77,65.52
332,방수산업기사,방수산업기사,방수산업기사,,Q-Net,True,국가기술자격,산업기사,10,엔지니어링/산업기술,건축,qnet_major_list_2025,68.23,36.7,52.47
333,어로산업기사,어로산업기사,어로산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,어업,qnet_major_list_2025,71.97,36.93,54.45
334,교통산업기사,교통산업기사,교통산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,도시.교통,qnet_major_list_2025,20.13,44.43,32.28
335,귀금속가공산업기사,귀금속가공산업기사,귀금속가공산업기사,,Q-Net,True,국가기술자격,산업기사,35,크리에이티브/미디어,목재.가구.공예,qnet_major_list_2025,62.6,67.0,64.8
336,목공예산업기사,목공예산업기사,목공예산업기사,,Q-Net,True,국가기술자격,산업기사,35,크리에이티브/미디어,목재.가구.공예,qnet_major_list_2025,,,
337,도자기공예산업기사,도자기공예산업기사,도자기공예산업기사,,Q-Net,True,국가기술자격,산업기사,35,크리에이티브/미디어,목재.가구.공예,qnet_major_list_2025,,,
338,자수산업기사,자수산업기사,자수산업기사,,Q-Net,True,국가기술자격,산업기사,35,크리에이티브/미디어,목재.가구.공예,qnet_major_list_2025,,,
339,보석디자인산업기사,보석디자인산업기사,보석디자인산업기사,,Q-Net,True,국가기술자격,산업기사,35,크리에이티브/미디어,목재.가구.공예,qnet_major_list_2025,51.7,76.13,63.92
340,소방설비산업기사(기계분야),소방설비산업기사(기계분야),소방설비산업기사(기계분야),,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,안전관리,qnet_major_list_2025,39.1,34.53,36.82
341,소방설비산업기사(전기분야),소방설비산업기사(전기분야),소방설비산업기사(전기분야),,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,안전관리,qnet_major_list_2025,43.77,35.0,39.38
342,자연생태복원산업기사,자연생태복원산업기사,자연생태복원산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,환경,qnet_major_list_2025,57.87,28.9,43.38
343,폐기물처리산업기사,폐기물처리산업기사,폐기물처리산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,환경,qnet_major_list_2025,32.77,43.17,37.97
344,에너지관리산업기사,에너지관리산업기사,에너지관리산업기사,,Q-Net,True,국가기술자격,산업기사,9,엔지니어링/산업기술,에너지.기상,qnet_major_list_2025,30.4,35.9,33.15
345,한식조리산업기사,한식조리산업기사,한식조리산업기사,,Q-Net,True,국가기술자격,산업기사,30,교육/생활서비스,조리,qnet_major_list_2025,44.07,31.97,38.02
346,양식조리산업기사,양식조리산업기사,양식조리산업기사,,Q-Net,True,국가기술자격,산업기사,30,교육/생활서비스,조리,qnet_major_list_2025,46.87,34.27,40.57
347,일식조리산업기사,일식조리산업기사,일식조리산업기사,,Q-Net,True,국가기술자격,산업기사,30,교육/생활서비스,조리,qnet_major_list_2025,18.93,46.9,32.92
348,중식조리산업기사,중식조리산업기사,중식조리산업기사,,Q-Net,True,국가기술자격,산업기사,30,교육/생활서비스,조리,qnet_major_list_2025,50.03,44.6,47.32
349,복어조리산업기사,복어조리산업기사,복어조리산업기사,,Q-Net,True,국가기술자격,산업기사,30,교육/생활서비스,조리,qnet_major_list_2025,60.03,34.37,47.2
350,보석감정산업기사,보석감정산업기사,보석감정산업기사,,Q-Net,True,국가기술자격,산업기사,35,크리에이티브/미디어,목재.가구.공예,qnet_major_list_2025,46.37,25.23,35.8
351,컬러리스트산업기사,컬러리스트산업기사,컬러리스트산업기사,,Q-Net,True,국가기술자격,산업기사,33,크리에이티브/미디어,디자인,qnet_major_list_2025,50.67,51.27,50.97
352,기계가공기능장,기계가공기능장,기계가공기능장,,Q-Net,True,국가기술자격,기능장,6,엔지니어링/산업기술,기계제작,qnet_major_list_2025,51.2,47.03,49.12
353,금형기능장,금형기능장,금형기능장,,Q-Net,True,국가기술자격,기능장,6,엔지니어링/산업기술,금형.공작기계,qnet_major_list_2025,37.2,67.57,52.38
354,기계제도기능장,기계제도기능장,기계제도기능장,,Q-Net,True,국가기술자격,기능장,6,엔지니어링/산업기술,기계제작,qnet_major_list_2025,,,
355,배관기능장,배관기능장,배관기능장,,Q-Net,True,국가기술자격,기능장,10,엔지니어링/산업기술,건설배관,qnet_major_list_2025,64.43,32.97,48.7
356,판금제관기능장,판금제관기능장,판금제관기능장,,Q-Net,True,국가기술자격,기능장,6,엔지니어링/산업기술,판금.제관.새시,qnet_major_list_2025,49.03,66.2,57.62
357,용접기능장,용접기능장,용접기능장,,Q-Net,True,국가기술자격,기능장,6,엔지니어링/산업기술,용접,qnet_major_list_2025,46.63,21.37,34.0
358,자동차정비기능장,자동차정비기능장,자동차정비기능장,,Q-Net,True,국가기술자격,기능장,13,엔지니어링/산업기술,자동차,qnet_major_list_2025,38.83,14.4,26.62
359,건설기계정비기능장,건설기계정비기능장,건설기계정비기능장,,Q-Net,True,국가기술자격,기능장,6,엔지니어링/산업기술,기계장비설비.설치,qnet_major_list_2025,46.0,26.87,36.43
360,기계정비기능장,기계정비기능장,기계정비기능장,,Q-Net,True,국가기술자격,기능장,6,엔지니어링/산업기술,기계장비설비.설치,qnet_major_list_2025,,,
361,항공정비기능장,항공정비기능장,항공정비기능장,,Q-Net,True,국가기술자격,기능장,42,모빌리티/운송,항공,qnet_major_list_2025,,,
362,철도차량정비기능장,철도차량정비기능장,철도차량정비기능장,,Q-Net,True,국가기술자격,기능장,40,모빌리티/운송,철도,qnet_major_list_2025,37.83,9.2,23.52
363,에너지관리기능장,에너지관리기능장,에너지관리기능장,,Q-Net,True,국가기술자격,기능장,9,엔지니어링/산업기술,에너지.기상,qnet_major_list_2025,50.97,32.27,41.62
364,섬유기계기능장,섬유기계기능장,섬유기계기능장,,Q-Net,True,국가기술자격,기능장,32,교육/생활서비스,섬유,qnet_major_list_2025,,,
365,주조기능장,주조기능장,주조기능장,,Q-Net,True,국가기술자격,기능장,7,엔지니어링/산업기술,단조.주조,qnet_major_list_2025,84.23,29.4,56.82
366,표면처리기능장,표면처리기능장,표면처리기능장,,Q-Net,True,국가기술자격,기능장,7,엔지니어링/산업기술,도장.도금,qnet_major_list_2025,63.67,45.93,54.8
367,금속재료기능장,금속재료기능장,금속재료기능장,,Q-Net,True,국가기술자격,기능장,7,엔지니어링/산업기술,금속.재료,qnet_major_list_2025,67.5,29.13,48.32
368,제선기능장,제선기능장,제선기능장,,Q-Net,True,국가기술자격,기능장,7,엔지니어링/산업기술,금속.재료,qnet_major_list_2025,69.6,57.67,63.63
369,제강기능장,제강기능장,제강기능장,,Q-Net,True,국가기술자격,기능장,7,엔지니어링/산업기술,금속.재료,qnet_major_list_2025,68.0,45.67,56.83
370,목형기능장,목형기능장,목형기능장,,Q-Net,True,국가기술자격,기능장,10,엔지니어링/산업기술,건축,qnet_major_list_2025,,,
371,압연기능장,압연기능장,압연기능장,,Q-Net,True,국가기술자격,기능장,7,엔지니어링/산업기술,금속.재료,qnet_major_list_2025,81.0,51.8,66.4
372,위험물기능장,위험물기능장,위험물기능장,,Q-Net,True,국가기술자격,기능장,12,엔지니어링/산업기술,위험물,qnet_major_list_2025,60.4,39.8,50.1
373,가스기능장,가스기능장,가스기능장,,Q-Net,True,국가기술자격,기능장,12,엔지니어링/산업기술,안전관리,qnet_major_list_2025,28.53,42.57,35.55
374,전기기능장,전기기능장,전기기능장,,Q-Net,True,국가기술자격,기능장,5,엔지니어링/산업기술,전기,qnet_major_list_2025,38.8,18.43,28.62
375,전자기능장,전자기능장,전자기능장,,Q-Net,True,국가기술자격,기능장,5,엔지니어링/산업기술,전자,qnet_major_list_2025,46.37,35.47,40.92
376,건축목재시공기능장,건축목재시공기능장,건축목재시공기능장,,Q-Net,True,국가기술자격,기능장,10,엔지니어링/산업기술,건축,qnet_major_list_2025,70.7,15.2,42.95
377,건축일반시공기능장,건축일반시공기능장,건축일반시공기능장,,Q-Net,True,국가기술자격,기능장,10,엔지니어링/산업기술,건축,qnet_major_list_2025,46.6,7.6,27.1
378,한복기능장,한복기능장,한복기능장,,Q-Net,True,국가기술자격,기능장,32,교육/생활서비스,의복,qnet_major_list_2025,79.95,20.15,50.05
379,염색기능장,염색기능장,염색기능장,,Q-Net,True,국가기술자격,기능장,32,교육/생활서비스,섬유,qnet_major_list_2025,,,
380,광산기계운전및수리기능장,광산기계운전및수리기능장,광산기계운전및수리기능장,,Q-Net,True,국가기술자격,기능장,39,1차산업/자원,채광,qnet_major_list_2025,,,
381,귀금속가공기능장,귀금속가공기능장,귀금속가공기능장,,Q-Net,True,국가기술자격,기능장,35,크리에이티브/미디어,목재.가구.공예,qnet_major_list_2025,50.93,36.33,43.63
382,산림기능장,산림기능장,산림기능장,,Q-Net,True,국가기술자격,기능장,38,1차산업/자원,임업,qnet_major_list_2025,,,
383,비파괴검사기능장,비파괴검사기능장,비파괴검사기능장,,Q-Net,True,국가기술자격,기능장,15,엔지니어링/산업기술,비파괴검사,qnet_major_list_2025,,,
384,잠수기능장,잠수기능장,잠수기능장,,Q-Net,True,국가기술자격,기능장,11,엔지니어링/산업기술,토목,qnet_major_list_2025,22.73,28.9,25.82
385,통신설비기능장,통신설비기능장,통신설비기능장,,Q-Net,True,국가기술자격,기능장,4,IT/디지털,통신,qnet_major_list_2025,35.16,42.02,38.59
386,조리기능장,조리기능장,조리기능장,,Q-Net,True,국가기술자격,기능장,30,교육/생활서비스,조리,qnet_major_list_2025,41.97,10.57,26.27
387,제과기능장,제과기능장,제과기능장,,Q-Net,True,국가기술자격,기능장,30,교육/생활서비스,제과.제빵,qnet_major_list_2025,42.83,13.83,28.33
388,미용장,미용장,미용장,,Q-Net,True,국가기술자격,기능장,31,교육/생활서비스,이용.미용,qnet_major_list_2025,60.47,12.33,36.4
389,이용장,이용장,이용장,,Q-Net,True,국가기술자격,기능장,31,교육/생활서비스,이용.미용,qnet_major_list_2025,73.47,10.67,42.07
390,금형다기능기술자,금형다기능기술자,금형다기능기술자,,Q-Net,True,국가기술자격,산업기사,6,엔지니어링/산업기술,금형.공작기계,qnet_major_list_2025,,,
391,산업설비다기능기술자,산업설비다기능기술자,산업설비다기능기술자,,Q-Net,True,국가기술자격,산업기사,6,엔지니어링/산업기술,기계장비설비.설치,qnet_major_list_2025,,,
392,금속다기능기술자,금속다기능기술자,금속다기능기술자,,Q-Net,True,국가기술자격,산업기사,7,엔지니어링/산업기술,금속.재료,qnet_major_list_2025,,,
393,정보통신설비다기능기술자,정보통신설비다기능기술자,정보통신설비다기능기술자,,Q-Net,True,국가기술자격,산업기사,4,IT/디지털,통신,qnet_major_list_2025,,,
394,형평삭산업기사,형평삭산업기사,형평삭산업기사,,Q-Net,True,국가기술자격,산업기사,6,엔지니어링/산업기술,기계제작,qnet_major_list_2025,,,
395,기어절삭산업기사,기어절삭산업기사,기어절삭산업기사,,Q-Net,True,국가기술자격,산업기사,6,엔지니어링/산업기술,기계제작,qnet_major_list_2025,,,
396,정밀가공산업기사,정밀가공산업기사,정밀가공산업기사,,Q-Net,True,국가기술자격,산업기사,6,엔지니어링/산업기술,기계제작,qnet_major_list_2025,,,
397,정밀가공산업기사(다듬질),정밀가공산업기사(다듬질),정밀가공산업기사(다듬질),,Q-Net,True,국가기술자격,산업기사,6,엔지니어링/산업기술,기계제작,qnet_major_list_2025,,,
398,기계제도산업기사,기계제도산업기사,기계제도산업기사,,Q-Net,True,국가기술자격,산업기사,6,엔지니어링/산업기술,기계제작,qnet_major_list_2025,,,
399,제과산업기사,제과산업기사,제과산업기사,,Q-Net,True,국가기술자격,산업기사,30,교육/생활서비스,제과.제빵,qnet_major_list_2025,79.73,26.1,52.92
400,제빵산업기사,제빵산업기사,제빵산업기사,,Q-Net,True,국가기술자격,산업기사,30,교육/생활서비스,제과.제빵,qnet_major_list_2025,70.27,28.8,49.53
401,시계수리산업기사,시계수리산업기사,시계수리산업기사,,Q-Net,True,국가기술자격,산업기사,6,엔지니어링/산업기술,기계장비설비.설치,qnet_major_list_2025,,,
402,담배제조산업기사,담배제조산업기사,담배제조산업기사,,Q-Net,True,국가기술자격,산업기사,6,엔지니어링/산업기술,기계장비설비.설치,qnet_major_list_2025,,,
403,제선산업기사,제선산업기사,제선산업기사,,Q-Net,True,국가기술자격,산업기사,7,엔지니어링/산업기술,금속.재료,qnet_major_list_2025,,,
404,제강산업기사,제강산업기사,제강산업기사,,Q-Net,True,국가기술자격,산업기사,7,엔지니어링/산업기술,금속.재료,qnet_major_list_2025,,,
405,코크스산업기사,코크스산업기사,코크스산업기사,,Q-Net,True,국가기술자격,산업기사,7,엔지니어링/산업기술,금속.재료,qnet_major_list_2025,,,
406,압연산업기사,압연산업기사,압연산업기사,,Q-Net,True,국가기술자격,산업기사,7,엔지니어링/산업기술,금속.재료,qnet_major_list_2025,,,
407,단조산업기사,단조산업기사,단조산업기사,,Q-Net,True,국가기술자격,산업기사,7,엔지니어링/산업기술,단조.주조,qnet_major_list_2025,,,
408,화학분석산업기사,화학분석산업기사,화학분석산업기사,,Q-Net,True,국가기술자격,산업기사,8,엔지니어링/산업기술,화공,qnet_major_list_2025,,,
409,요업산업기사,요업산업기사,요업산업기사,,Q-Net,True,국가기술자격,산업기사,7,엔지니어링/산업기술,금속.재료,qnet_major_list_2025,,,
410,고무제품제조산업기사,고무제품제조산업기사,고무제품제조산업기사,,Q-Net,True,국가기술자격,산업기사,8,엔지니어링/산업기술,화공,qnet_major_list_2025,,,
