jobdicSeq,직업명,학과명,자격증명,자격증ID,jobID
137,토목공학기술자,"토목공학과, 토목과",수자원개발기술사,T456,287
137,토목공학기술자,"토목공학과, 토목과",측량및지형공간정보기술사,T069,288
137,토목공학기술자,"토목공학과, 토목과",농어업토목기술사,T306,289
138,통신공학 기술자 및 연구원,"전기공학과, 전기전자공학과, 전기제어공학과, 전자공학과, 정보통신공학과, 정보통신과",정보통신산업기사,T656,290
138,통신공학 기술자 및 연구원,"전기공학과, 전기전자공학과, 전기제어공학과, 전자공학과, 정보통신공학과, 정보통신과",정보통신기사,T654,291
138,통신공학 기술자 및 연구원,"전기공학과, 전기전자공학과, 전기제어공학과, 전자공학과, 정보통신공학과, 정보통신과",통신설비기능장,T108,292
138,통신공학 기술자 및 연구원,"전기공학과, 전기전자공학과, 전기제어공학과, 전자공학과, 정보통신공학과, 정보통신과",정보통신기술사,T655,293
138,통신공학 기술자 및 연구원,"전기공학과, 전기전자공학과, 전기제어공학과, 전자공학과, 정보통신공학과, 정보통신과",전파전자통신산업기사,T668,294
138,통신공학 기술자 및 연구원,"전기공학과, 전기전자공학과, 전기제어공학과, 전자공학과, 정보통신공학과, 정보통신과",전파전자통신기사,T642,295
138,통신공학 기술자 및 연구원,"전기공학과, 전기전자공학과, 전기제어공학과, 전자공학과, 정보통신공학과, 정보통신과",방송통신산업기사,T363,296
138,통신공학 기술자 및 연구원,"전기공학과, 전기전자공학과, 전기제어공학과, 전자공학과, 정보통신공학과, 정보통신과",방송통신기사,T362,297
139,통신케이블설치 및 수리원,"전기과, 전기전자과, 전자과, 정보통신과",정보통신산업기사,T656,298
139,통신케이블설치 및 수리원,"전기과, 전기전자과, 전자과, 정보통신과",정보통신기사,T654,299
139,통신케이블설치 및 수리원,"전기과, 전기전자과, 전자과, 정보통신과",정보통신기술사,T655,300
140,통신장비기사,"스마트정보과, 정보통신공학과, 정보통신과, 컴퓨터공학과, 컴퓨터소프트웨어과, 컴퓨터응용기계과",전기기능사,T605,301
140,통신장비기사,"스마트정보과, 정보통신공학과, 정보통신과, 컴퓨터공학과, 컴퓨터소프트웨어과, 컴퓨터응용기계과",전기기능장,T606,302
140,통신장비기사,"스마트정보과, 정보통신공학과, 정보통신과, 컴퓨터공학과, 컴퓨터소프트웨어과, 컴퓨터응용기계과",전기산업기사,T609,303
140,통신장비기사,"스마트정보과, 정보통신공학과, 정보통신과, 컴퓨터공학과, 컴퓨터소프트웨어과, 컴퓨터응용기계과",전기기사,T607,304
140,통신장비기사,"스마트정보과, 정보통신공학과, 정보통신과, 컴퓨터공학과, 컴퓨터소프트웨어과, 컴퓨터응용기계과",전자기사,T632,305
140,통신장비기사,"스마트정보과, 정보통신공학과, 정보통신과, 컴퓨터공학과, 컴퓨터소프트웨어과, 컴퓨터응용기계과",통신기기기능사,T659,306
142,트럭운전기사,,자동차운전면허 1종,,307
143,판금원,기계과,판금제관기능장,T111,308
144,펄프 및 종이 생산직,,임산가공산업기사,,309
144,펄프 및 종이 생산직,,임산가공기사,T574,310
144,펄프 및 종이 생산직,,임산가공기능사,,311
145,재활용 처리 및 소각로 조작원,"보건환경과, 환경공업과, 환경시스템과, 환경화학과",대기환경산업기사,T317,312
145,재활용 처리 및 소각로 조작원,"보건환경과, 환경공업과, 환경시스템과, 환경화학과",대기환경기사,T316,313
145,재활용 처리 및 소각로 조작원,"보건환경과, 환경공업과, 환경시스템과, 환경화학과",폐기물처리산업기사,T119,314
145,재활용 처리 및 소각로 조작원,"보건환경과, 환경공업과, 환경시스템과, 환경화학과",폐기물처리기사,T117,315
145,재활용 처리 및 소각로 조작원,"보건환경과, 환경공업과, 환경시스템과, 환경화학과",폐기물처리기술사,T118,316
145,재활용 처리 및 소각로 조작원,"보건환경과, 환경공업과, 환경시스템과, 환경화학과",환경기능사,T186,317
147,플라스틱제품제조원,"기계과, 화학공업과, 화학과",,,318
148,항공교통관제사,"교통공학과, 기계공학과, 기계과, 정보통신공학과, 정보통신과, 컴퓨터공학과, 항공우주공학과",항공교통관제사,S350,319
149,항공기정비원,"기계공학과, 기계과, 전기공학과, 전기과, 전기제어공학과, 제어계측공학과, 제어계측과, 항공우주공학과, 항공정비과",항공기체기술사,T153,320
149,항공기정비원,"기계공학과, 기계과, 전기공학과, 전기과, 전기제어공학과, 제어계측공학과, 제어계측과, 항공우주공학과, 항공정비과",항공기관기술사,T150,321
149,항공기정비원,"기계공학과, 기계과, 전기공학과, 전기과, 전기제어공학과, 제어계측공학과, 제어계측과, 항공우주공학과, 항공정비과",항공기관정비기능사,,322
149,항공기정비원,"기계공학과, 기계과, 전기공학과, 전기과, 전기제어공학과, 제어계측공학과, 제어계측과, 항공우주공학과, 항공정비과",항공장비정비기능사,,323
149,항공기정비원,"기계공학과, 기계과, 전기공학과, 전기과, 전기제어공학과, 제어계측공학과, 제어계측과, 항공우주공학과, 항공정비과",항공전자정비기능사,,324
149,항공기정비원,"기계공학과, 기계과, 전기공학과, 전기과, 전기제어공학과, 제어계측공학과, 제어계측과, 항공우주공학과, 항공정비과",항공기체정비기능사,,325
149,항공기정비원,"기계공학과, 기계과, 전기공학과, 전기과, 전기제어공학과, 제어계측공학과, 제어계측과, 항공우주공학과, 항공정비과",항공기정비기능사,T152,326
150,비행기조종사,"기계공학과, 기계과, 제어계측공학과, 제어계측과, 항공우주공학과, 항공운항학과",사업용조종사,S137,327
150,비행기조종사,"기계공학과, 기계과, 제어계측공학과, 제어계측과, 항공우주공학과, 항공운항학과",운송용조종사,S185,328
150,비행기조종사,"기계공학과, 기계과, 제어계측공학과, 제어계측과, 항공우주공학과, 항공운항학과",자가용조종사,S204,329
151,항공우주공학기술자,항공우주공학과,항공기사,T151,330
151,항공우주공학기술자,항공우주공학과,항공기체기술사,T153,331
151,항공우주공학기술자,항공우주공학과,항공기관기술사,T150,332
153,화학제품제조원,화학공학과,화약류제조산업기사,T176,333
153,화학제품제조원,화학공학과,화약류제조기사,T175,334
153,화학제품제조원,화학공학과,화공기사,T168,335
153,화학제품제조원,화학공학과,화약류관리산업기사,T174,336
153,화학제품제조원,화학공학과,화약류관리기사,T172,337
153,화학제품제조원,화학공학과,화약류관리기술사,T173,338
155,바닥재시공원,"건축공학과, 금형설계과, 산업설비자동화과",타일기능사,T094,339
157,반도체공학기술자,"반도체학과, 신소재공학과, 전기공학과, 전기전자공학과, 전자공학과",반도체설계산업기사T353,,340
159,"가구제조,수리원",,가구제작기능사,T190,341
159,"가구제조,수리원",,목공예기능사,T337,342
162,식품공학기술자,"생명과학과, 식품가공과, 식품공학과, 식품영양과, 식품영양학과, 식품조리과, 조리과학과",영양사,S181,343
162,식품공학기술자,"생명과학과, 식품가공과, 식품공학과, 식품영양과, 식품영양학과, 식품조리과, 조리과학과",위생사,S188,344
162,식품공학기술자,"생명과학과, 식품가공과, 식품공학과, 식품영양과, 식품영양학과, 식품조리과, 조리과학과",식품산업기사,T487,345
162,식품공학기술자,"생명과학과, 식품가공과, 식품공학과, 식품영양과, 식품영양학과, 식품조리과, 조리과학과",식품기사,,346
162,식품공학기술자,"생명과학과, 식품가공과, 식품공학과, 식품영양과, 식품영양학과, 식품조리과, 조리과학과",식품기술사,T486,347
163,도축원 및 육류가공원,동물자원학과,,,348
164,양장사 및 양복사,"섬유디자인과, 섬유디자인학과, 의류ㆍ의상학과, 패션디자인과",양복기능사,,349
164,양장사 및 양복사,"섬유디자인과, 섬유디자인학과, 의류ㆍ의상학과, 패션디자인과",양장기능사,,350
165,설문조사원,"경영학과, 교육학과, 통계학과, 행정학과",사회조사분석사1급,T400,351
165,설문조사원,"경영학과, 교육학과, 통계학과, 행정학과",사회조사분석사2급,T401,352
166,세탁원,,세탁기능사,T436,353
167,소믈리에,"관광경영과, 관광경영학과, 식품영양학과, 식품조리과, 외식산업과, 외식산업학과, 호텔경영과",,,354
169,영양사,"식품가공과, 식품공학과, 식품영양과, 식품영양학과, 식품조리과",영양사,S181,355
171,전통식품제조원,"식품영양과, 식품영양학과, 식품조리과, 전통조리과, 조리과학과",한식조리기능사,T147,356
171,전통식품제조원,"식품영양과, 식품영양학과, 식품조리과, 전통조리과, 조리과학과",조리기능장,T009,357
172,제과사 및 제빵사,"식품가공과, 식품영양과, 식품영양학과, 식품조리과, 제과제빵과, 호텔조리과",제과기능사,T660,358
172,제과사 및 제빵사,"식품가공과, 식품영양과, 식품영양학과, 식품조리과, 제과제빵과, 호텔조리과",제과기능장,T661,359
172,제과사 및 제빵사,"식품가공과, 식품영양과, 식품영양학과, 식품조리과, 제과제빵과, 호텔조리과",제빵기능사,T664,360
173,조리사 및 주방장,"식품영양과, 식품영양학과, 식품조리과, 외식조리과, 전통조리과, 조리과학과, 호텔조리과",한식조리기능사,T147,361
173,조리사 및 주방장,"식품영양과, 식품영양학과, 식품조리과, 외식조리과, 전통조리과, 조리과학과, 호텔조리과",양식조리기능사,T504,362
173,조리사 및 주방장,"식품영양과, 식품영양학과, 식품조리과, 외식조리과, 전통조리과, 조리과학과, 호텔조리과",중식조리기능사,T024,363
173,조리사 및 주방장,"식품영양과, 식품영양학과, 식품조리과, 외식조리과, 전통조리과, 조리과학과, 호텔조리과",일식조리기능사,T569,364
173,조리사 및 주방장,"식품영양과, 식품영양학과, 식품조리과, 외식조리과, 전통조리과, 조리과학과, 호텔조리과",복어조리기능사,T379,365
173,조리사 및 주방장,"식품영양과, 식품영양학과, 식품조리과, 외식조리과, 전통조리과, 조리과학과, 호텔조리과",조리기능장,T009,366
173,조리사 및 주방장,"식품영양과, 식품영양학과, 식품조리과, 외식조리과, 전통조리과, 조리과학과, 호텔조리과",한식조리산업기사,T148,367
174,가축사육자,"농수산과, 농업경제학과, 농업교육과, 축산과",가축인공수정사,S006,368
174,가축사육자,"농수산과, 농업경제학과, 농업교육과, 축산과",축산기능사,T063,369
174,가축사육자,"농수산과, 농업경제학과, 농업교육과, 축산과",축산산업기사,T066,370
174,가축사육자,"농수산과, 농업경제학과, 농업교육과, 축산과",축산기술사,T065,371
174,가축사육자,"농수산과, 농업경제학과, 농업교육과, 축산과",축산기사,T064,372
175,한복사,의류ㆍ의상학과,한복기능사,T143,373
175,한복사,의류ㆍ의상학과,한복산업기사,,374
176,선장 및 항해사,"기계공학과, 기계과, 항해학과, 해양공학과, 해양시스템학과",기관사 2급,S082,375
176,선장 및 항해사,"기계공학과, 기계과, 항해학과, 해양공학과, 해양시스템학과",기관사 1급,S081,376
176,선장 및 항해사,"기계공학과, 기계과, 항해학과, 해양공학과, 해양시스템학과",소형선박조종사,S162,377
176,선장 및 항해사,"기계공학과, 기계과, 항해학과, 해양공학과, 해양시스템학과",운항사,S187,378
176,선장 및 항해사,"기계공학과, 기계과, 항해학과, 해양공학과, 해양시스템학과",항해사,S249,379
176,선장 및 항해사,"기계공학과, 기계과, 항해학과, 해양공학과, 해양시스템학과",통신기기기능사,T659,380
177,푸드스타일리스트,"식품영양과, 식품영양학과, 식품조리과, 외식조리과, 푸드스타일링과",,,381
178,쇼핑호스트,"국어국문학과, 방송영상과, 사회학과, 신문방송학과, 언론홍보학과, 연극영화과, 연극영화학과",,,382
179,체형관리사,"사회체육과, 사회체육학과, 식품영양과, 식품영양학과",생활체육지도사,M215,383
179,체형관리사,"사회체육과, 사회체육학과, 식품영양과, 식품영양학과",영양사,S181,384
180,바리스타,식품조리과,,,385
182,농업기술자,"농공학과, 농수산과, 농업경제학과",농업기계산업기사,T308,386
182,농업기술자,"농공학과, 농수산과, 농업경제학과",농업기계기사,T307,387
182,농업기술자,"농공학과, 농수산과, 농업경제학과",종자기능사,T017,388
182,농업기술자,"농공학과, 농수산과, 농업경제학과",종자산업기사,T020,389
182,농업기술자,"농공학과, 농수산과, 농업경제학과",종자기사,T018,390
182,농업기술자,"농공학과, 농수산과, 농업경제학과",종자기술사,T019,391
182,농업기술자,"농공학과, 농수산과, 농업경제학과",축산기능사,T063,392
182,농업기술자,"농공학과, 농수산과, 농업경제학과",축산산업기사,T066,393
182,농업기술자,"농공학과, 농수산과, 농업경제학과",축산기술사,T065,394
182,농업기술자,"농공학과, 농수산과, 농업경제학과",농화학기술사,T311,395
182,농업기술자,"농공학과, 농수산과, 농업경제학과",축산기사,T064,396
182,농업기술자,"농공학과, 농수산과, 농업경제학과",유기농업기사,T546,397
183,곡식작물재배자,"농수산과, 식물자원학과",농기계정비기능사,T302,398
183,곡식작물재배자,"농수산과, 식물자원학과",농기계운전기능사,T301,399
183,곡식작물재배자,"농수산과, 식물자원학과",농업기계산업기사,T308,400
183,곡식작물재배자,"농수산과, 식물자원학과",농업기계기사,T307,401
186,동물조련사,"바이오동물과, 반려동물과",가축인공수정사,S006,402
186,동물조련사,"바이오동물과, 반려동물과",축산기능사,T063,403
186,동물조련사,"바이오동물과, 반려동물과",축산산업기사,T066,404
186,동물조련사,"바이오동물과, 반려동물과",축산기술사,T065,405
186,동물조련사,"바이오동물과, 반려동물과",수의사,,406
186,동물조련사,"바이오동물과, 반려동물과",축산기사,T064,407
187,양식원,,어로산업기사,T508,408
187,양식원,,어로기술사,,409
187,양식원,,수산양식산업기사,T453,410
187,양식원,,수산양식기사,T451,411
187,양식원,,수산양식기술사,T452,412
187,양식원,,어업생산관리기사,T511,413
189,연근해 어부 및 해녀,,잠수산업기사,T600,414
189,연근해 어부 및 해녀,,어로산업기사,T508,415
189,연근해 어부 및 해녀,,어업기술사,T510,416
189,연근해 어부 및 해녀,,잠수기능사,T598,417
189,연근해 어부 및 해녀,,어업생산관리기사,T511,418
190,유제품제조원,,,,419
192,조경원,"조경과, 조경학과, 환경디자인과, 환경디자인학과, 환경조각학과",조경기능사,T005,420
192,조경원,"조경과, 조경학과, 환경디자인과, 환경디자인학과, 환경조각학과",조경산업기사,T008,421
192,조경원,"조경과, 조경학과, 환경디자인과, 환경디자인학과, 환경조각학과",조경기사,T006,422
192,조경원,"조경과, 조경학과, 환경디자인과, 환경디자인학과, 환경조각학과",조경기술사,T007,423
193,조경기술자,"조경과, 조경학과",조경기능사,T005,424
193,조경기술자,"조경과, 조경학과",조경산업기사,T008,425
193,조경기술자,"조경과, 조경학과",조경기사,T006,426
193,조경기술자,"조경과, 조경학과",조경기술사,T007,427
195,해양수산기술자,"해양공학과, 해양자원학과",어로산업기사,T508,428
195,해양수산기술자,"해양공학과, 해양자원학과",어업기술사,T510,429
195,해양수산기술자,"해양공학과, 해양자원학과",수산제조기사,T454,430
195,해양수산기술자,"해양공학과, 해양자원학과",수산제조기술사,T455,431
195,해양수산기술자,"해양공학과, 해양자원학과",수산양식기능사,T450,432
195,해양수산기술자,"해양공학과, 해양자원학과",수산양식산업기사,T453,433
195,해양수산기술자,"해양공학과, 해양자원학과",수산양식기사,T451,434
195,해양수산기술자,"해양공학과, 해양자원학과",수산양식기술사,T452,435
195,해양수산기술자,"해양공학과, 해양자원학과",식품산업기사,T487,436
195,해양수산기술자,"해양공학과, 해양자원학과",어업생산관리기사,T511,437
198,감정평가사,"경제학과, 고고학과, 금속공학과, 기계공학과, 도시계획학과, 도시공학과, 문화인류학과, 문화재과, 반도체학과, 법학과, 부동산과, 부동산학과, 사학과, 산업공학과, 세라믹공학과, 신소재공학과, 재료공학과, 지역개발학과, 회계학과",감정평가사,S008,438
199,검사,법학과,변호사,S275,439
201,상품중개인,"경영학과, 경제학과, 법학과, 유통경영과",경매사(수산),S016,440
201,상품중개인,"경영학과, 경제학과, 법학과, 유통경영과",경매사(약물),S017,441
201,상품중개인,"경영학과, 경제학과, 법학과, 유통경영과",경매사(양곡),S018,442
201,상품중개인,"경영학과, 경제학과, 법학과, 유통경영과",경매사(청과),S019,443
201,상품중개인,"경영학과, 경제학과, 법학과, 유통경영과",경매사(축산),S020,444
201,상품중개인,"경영학과, 경제학과, 법학과, 유통경영과",경매사(화훼),S021,445
202,경영컨설턴트,"경영학과, 경제학과, 교육학과, 국제통상학과, 무역학과, 법학과, 산업공학과, 세무학과, 심리학과, 회계학과",경영지도사(마케팅),S023,446
202,경영컨설턴트,"경영학과, 경제학과, 교육학과, 국제통상학과, 무역학과, 법학과, 산업공학과, 세무학과, 심리학과, 회계학과",경영지도사(생산관리),S024,447
202,경영컨설턴트,"경영학과, 경제학과, 교육학과, 국제통상학과, 무역학과, 법학과, 산업공학과, 세무학과, 심리학과, 회계학과",경영지도사(인적자원관리),S025,448
202,경영컨설턴트,"경영학과, 경제학과, 교육학과, 국제통상학과, 무역학과, 법학과, 산업공학과, 세무학과, 심리학과, 회계학과",경영지도사(재무관리),S026,449
202,경영컨설턴트,"경영학과, 경제학과, 교육학과, 국제통상학과, 무역학과, 법학과, 산업공학과, 세무학과, 심리학과, 회계학과",기술지도사(정보기술관리),S091,450
202,경영컨설턴트,"경영학과, 경제학과, 교육학과, 국제통상학과, 무역학과, 법학과, 산업공학과, 세무학과, 심리학과, 회계학과",기술지도사(기술혁신관리),S088,451
203,경제학연구원,"경제학과, 농업경제학과",,,452
205,노무사,"경영학과, 경제학과, 법학과, 사회학과, 심리학과, 행정학과",공인노무사,S028,453
206,회계사,"경영학과, 경제학과, 금융경영과, 금융보험학과, 세무학과, 회계학과",공인회계사,S030,454
207,관세사,"경영학과, 경제학과, 독어독문학과, 러시아어문학과, 무역학과, 법학과, 불어불문학과, 세무학과, 세무회계과, 수학과, 스페인어학과, 영어과, 영어영문학과, 영어학과, 유럽ㆍ기타어과, 일본어과, 일어일문학과, 중국어과, 중어중문학과, 통계학과, 회계학과",관세사,S043,455
208,국제무역사무원,"경영학과, 경제학과, 무역학과",물류관리사,S114,456
208,국제무역사무원,"경영학과, 경제학과, 무역학과",검량사,S014,457
208,국제무역사무원,"경영학과, 경제학과, 무역학과",검수사,S015,458
209,국제회의전문가,"경영학과, 관광경영학과",컨벤션기획사2급,T076,459
209,국제회의전문가,"경영학과, 관광경영학과",컨벤션기획사,,460
211,농수산물중개인,"경영학과, 무역학과, 산업경영학과, 유통경영과, 유통학과",경매사,,461
212,도시 및 교통설계전문가,"도시계획학과, 도시공학과, 지역개발학과",도시계획기사,T321,462
212,도시 및 교통설계전문가,"도시계획학과, 도시공학과, 지역개발학과",도시계획기술사,T323,463
214,바이어(구매인),"경영학과, 경제학과, 마케팅경영과, 무역학과, 유통학과",물류관리사,S114,464
214,바이어(구매인),"경영학과, 경제학과, 마케팅경영과, 무역학과, 유통학과",유통관리사 1급,S189,465
214,바이어(구매인),"경영학과, 경제학과, 마케팅경영과, 무역학과, 유통학과",유통관리사 2급,S190,466
214,바이어(구매인),"경영학과, 경제학과, 마케팅경영과, 무역학과, 유통학과",유통관리사 3급,S191,467
215,물류관리사,"무역학과, 물류시스템공학과, 유통경영과, 유통학과",물류관리사,S114,468
215,물류관리사,"무역학과, 물류시스템공학과, 유통경영과, 유통학과",유통관리사 1급,S189,469
215,물류관리사,"무역학과, 물류시스템공학과, 유통경영과, 유통학과",유통관리사 2급,S190,470
215,물류관리사,"무역학과, 물류시스템공학과, 유통경영과, 유통학과",유통관리사 3급,S191,471
217,보험계리인,"경영학과, 경제학과, 금융경영과, 금융보험학과, 법학과, 세무학과, 수학과, 통계학과, 회계학과",보험계리사,S133,472
219,부동산중개인,"경영학과, 경제학과, 법학과, 부동산과, 부동산학과, 세무학과",공인중개사,S029,473
222,생활설계사,"금융경영과, 금융보험학과",보험중개사,S135,474
223,선물중개인,"경영학과, 경제학과",,,475
224,세무사,"경영학과, 경제학과, 법학과, 세무학과, 세무회계과, 수학과, 통계학과, 회계학과",세무사,S156,476
226,손해사정사,"경영학과, 경영회계정보과, 금융경영과, 금융보험학과, 법학과, 세무학과, 세무회계과, 수학과, 통계학과, 회계학과",손해사정사,,477
230,시장 및 여론조사전문가,"사회학과, 심리학과, 통계학과",사회조사분석사1급,T400,478
230,시장 및 여론조사전문가,"사회학과, 심리학과, 통계학과",사회조사분석사2급,T401,479
231,신용조사원,"경영학과, 경제학과, 회계학과",공인회계사,S030,480
231,신용조사원,"경영학과, 경제학과, 회계학과",신용분석사,M088,481
231,신용조사원,"경영학과, 경제학과, 회계학과",신용관리사,M087,482
232,광고 및 홍보전문가,"경영학과, 광고기획과, 광고홍보학과, 신문방송학과, 심리학과, 언론홍보학과",,,483
233,외교관,"경제학과, 국제문화정보학과, 국제통상학과, 국제학부, 독어독문학과, 러시아어문학과, 법학과, 불어불문학과, 스페인어학과, 아프리카어과, 영어과, 영어영문학과, 영어학과, 유럽ㆍ기타어과, 일본어과, 일어일문학과, 정치외교학과, 중국어과, 중어중문학과, 행정학과",,,484
234,외환딜러,"경영학과, 경제학과, 국제통상학과, 금융경영과, 세무학과, 수학과, 통계학과, 회계학과","외환전문역I,II종",,485
236,자동차영업원,"경영학과, 금형설계과, 기계과, 자동차과, 자동차정비과",,,486
238,기업고위임원,"경영학과, 경제학과, 산업공학과",,,487
239,증권분석가,"경영학과, 경제학과, 통계학과",,,488
240,증권중개인,"경영학과, 경제학과",,,489
242,텔레마케터,마케팅경영과,텔레마케팅관리사,T095,490
243,상점판매원,"경영학과, 마케팅경영과, 유통경영과, 유통학과",,,491
244,금융자산운용가(펀드매니저),"경영학과, 경제학과, 금융경영과, 금융보험학과, 산업공학과, 세무학과, 수학과, 통계학과, 회계학과",,,492
247,네이미스트,"국어국문학과, 문예창작과, 문예창작학과, 언어과학과",,,493
252,법률사무원,"법학과, 행정학과",,,494
253,사무보조원,,워드프로세서,T535,495
253,사무보조원,,사무자동화산업기사,T394,496
253,사무보조원,,컴퓨터활용능력 1급,T088,497
253,사무보조원,,컴퓨터활용능력 2급,T089,498
255,은행출납사무원,"경영정보과, 경영학과, 경영회계정보과, 경제학과, 금융경영과, 세무회계과, 회계학과",,,499
256,보건의료정보관리사,"건강관리과, 건강관리학과, 보건관리학과, 보건행정과, 의무행정과",보건의료정보관리사,S130,500
258,회계사무원,"경영학과, 경영회계정보과, 경제학과, 세무회계과, 회계학과",전산회계운용사,,501
258,회계사무원,"경영학과, 경영회계정보과, 경제학과, 세무회계과, 회계학과",전산세무회계,,502
258,회계사무원,"경영학과, 경영회계정보과, 경제학과, 세무회계과, 회계학과",회계관리,,503
260,구성작가,"국어국문학과, 문예창작과, 문예창작학과, 신문방송학과",,,504
261,극작가,"국어국문학과, 문예창작과, 문예창작학과, 신문방송학과",,,505
262,기자,"경제학과, 국어국문학과, 문예창작학과, 사회학과, 신문방송학과, 언론홍보학과, 정치외교학과, 행정학과",,,506
264,통역가,"독어독문학과, 러시아어문학과, 불어불문학과, 스페인어학과, 아프리카어과, 영어과, 영어영문학과, 영어학과, 유럽ㆍ기타어과, 일본어과, 일어일문학과, 중국어과, 중어중문학과",,,507
265,리포터,"국어국문학과, 신문방송학과, 언론홍보학과, 연극영화과, 연극영화학과",,,508
266,드라마작가,"국어국문학과, 문예창작과, 문예창작학과",,,509
267,번역가,"독어독문학과, 러시아어문학과, 러시아학과, 불어불문학과, 스페인어학과, 아프리카어과, 영어과, 영어영문학과, 영어학과, 일본어과, 일어일문학과, 중국어과, 중어중문학과",,,510
268,사서,문헌정보학과,정사서1급,S214,511
268,사서,문헌정보학과,정사서2급,S215,512
269,정치학연구원,정치외교학과,,,513
270,성우,"방송연예과, 연극영화과, 연극영화학과",,,514
271,아나운서,"국어국문학과, 방송영상과, 사회학과, 신문방송학과, 언론홍보학과, 연극영화과, 연극영화학과",,,515
272,언어학연구원,언어과학과,,,516
273,역사학연구원,사학과,,,517
278,카피라이터,"광고홍보학과, 국어국문학과, 문예창작과, 문예창작학과",,,518
280,가수,"성악과, 실용음악과, 실용음악학과, 음악과, 음악학과, 작곡과",,,519
281,개그맨,"방송연예과, 연극영화과, 연극영화학과",,,520
283,광고기획자,"광고기획과, 광고홍보학과, 신문방송학과, 심리학과",,,521
284,간판제작원,"광고디자인과, 산업디자인과",옥외광고사,M097,522
285,광고디자이너,"광고디자인과, 디지털디자인과, 시각디자인과, 시각디자인학과, 컴퓨터디자인학과",시각디자인산업기사,T469,523
285,광고디자이너,"광고디자인과, 디지털디자인과, 시각디자인과, 시각디자인학과, 컴퓨터디자인학과",시각디자인기사,T468,524
285,광고디자이너,"광고디자인과, 디지털디자인과, 시각디자인과, 시각디자인학과, 컴퓨터디자인학과",컴퓨터그래픽기능사,T082,525
286,국악인,기악과,,,526
288,네일아티스트,"미용과, 뷰티미용학과, 피부미용과",,,527
291,만화가,만화애니메이션학과,,,528
293,메이크업아티스트,"메이크업아티스트과, 미용과, 코디네이션과",,,529
294,모델,"모델과, 방송연예과, 연극영화과",,,530
295,패턴사,"섬유디자인과, 섬유디자인학과, 의류ㆍ의상학과, 패션디자인과",양복기능사,,531
295,패턴사,"섬유디자인과, 섬유디자인학과, 의류ㆍ의상학과, 패션디자인과",한복기능사,T143,532
295,패턴사,"섬유디자인과, 섬유디자인학과, 의류ㆍ의상학과, 패션디자인과",한복산업기사,,533
295,패턴사,"섬유디자인과, 섬유디자인학과, 의류ㆍ의상학과, 패션디자인과",패션디자인산업기사,T113,534
295,패턴사,"섬유디자인과, 섬유디자인학과, 의류ㆍ의상학과, 패션디자인과",양장기능사,,535
296,무대감독,"미디어영상학과, 미술학과, 연극영화과, 연극영화학과",,,536
298,무용가,"무용과, 무용학과",,,537
299,문화재보존원,"고고학과, 문화재보존학과, 사학과, 역사교육과",문화재수리기능자,,538
299,문화재보존원,"고고학과, 문화재보존학과, 사학과, 역사교육과",국가유산수리기술자(단청),S068,539
299,문화재보존원,"고고학과, 문화재보존학과, 사학과, 역사교육과",국가유산수리기술자(보수),S069,540
299,문화재보존원,"고고학과, 문화재보존학과, 사학과, 역사교육과",국가유산수리기술자(보존과학),S070,541
299,문화재보존원,"고고학과, 문화재보존학과, 사학과, 역사교육과",국가유산수리기술자(식물보호),S071,542
299,문화재보존원,"고고학과, 문화재보존학과, 사학과, 역사교육과",국가유산수리기술자(실측설계),S072,543
299,문화재보존원,"고고학과, 문화재보존학과, 사학과, 역사교육과",국가유산수리기술자(조경),S074,544
301,방송연출가,"광고기획과, 광고홍보학과, 국어국문학과, 문예창작과, 문예창작학과, 방송영상과, 방송제작과, 사회학과, 신문방송학과, 언론홍보학과, 연극영화과, 연극영화학과, 영상제작과",,,545
303,연기자,"방송연예과, 연극영화과, 영화과",,,546
304,백댄서(백업댄서),"무용과, 무용학과",,,547
305,보석디자이너,"공예디자인학과, 공예학과, 금속공예학과",,,548
306,분장사,"미용과, 피부미용과",,,549
309,비디오저널리스트(VJ),신문방송학과,,,550
310,사진작가,"미디어영상학과, 사진과, 사진영상학과, 예술학과",항공사진기능사,T154,551
310,사진작가,"미디어영상학과, 사진과, 사진영상학과, 예술학과",사진기능사,T395,552
311,사진인화 및 현상관련조작원,"방송영상과, 사진영상학과",사진기능사,T395,553
313,성악가,성악과,,,554
314,스턴트맨,"방송연예과, 연극영화과, 연극영화학과, 영화과",,,555
316,플로리스트,"원예과, 원예학과",화훼장식기능사,T183,556
317,연주가,"관현악과, 기악과, 성악과, 음악과, 음악학과, 작곡과, 피아노학과",,,557
318,악기제조원,,피아노조율기능사,T138,558
318,악기제조원,,피아노조율산업기사,T139,559
319,애완동물미용사,반려동물과,,,560
320,연극연출가,"연극영화과, 연극영화학과",,,561
321,연예인매니저,"경영학과, 방송연예과, 신문방송학과, 연극영화과, 연극영화학과, 연예매니지먼트과",,,562
322,영화감독,"연극영화과, 연극영화학과, 영화과",,,563
323,영화기획자,"연극영화과, 연극영화학과",,,564
325,이미지컨설턴트,"미술학과, 심리학과",,,565
326,인테리어디자이너,"건축공학과, 공예과, 공예학과, 산업디자인과, 산업디자인학과, 시각디자인과, 시각디자인학과, 환경디자인과, 환경디자인학과",실내건축기능사,T498,566
