major_code,major_name,domain_sub_code_raw,domain_sub_name_raw,domain_main_code_raw,domain_main_name_raw,major_id,domain_label_candidate,source
2974,원예(학),082,디자인,8,문화·예술·디자인·방송,major_qnet_2974,디자인,qnet_udept_oblig_list
2975,원예과학(과·부·전공),182,위험물,18,화학,major_qnet_2975,위험물,qnet_udept_oblig_list
2976,원예및식물유전공학전공,181,화공,18,화학,major_qnet_2976,화공,qnet_udept_oblig_list
2977,원예사업계열,241,농업,24,농림어업,major_qnet_2977,농업,qnet_udept_oblig_list
2978,원예산업과,241,농업,24,농림어업,major_qnet_2978,농업,qnet_udept_oblig_list
2979,원예생명공학전공,181,화공,18,화학,major_qnet_2979,화공,qnet_udept_oblig_list
2980,원예생명과학(부·전공·학과·트랙),241,농업,24,농림어업,major_qnet_2980,농업,qnet_udept_oblig_list
2981,원예생명전공,241,농업,24,농림어업,major_qnet_2981,농업,qnet_udept_oblig_list
2982,원예식물생명공학전공,181,화공,18,화학,major_qnet_2982,화공,qnet_udept_oblig_list
2983,원예식품가공학전공군,181,화공,18,화학,major_qnet_2983,화공,qnet_udept_oblig_list
2984,원예·애완동식물학부,241,농업,24,농림어업,major_qnet_2984,농업,qnet_udept_oblig_list
2985,원예육종학,241,농업,24,농림어업,major_qnet_2985,농업,qnet_udept_oblig_list
2986,원예자원,241,농업,24,농림어업,major_qnet_2986,농업,qnet_udept_oblig_list
2988,원예조경,143,조경,14,건설,major_qnet_2988,조경,qnet_udept_oblig_list
2989,원예조경삼림자원학부,143,조경,14,건설,major_qnet_2989,조경,qnet_udept_oblig_list
2990,원예조경학(부·전공),143,조경,14,건설,major_qnet_2990,조경,qnet_udept_oblig_list
2992,원예환경(전공·학부),143,조경,14,건설,major_qnet_2992,조경,qnet_udept_oblig_list
2993,원예환경조경학과군,143,조경,14,건설,major_qnet_2993,조경,qnet_udept_oblig_list
2994,원자력공학,252,비파괴검사,25,안전관리,major_qnet_2994,비파괴검사,qnet_udept_oblig_list
2995,원자력과,252,비파괴검사,25,안전관리,major_qnet_2995,비파괴검사,qnet_udept_oblig_list
2996,원자력과총포·광학장비과,202,전자,20,전기·전자,major_qnet_2996,전자,qnet_udept_oblig_list
2997,원자시스템공학전공,262,에너지·기상,26,환경·에너지,major_qnet_2997,에너지,qnet_udept_oblig_list
2998,원자핵공학과,252,비파괴검사,25,안전관리,major_qnet_2998,비파괴검사,qnet_udept_oblig_list
2999,원전시스템공학,024,생산관리,2,경영·회계·사무,major_qnet_2999,생산관리,qnet_udept_oblig_list
3000,웨딩뷰티패션과,082,디자인,8,문화·예술·디자인·방송,major_qnet_3000,디자인,qnet_udept_oblig_list
3001,웰빙건축학과,141,건축,14,건설,major_qnet_3001,건축,qnet_udept_oblig_list
3002,웰빙원예과,241,농업,24,농림어업,major_qnet_3002,농업,qnet_udept_oblig_list
3003,웹·컴퓨터응용계열,202,전자,20,전기·전자,major_qnet_3003,전자,qnet_udept_oblig_list
3004,웹디자인,082,디자인,8,문화·예술·디자인·방송,major_qnet_3004,디자인,qnet_udept_oblig_list
3005,웹디자인매니지먼트과,082,디자인,8,문화·예술·디자인·방송,major_qnet_3005,디자인,qnet_udept_oblig_list
3006,웹마스터,202,전자,20,전기·전자,major_qnet_3006,전자,qnet_udept_oblig_list
3007,웹멀티미디어,083,방송,8,문화·예술·디자인·방송,major_qnet_3007,방송,qnet_udept_oblig_list
3008,웹모바일보안과,202,전자,20,전기·전자,major_qnet_3008,전자,qnet_udept_oblig_list
3009,웹모바일정보,202,전자,20,전기·전자,major_qnet_3009,전자,qnet_udept_oblig_list
3010,웹미디어전공,202,전자,20,전기·전자,major_qnet_3010,전자,qnet_udept_oblig_list
3011,웹사무정보과,202,전자,20,전기·전자,major_qnet_3011,전자,qnet_udept_oblig_list
3012,웹서비스전공,202,전자,20,전기·전자,major_qnet_3012,전자,qnet_udept_oblig_list
3013,웹스타일리스트,082,디자인,8,문화·예술·디자인·방송,major_qnet_3013,디자인,qnet_udept_oblig_list
3014,웹애니메이션전공,082,디자인,8,문화·예술·디자인·방송,major_qnet_3014,디자인,qnet_udept_oblig_list
3015,웹응용공학,202,전자,20,전기·전자,major_qnet_3015,전자,qnet_udept_oblig_list
3016,웹정보공학,202,전자,20,전기·전자,major_qnet_3016,전자,qnet_udept_oblig_list
3017,웹정보산업과,202,전자,20,전기·전자,major_qnet_3017,전자,qnet_udept_oblig_list
3018,웹정보처리,202,전자,20,전기·전자,major_qnet_3018,전자,qnet_udept_oblig_list
3019,웹컨텐츠개발,202,전자,20,전기·전자,major_qnet_3019,전자,qnet_udept_oblig_list
3020,웹컴퓨터과,202,전자,20,전기·전자,major_qnet_3020,전자,qnet_udept_oblig_list
3021,웹코디네이션과,202,전자,20,전기·전자,major_qnet_3021,전자,qnet_udept_oblig_list
3022,웹콘텐츠전공,082,디자인,8,문화·예술·디자인·방송,major_qnet_3022,디자인,qnet_udept_oblig_list
3023,웹프로그래밍,202,전자,20,전기·전자,major_qnet_3023,전자,qnet_udept_oblig_list
3024,위기관리학과,251,안전관리,25,안전관리,major_qnet_3024,기타,qnet_udept_oblig_list
3025,위생과,261,환경,26,환경·에너지,major_qnet_3025,환경,qnet_udept_oblig_list
3026,위생과학전공,261,환경,26,환경·에너지,major_qnet_3026,환경,qnet_udept_oblig_list
3027,위생제약학과,181,화공,18,화학,major_qnet_3027,화공,qnet_udept_oblig_list
3028,위성정보공학과,142,토목,14,건설,major_qnet_3028,토목,qnet_udept_oblig_list
3029,위성정보과학과,142,토목,14,건설,major_qnet_3029,토목,qnet_udept_oblig_list
3030,유기농생태(학),143,조경,14,건설,major_qnet_3030,조경,qnet_udept_oblig_list
3031,유도무기과,201,전기,20,전기·전자,major_qnet_3031,전기,qnet_udept_oblig_list
3032,유도탄약과,174,용접,17,재료,major_qnet_3032,용접,qnet_udept_oblig_list
3033,유비쿼터스시스템전공,213,통신,21,정보통신,major_qnet_3033,통신,qnet_udept_oblig_list
3034,유비쿼터스컴퓨터정보처리학전공,213,통신,21,정보통신,major_qnet_3034,통신,qnet_udept_oblig_list
3035,유전공학,181,화공,18,화학,major_qnet_3035,화공,qnet_udept_oblig_list
3036,유전체정보공학전공,181,화공,18,화학,major_qnet_3036,화공,qnet_udept_oblig_list
3037,유통·프랜차이즈·포장코디네이터전공,024,생산관리,2,경영·회계·사무,major_qnet_3037,생산관리,qnet_udept_oblig_list
3038,유통경영(학),024,생산관리,2,경영·회계·사무,major_qnet_3038,생산관리,qnet_udept_oblig_list
3039,유통경영정보과,024,생산관리,2,경영·회계·사무,major_qnet_3039,생산관리,qnet_udept_oblig_list
3040,유통과학과,024,생산관리,2,경영·회계·사무,major_qnet_3040,생산관리,qnet_udept_oblig_list
3041,유통관리(학)과,024,생산관리,2,경영·회계·사무,major_qnet_3041,생산관리,qnet_udept_oblig_list
3042,유통마케팅전공,024,생산관리,2,경영·회계·사무,major_qnet_3042,생산관리,qnet_udept_oblig_list
3043,유통물류(과·전공·학부),024,생산관리,2,경영·회계·사무,major_qnet_3043,생산관리,qnet_udept_oblig_list
3044,유통물류유통학,024,생산관리,2,경영·회계·사무,major_qnet_3044,생산관리,qnet_udept_oblig_list
3045,유통비즈니스전공,024,생산관리,2,경영·회계·사무,major_qnet_3045,생산관리,qnet_udept_oblig_list
3046,유통상품포장전공,024,생산관리,2,경영·회계·사무,major_qnet_3046,생산관리,qnet_udept_oblig_list
3047,유통정보(학),024,생산관리,2,경영·회계·사무,major_qnet_3047,생산관리,qnet_udept_oblig_list
3048,유통통상학부,024,생산관리,2,경영·회계·사무,major_qnet_3048,생산관리,qnet_udept_oblig_list
3049,유통프랜차이즈,024,생산관리,2,경영·회계·사무,major_qnet_3049,생산관리,qnet_udept_oblig_list
3050,유통학과,024,생산관리,2,경영·회계·사무,major_qnet_3050,생산관리,qnet_udept_oblig_list
3051,음악,232,목재·가구·공예,23,인쇄·목재·가구·공예,major_qnet_3051,,qnet_udept_oblig_list
3052,음악극과,083,방송,8,문화·예술·디자인·방송,major_qnet_3052,방송,qnet_udept_oblig_list
3053,음악녹음전공,202,전자,20,전기·전자,major_qnet_3053,전자,qnet_udept_oblig_list
3054,음악예술,232,목재·가구·공예,23,인쇄·목재·가구·공예,major_qnet_3054,,qnet_udept_oblig_list
3055,음향(학)과,202,전자,20,전기·전자,major_qnet_3055,전자,qnet_udept_oblig_list
3056,음향공학과,202,전자,20,전기·전자,major_qnet_3056,전자,qnet_udept_oblig_list
3057,음향미디어전공,202,전자,20,전기·전자,major_qnet_3057,전자,qnet_udept_oblig_list
3058,음향전자기기학과,202,전자,20,전기·전자,major_qnet_3058,전자,qnet_udept_oblig_list
3059,음향제작(과·전공·계열),202,전자,20,전기·전자,major_qnet_3059,전자,qnet_udept_oblig_list
3060,음향진동공학과,261,환경,26,환경·에너지,major_qnet_3060,환경,qnet_udept_oblig_list
3061,응용고분자공학과,181,화공,18,화학,major_qnet_3061,화공,qnet_udept_oblig_list
3062,응용과학부화학전공,181,화공,18,화학,major_qnet_3062,화공,qnet_udept_oblig_list
3063,응용기계공학과군,162,기계장비설비·설치,16,기계,major_qnet_3063,기계,qnet_udept_oblig_list
3064,응용기계및산업공학과군,162,기계장비설비·설치,16,기계,major_qnet_3064,기계,qnet_udept_oblig_list
3065,응용동물과학(과·부),242,축산,24,농림어업,major_qnet_3065,축산,qnet_udept_oblig_list
3066,응용동물학과,242,축산,24,농림어업,major_qnet_3066,축산,qnet_udept_oblig_list
3067,응용만화전공,082,디자인,8,문화·예술·디자인·방송,major_qnet_3067,디자인,qnet_udept_oblig_list
3068,응용물리학,202,전자,20,전기·전자,major_qnet_3068,전자,qnet_udept_oblig_list
3069,응용미생물학,181,화공,18,화학,major_qnet_3069,화공,qnet_udept_oblig_list
3070,응용미술(학),082,디자인,8,문화·예술·디자인·방송,major_qnet_3070,디자인,qnet_udept_oblig_list
3071,응용미술교육과,082,디자인,8,문화·예술·디자인·방송,major_qnet_3071,디자인,qnet_udept_oblig_list
3073,응용분자생물학전공,181,화공,18,화학,major_qnet_3073,화공,qnet_udept_oblig_list
3074,응용생명공학부,181,화공,18,화학,major_qnet_3074,화공,qnet_udept_oblig_list
3075,응용생명과학(과·부·전공군),181,화공,18,화학,major_qnet_3075,화공,qnet_udept_oblig_list
3076,응용생명산업학부,181,화공,18,화학,major_qnet_3076,화공,qnet_udept_oblig_list
3077,응용생명자원공학전공,142,토목,14,건설,major_qnet_3077,토목,qnet_udept_oblig_list
3078,응용생명잠사자원학과,181,화공,18,화학,major_qnet_3078,화공,qnet_udept_oblig_list
3079,응용생명화학(부·전공),181,화공,18,화학,major_qnet_3079,화공,qnet_udept_oblig_list
3080,응용생명환경화학과,181,화공,18,화학,major_qnet_3080,화공,qnet_udept_oblig_list
3082,응용생물공학(부·전공),181,화공,18,화학,major_qnet_3082,화공,qnet_udept_oblig_list
3083,응용생물과학(부·전공),181,화공,18,화학,major_qnet_3083,화공,qnet_udept_oblig_list
3084,응용생물산업학과,181,화공,18,화학,major_qnet_3084,화공,qnet_udept_oblig_list
3085,응용생물원예학부,181,화공,18,화학,major_qnet_3085,화공,qnet_udept_oblig_list
3086,응용생물자원과학(부·과군),142,토목,14,건설,major_qnet_3086,토목,qnet_udept_oblig_list
3087,응용생물(학),181,화공,18,화학,major_qnet_3087,화공,qnet_udept_oblig_list
3088,응용생물화학(과·부·전공),181,화공,18,화학,major_qnet_3088,화공,qnet_udept_oblig_list
3089,응용생물화학식품학부,181,화공,18,화학,major_qnet_3089,화공,qnet_udept_oblig_list
3090,응용생물환경학,181,화공,18,화학,major_qnet_3090,화공,qnet_udept_oblig_list
3091,응용생화학전공,181,화공,18,화학,major_qnet_3091,화공,qnet_udept_oblig_list
3092,응용소재공업과,171,금속·재료,17,재료,major_qnet_3092,기타,qnet_udept_oblig_list
3093,응용소재공학,171,금속·재료,17,재료,major_qnet_3093,기타,qnet_udept_oblig_list
3094,응용소재과,171,금속·재료,17,재료,major_qnet_3094,기타,qnet_udept_oblig_list
3095,응용소프트웨어개발전공,202,전자,20,전기·전자,major_qnet_3095,전자,qnet_udept_oblig_list
3096,응용소프트웨어전공,202,전자,20,전기·전자,major_qnet_3096,전자,qnet_udept_oblig_list
3097,응용수리학부,202,전자,20,전기·전자,major_qnet_3097,전자,qnet_udept_oblig_list
3098,응용수학,202,전자,20,전기·전자,major_qnet_3098,전자,qnet_udept_oblig_list
3099,응용수학·반도체학과군,202,전자,20,전기·전자,major_qnet_3099,전자,qnet_udept_oblig_list
3100,응용수학반도체응용물리학과군,202,전자,20,전기·전자,major_qnet_3100,전자,qnet_udept_oblig_list
3101,응용수학응용물리학과군,202,전자,20,전기·전자,major_qnet_3101,전자,qnet_udept_oblig_list
3102,응용식물과학부,181,화공,18,화학,major_qnet_3102,화공,qnet_udept_oblig_list
3103,응용식물학부,181,화공,18,화학,major_qnet_3103,화공,qnet_udept_oblig_list
3104,응용식품·영양학부,131,조리,13,음식서비스,major_qnet_3104,조리,qnet_udept_oblig_list
3105,응용식품전공,131,조리,13,음식서비스,major_qnet_3105,조리,qnet_udept_oblig_list
3106,응용식품전공자원·식품계열,181,화공,18,화학,major_qnet_3106,화공,qnet_udept_oblig_list
3107,응용전자공학과,202,전자,20,전기·전자,major_qnet_3107,전자,qnet_udept_oblig_list
3108,응용정보처리과,202,전자,20,전기·전자,major_qnet_3108,전자,qnet_udept_oblig_list
3109,응용정보통계학전공,202,전자,20,전기·전자,major_qnet_3109,전자,qnet_udept_oblig_list
3110,응용지질학과,142,토목,14,건설,major_qnet_3110,토목,qnet_udept_oblig_list
3111,응용컴퓨터공학전공,202,전자,20,전기·전자,major_qnet_3111,전자,qnet_udept_oblig_list
3112,응용컴퓨팅전공,202,전자,20,전기·전자,major_qnet_3112,전자,qnet_udept_oblig_list
3113,응용화공생명공학부,181,화공,18,화학,major_qnet_3113,화공,qnet_udept_oblig_list
3114,응용화학(과·부·전공·계열),181,화공,18,화학,major_qnet_3114,화공,qnet_udept_oblig_list
3115,응용화학공학(과·부·전공·과군·계열),181,화공,18,화학,major_qnet_3115,화공,qnet_udept_oblig_list
3116,응용화학소재공학과,181,화공,18,화학,major_qnet_3116,화공,qnet_udept_oblig_list
3117,응용화학식품공학부,181,화공,18,화학,major_qnet_3117,화공,qnet_udept_oblig_list
3118,응용회화과,082,디자인,8,문화·예술·디자인·방송,major_qnet_3118,디자인,qnet_udept_oblig_list
3119,의공학(과·전공·부),061,보건·의료,6,보건·의료,major_qnet_3119,기타,qnet_udept_oblig_list
3120,의료공학(과·부·전공),061,보건·의료,6,보건·의료,major_qnet_3120,기타,qnet_udept_oblig_list
3121,의료기공학과,202,전자,20,전기·전자,major_qnet_3121,전자,qnet_udept_oblig_list
3122,의료기기정보과,202,전자,20,전기·전자,major_qnet_3122,전자,qnet_udept_oblig_list
3123,의료기기학과,061,보건·의료,6,보건·의료,major_qnet_3123,기타,qnet_udept_oblig_list
3124,의료보장구(과·학과),061,보건·의료,6,보건·의료,major_qnet_3124,기타,qnet_udept_oblig_list
3125,의료생명공학,061,보건·의료,6,보건·의료,major_qnet_3125,기타,qnet_udept_oblig_list
3126,의료생체공학과,202,전자,20,전기·전자,major_qnet_3126,전자,qnet_udept_oblig_list
3127,의료시스템공학부,061,보건·의료,6,보건·의료,major_qnet_3127,기타,qnet_udept_oblig_list
3128,의료시스템정보과,202,전자,20,전기·전자,major_qnet_3128,전자,qnet_udept_oblig_list
3129,의료·멀티미디어계열,202,전자,20,전기·전자,major_qnet_3129,전자,qnet_udept_oblig_list
3130,의료영양식품과학부,131,조리,13,음식서비스,major_qnet_3130,조리,qnet_udept_oblig_list
3131,의료재료과,181,화공,18,화학,major_qnet_3131,화공,qnet_udept_oblig_list
3132,의료전기전자과,201,전기,20,전기·전자,major_qnet_3132,전기,qnet_udept_oblig_list
3133,의료전산행정과,202,전자,20,전기·전자,major_qnet_3133,전자,qnet_udept_oblig_list
3134,의료전자,061,보건·의료,6,보건·의료,major_qnet_3134,기타,qnet_udept_oblig_list
3135,의료전자정보과,202,전자,20,전기·전자,major_qnet_3135,전자,qnet_udept_oblig_list
3136,의료전자학(과·부),061,보건·의료,6,보건·의료,major_qnet_3136,기타,qnet_udept_oblig_list
3137,의료정보(학)전공,061,보건·의료,6,보건·의료,major_qnet_3137,기타,qnet_udept_oblig_list
3138,의료정보공학,061,보건·의료,6,보건·의료,major_qnet_3138,기타,qnet_udept_oblig_list
3139,의료정보과,061,보건·의료,6,보건·의료,major_qnet_3139,기타,qnet_udept_oblig_list
3140,의료정보관리과,202,전자,20,전기·전자,major_qnet_3140,전자,qnet_udept_oblig_list
3141,의료정보시스템,061,보건·의료,6,보건·의료,major_qnet_3141,기타,qnet_udept_oblig_list
3142,의료정보통신계열,213,통신,21,정보통신,major_qnet_3142,통신,qnet_udept_oblig_list
3143,의류·식품·생물공학부,082,디자인,8,문화·예술·디자인·방송,major_qnet_3143,디자인,qnet_udept_oblig_list
3144,의류디자인학전공,082,디자인,8,문화·예술·디자인·방송,major_qnet_3144,디자인,qnet_udept_oblig_list
3145,의류마케팅전공,082,디자인,8,문화·예술·디자인·방송,major_qnet_3145,디자인,qnet_udept_oblig_list
3146,의류산업학과,082,디자인,8,문화·예술·디자인·방송,major_qnet_3146,디자인,qnet_udept_oblig_list
3147,의류상품학과,082,디자인,8,문화·예술·디자인·방송,major_qnet_3147,디자인,qnet_udept_oblig_list
3148,의류식품생물공학부,082,디자인,8,문화·예술·디자인·방송,major_qnet_3148,디자인,qnet_udept_oblig_list
3149,의류식품영양학과군,082,디자인,8,문화·예술·디자인·방송,major_qnet_3149,디자인,qnet_udept_oblig_list
3150,의류신소재공학부,082,디자인,8,문화·예술·디자인·방송,major_qnet_3150,디자인,qnet_udept_oblig_list
3151,의류직물과,082,디자인,8,문화·예술·디자인·방송,major_qnet_3151,디자인,qnet_udept_oblig_list
3152,의류직물학,082,디자인,8,문화·예술·디자인·방송,major_qnet_3152,디자인,qnet_udept_oblig_list
3153,의류패션(학)(과·부·전공),082,디자인,8,문화·예술·디자인·방송,major_qnet_3153,디자인,qnet_udept_oblig_list
3154,의류패션산업전공,082,디자인,8,문화·예술·디자인·방송,major_qnet_3154,디자인,qnet_udept_oblig_list
3155,의류학(과·부·전공),024,생산관리,2,경영·회계·사무,major_qnet_3155,생산관리,qnet_udept_oblig_list
3156,의류환경(전공·학과),082,디자인,8,문화·예술·디자인·방송,major_qnet_3156,디자인,qnet_udept_oblig_list
3157,의상·텍스타일학부,082,디자인,8,문화·예술·디자인·방송,major_qnet_3157,디자인,qnet_udept_oblig_list
3158,의상(학),082,디자인,8,문화·예술·디자인·방송,major_qnet_3158,디자인,qnet_udept_oblig_list
3159,의상디자인(학)(과·전공·계열),082,디자인,8,문화·예술·디자인·방송,major_qnet_3159,디자인,qnet_udept_oblig_list
3160,의상섬유학부,082,디자인,8,문화·예술·디자인·방송,major_qnet_3160,디자인,qnet_udept_oblig_list
3161,의상아동식품영양학과군,082,디자인,8,문화·예술·디자인·방송,major_qnet_3161,디자인,qnet_udept_oblig_list
3163,의생명과학과,061,보건·의료,6,보건·의료,major_qnet_3163,기타,qnet_udept_oblig_list
3164,의생활학(과·부·전공),192,의복,19,섬유·의복,major_qnet_3164,의복,qnet_udept_oblig_list
3165,의약생명공학과,181,화공,18,화학,major_qnet_3165,화공,qnet_udept_oblig_list
3166,의약품질분석과,024,생산관리,2,경영·회계·사무,major_qnet_3166,생산관리,qnet_udept_oblig_list
3167,의예생물·법의생물,061,보건·의료,6,보건·의료,major_qnet_3167,기타,qnet_udept_oblig_list
3168,의용메카트로닉스,162,기계장비설비·설치,16,기계,major_qnet_3168,기계,qnet_udept_oblig_list
3169,의용전기전자과,201,전기,20,전기·전자,major_qnet_3169,전기,qnet_udept_oblig_list
3170,의용전자공학,061,보건·의료,6,보건·의료,major_qnet_3170,기타,qnet_udept_oblig_list
3171,의용정보전공,202,전자,20,전기·전자,major_qnet_3171,전자,qnet_udept_oblig_list
3172,의전기전자과,201,전기,20,전기·전자,major_qnet_3172,전기,qnet_udept_oblig_list
3173,이동위성통신공학전공,202,전자,20,전기·전자,major_qnet_3173,전자,qnet_udept_oblig_list
3174,이동통신(과·설비과·전공),212,방송·무선,21,정보통신,major_qnet_3174,기타,qnet_udept_oblig_list
3175,이동통신공학,212,방송·무선,21,정보통신,major_qnet_3175,기타,qnet_udept_oblig_list
3176,이론연출전공,083,방송,8,문화·예술·디자인·방송,major_qnet_3176,방송,qnet_udept_oblig_list
3177,이미지시스템공학전공,181,화공,18,화학,major_qnet_3177,화공,qnet_udept_oblig_list
3178,이미지시스템전공,181,화공,18,화학,major_qnet_3178,화공,qnet_udept_oblig_list
3179,이벤트과,082,디자인,8,문화·예술·디자인·방송,major_qnet_3179,디자인,qnet_udept_oblig_list
3180,이벤트예술과,083,방송,8,문화·예술·디자인·방송,major_qnet_3180,방송,qnet_udept_oblig_list
3181,인간생명과학부,181,화공,18,화학,major_qnet_3181,화공,qnet_udept_oblig_list
3182,인간생활환경학과,144,도시·교통,14,건설,major_qnet_3182,기타,qnet_udept_oblig_list
3183,인공지능(학과·전공),202,전자,20,전기·전자,major_qnet_3183,전자,qnet_udept_oblig_list
3184,인공지능컴퓨터학과,202,전자,20,전기·전자,major_qnet_3184,전자,qnet_udept_oblig_list
3185,인더스트리얼디자인전공,082,디자인,8,문화·예술·디자인·방송,major_qnet_3185,디자인,qnet_udept_oblig_list
3186,인삼재배학과,181,화공,18,화학,major_qnet_3186,화공,qnet_udept_oblig_list
3187,인쇄과,082,디자인,8,문화·예술·디자인·방송,major_qnet_3187,디자인,qnet_udept_oblig_list
3188,인쇄공학,082,디자인,8,문화·예술·디자인·방송,major_qnet_3188,디자인,qnet_udept_oblig_list
3190,인쇄미디어과,083,방송,8,문화·예술·디자인·방송,major_qnet_3190,방송,qnet_udept_oblig_list
3191,인쇄정보공학,082,디자인,8,문화·예술·디자인·방송,major_qnet_3191,디자인,qnet_udept_oblig_list
3192,인쇄정보미디어(학)과,082,디자인,8,문화·예술·디자인·방송,major_qnet_3192,디자인,qnet_udept_oblig_list
3193,인체예술학부,083,방송,8,문화·예술·디자인·방송,major_qnet_3193,방송,qnet_udept_oblig_list
3194,인터넷·컴퓨터응용계열,202,전자,20,전기·전자,major_qnet_3194,전자,qnet_udept_oblig_list
3195,인터넷·TV방송전공,083,방송,8,문화·예술·디자인·방송,major_qnet_3195,방송,qnet_udept_oblig_list
3196,인터넷가상현실(학과·전공),202,전자,20,전기·전자,major_qnet_3196,전자,qnet_udept_oblig_list
3197,인터넷게임,202,전자,20,전기·전자,major_qnet_3197,전자,qnet_udept_oblig_list
3198,인터넷공학(과·부·전공),202,전자,20,전기·전자,major_qnet_3198,전자,qnet_udept_oblig_list
3199,인터넷과,202,전자,20,전기·전자,major_qnet_3199,전자,qnet_udept_oblig_list
3200,인터넷기업응용전공과전공,202,전자,20,전기·전자,major_qnet_3200,전자,qnet_udept_oblig_list
3201,인터넷네트워크과,202,전자,20,전기·전자,major_qnet_3201,전자,qnet_udept_oblig_list
3202,인터넷디자인학부,082,디자인,8,문화·예술·디자인·방송,major_qnet_3202,디자인,qnet_udept_oblig_list
3203,인터넷만화과,082,디자인,8,문화·예술·디자인·방송,major_qnet_3203,디자인,qnet_udept_oblig_list
3204,인터넷멀티미디어학부,202,전자,20,전기·전자,major_qnet_3204,전자,qnet_udept_oblig_list
3205,인터넷미디어(공)학부,083,방송,8,문화·예술·디자인·방송,major_qnet_3205,방송,qnet_udept_oblig_list
3206,인터넷미디어(학),202,전자,20,전기·전자,major_qnet_3206,전자,qnet_udept_oblig_list
3208,인터넷미디어정보과,202,전자,20,전기·전자,major_qnet_3208,전자,qnet_udept_oblig_list
3209,인터넷방송(학)(과·전공·계열),083,방송,8,문화·예술·디자인·방송,major_qnet_3209,방송,qnet_udept_oblig_list
3210,인터넷보안(학)과,202,전자,20,전기·전자,major_qnet_3210,전자,qnet_udept_oblig_list
3211,인터넷부동산전공,211,정보기술,21,정보통신,major_qnet_3211,정보통신,qnet_udept_oblig_list
3212,인터넷비지니스전공,211,정보기술,21,정보통신,major_qnet_3212,정보통신,qnet_udept_oblig_list
3213,인터넷사무자동화(과·전공·계열),202,전자,20,전기·전자,major_qnet_3213,전자,qnet_udept_oblig_list
3214,인터넷사무정보,202,전자,20,전기·전자,major_qnet_3214,전자,qnet_udept_oblig_list
3215,인터넷산업경영계열,202,전자,20,전기·전자,major_qnet_3215,전자,qnet_udept_oblig_list
3216,인터넷산업공학부,202,전자,20,전기·전자,major_qnet_3216,전자,qnet_udept_oblig_list
3217,인터넷산업정보공학전공,202,전자,20,전기·전자,major_qnet_3217,전자,qnet_udept_oblig_list
3218,인터넷소프트웨어공학(과·부),202,전자,20,전기·전자,major_qnet_3218,전자,qnet_udept_oblig_list
3219,인터넷소프트웨어학과,202,전자,20,전기·전자,major_qnet_3219,전자,qnet_udept_oblig_list
3220,인터넷신문·방송과,083,방송,8,문화·예술·디자인·방송,major_qnet_3220,방송,qnet_udept_oblig_list
3221,인터넷·IT공학부,202,전자,20,전기·전자,major_qnet_3221,전자,qnet_udept_oblig_list
3222,인터넷영상과,083,방송,8,문화·예술·디자인·방송,major_qnet_3222,방송,qnet_udept_oblig_list
3223,인터넷영상미디어과,083,방송,8,문화·예술·디자인·방송,major_qnet_3223,방송,qnet_udept_oblig_list
3224,인터넷오피스정보과,202,전자,20,전기·전자,major_qnet_3224,전자,qnet_udept_oblig_list
3225,인터넷운용관리과,202,전자,20,전기·전자,major_qnet_3225,전자,qnet_udept_oblig_list
3226,인터넷웹정보시스템과,202,전자,20,전기·전자,major_qnet_3226,전자,qnet_udept_oblig_list
3227,인터넷응용(과·전공·계열),202,전자,20,전기·전자,major_qnet_3227,전자,qnet_udept_oblig_list
3228,인터넷응용공학,202,전자,20,전기·전자,major_qnet_3228,전자,qnet_udept_oblig_list
3229,인터넷응용·방송전공,083,방송,8,문화·예술·디자인·방송,major_qnet_3229,방송,qnet_udept_oblig_list
3230,인터넷전공,202,전자,20,전기·전자,major_qnet_3230,전자,qnet_udept_oblig_list
3231,인터넷전산정보전공,202,전자,20,전기·전자,major_qnet_3231,전자,qnet_udept_oblig_list
3232,인터넷전자상거래과,202,전자,20,전기·전자,major_qnet_3232,전자,qnet_udept_oblig_list
3233,인터넷전자정보(전공·계열),162,기계장비설비·설치,16,기계,major_qnet_3233,기계,qnet_udept_oblig_list
3234,인터넷정보(과·계열),202,전자,20,전기·전자,major_qnet_3234,전자,qnet_udept_oblig_list
3235,인터넷정보공학,202,전자,20,전기·전자,major_qnet_3235,전자,qnet_udept_oblig_list
3236,인터넷정보과학과,202,전자,20,전기·전자,major_qnet_3236,전자,qnet_udept_oblig_list
3237,인터넷정보관리전공,202,전자,20,전기·전자,major_qnet_3237,전자,qnet_udept_oblig_list
3238,인터넷정보기술(과·계열),202,전자,20,전기·전자,major_qnet_3238,전자,qnet_udept_oblig_list
3239,인터넷정보미디어(학과·계열),202,전자,20,전기·전자,major_qnet_3239,전자,qnet_udept_oblig_list
3240,인터넷정보보안해킹과,202,전자,20,전기·전자,major_qnet_3240,전자,qnet_udept_oblig_list
3241,인터넷정보시스템전공과전공,202,전자,20,전기·전자,major_qnet_3241,전자,qnet_udept_oblig_list
3242,인터넷정보전공,202,전자,20,전기·전자,major_qnet_3242,전자,qnet_udept_oblig_list
3243,인터넷정보전자계열,202,전자,20,전기·전자,major_qnet_3243,전자,qnet_udept_oblig_list
3244,인터넷정보처리(학)과,202,전자,20,전기·전자,major_qnet_3244,전자,qnet_udept_oblig_list
3245,인터넷정보통신(과·전공·학과),202,전자,20,전기·전자,major_qnet_3245,전자,qnet_udept_oblig_list
