대직무코드,대직무분류,중직무코드,중직무분류,소직무코드,소직무분류,학과,직업,직무코드,자격증명,자격증ID,ncsID
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,전기기능장,T606,2785
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,전자기기기능장,,2786
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,신재생에너지발전설비기사,T494,2787
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,전기공사기사,T602,2788
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,전기기사,T607,2789
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,전자기사,T632,2790
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,임베디드기사,T572,2791
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,전자계산기기사,T625,2792
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,신재생에너지발전설비산업기사,T496,2793
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,전기공사산업기사,T603,2794
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,전기산업기사,T609,2795
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,전자산업기사,T635,2796
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,전자부품장착산업기사,T634,2797
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,생산자동화산업기사,,2798
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,전기기능사,T605,2799
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,전자기기기능사,,2800
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,전자캐드기능사,T641,2801
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,전자부품장착기능사,T633,2802
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,생산자동화기능사,,2803
19,전기.전자,3,전자기기개발,5,전자부품개발,"전자공학,전자,응용공학,정보.통신공학,기계공학,기계,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자",1935,전자계산기기능사,T624,2804
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,발송배전기술사,T355,2805
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,산업계측제어기술사,T409,2806
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,전기응용기술사,T611,2807
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,전자응용기술사,T639,2808
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,신재생에너지발전설비기사,T494,2809
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,전기공사기사,T602,2810
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,전자계산기기사,T625,2811
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,전자기사,T632,2812
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,반도체설계기사,,2813
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,신재생에너지발전설비산업기사,T496,2814
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,전기공사산업기사,T603,2815
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,전기산업기사,T609,2816
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,생산자동화산업기사,,2817
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,전자산업기사,T635,2818
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,반도체설계산업기사,T353,2819
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,전기기능사,T605,2820
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,생산자동화기능사,,2821
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,전자계산기기능사,T624,2822
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,의료전자기능사,T554,2823
19,전기.전자,3,전자기기개발,6,반도체개발,"반도체.세라믹공학,산업공학,기전공학,광학공학,기계공학,기계,경영학,물리.화학,전자공학,전자,전기공학,전기,에너지공학,신소재공학,제어계측,자동차,응용소프트웨어,신소재,정보.통신,정보컴퓨터,화학공업","전기기기.제품개발 기술자 및 연구원,전기안전기술자,디스플레이연구 및 개발자,반도체공학기술자 및 연구원,발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자",1936,전자상거래운용사,T638,2824
19,전기.전자,3,전자기기개발,7,디스플레이개발,디스플레이관련학과,"차세대디스플레이개발자,재료공학기술자,전자공학기술자",1937,전자기기기능사,,2825
19,전기.전자,3,전자기기개발,7,디스플레이개발,디스플레이관련학과,"차세대디스플레이개발자,재료공학기술자,전자공학기술자",1937,전자캐드기능사,T641,2826
19,전기.전자,3,전자기기개발,7,디스플레이개발,디스플레이관련학과,"차세대디스플레이개발자,재료공학기술자,전자공학기술자",1937,전자기기기능장,,2827
19,전기.전자,3,전자기기개발,7,디스플레이개발,디스플레이관련학과,"차세대디스플레이개발자,재료공학기술자,전자공학기술자",1937,금속재료기사,T274,2828
19,전기.전자,3,전자기기개발,7,디스플레이개발,디스플레이관련학과,"차세대디스플레이개발자,재료공학기술자,전자공학기술자",1937,전기기사,T607,2829
19,전기.전자,3,전자기기개발,7,디스플레이개발,디스플레이관련학과,"차세대디스플레이개발자,재료공학기술자,전자공학기술자",1937,전자기사,T632,2830
19,전기.전자,3,전자기기개발,7,디스플레이개발,디스플레이관련학과,"차세대디스플레이개발자,재료공학기술자,전자공학기술자",1937,품질경영기사,T128,2831
19,전기.전자,3,전자기기개발,7,디스플레이개발,디스플레이관련학과,"차세대디스플레이개발자,재료공학기술자,전자공학기술자",1937,금속재료기술사,T275,2832
19,전기.전자,3,전자기기개발,7,디스플레이개발,디스플레이관련학과,"차세대디스플레이개발자,재료공학기술자,전자공학기술자",1937,전자응용기술사,T639,2833
19,전기.전자,3,전자기기개발,7,디스플레이개발,디스플레이관련학과,"차세대디스플레이개발자,재료공학기술자,전자공학기술자",1937,금속재료산업기사,T276,2834
19,전기.전자,3,전자기기개발,7,디스플레이개발,디스플레이관련학과,"차세대디스플레이개발자,재료공학기술자,전자공학기술자",1937,생산자동화산업기사,,2835
19,전기.전자,3,전자기기개발,7,디스플레이개발,디스플레이관련학과,"차세대디스플레이개발자,재료공학기술자,전자공학기술자",1937,전기산업기사,T609,2836
19,전기.전자,3,전자기기개발,7,디스플레이개발,디스플레이관련학과,"차세대디스플레이개발자,재료공학기술자,전자공학기술자",1937,전자산업기사,T635,2837
19,전기.전자,3,전자기기개발,7,디스플레이개발,디스플레이관련학과,"차세대디스플레이개발자,재료공학기술자,전자공학기술자",1937,품질경영산업기사,T129,2838
19,전기.전자,3,전자기기개발,8,로봇개발,"제어계측공학,기계공학,기계,기전공학,응용소프트웨어공학,정보.통신공학,전산학.컴퓨터공학,에너지공학,전자공학,전자,전기,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자,기계.로봇공학 시험원,공업기계 설치.정비원,자동조립라인.산업용로봇 조작원,산업안전원,위험 관리원",1938,발송배전기술사,T355,2839
19,전기.전자,3,전자기기개발,8,로봇개발,"제어계측공학,기계공학,기계,기전공학,응용소프트웨어공학,정보.통신공학,전산학.컴퓨터공학,에너지공학,전자공학,전자,전기,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자,기계.로봇공학 시험원,공업기계 설치.정비원,자동조립라인.산업용로봇 조작원,산업안전원,위험 관리원",1938,산업계측제어기술사,T409,2840
19,전기.전자,3,전자기기개발,8,로봇개발,"제어계측공학,기계공학,기계,기전공학,응용소프트웨어공학,정보.통신공학,전산학.컴퓨터공학,에너지공학,전자공학,전자,전기,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자,기계.로봇공학 시험원,공업기계 설치.정비원,자동조립라인.산업용로봇 조작원,산업안전원,위험 관리원",1938,전기응용기술사,T611,2841
19,전기.전자,3,전자기기개발,8,로봇개발,"제어계측공학,기계공학,기계,기전공학,응용소프트웨어공학,정보.통신공학,전산학.컴퓨터공학,에너지공학,전자공학,전자,전기,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자,기계.로봇공학 시험원,공업기계 설치.정비원,자동조립라인.산업용로봇 조작원,산업안전원,위험 관리원",1938,전자응용기술사,T639,2842
19,전기.전자,3,전자기기개발,8,로봇개발,"제어계측공학,기계공학,기계,기전공학,응용소프트웨어공학,정보.통신공학,전산학.컴퓨터공학,에너지공학,전자공학,전자,전기,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자,기계.로봇공학 시험원,공업기계 설치.정비원,자동조립라인.산업용로봇 조작원,산업안전원,위험 관리원",1938,기계기술사,T287,2843
19,전기.전자,3,전자기기개발,8,로봇개발,"제어계측공학,기계공학,기계,기전공학,응용소프트웨어공학,정보.통신공학,전산학.컴퓨터공학,에너지공학,전자공학,전자,전기,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자,기계.로봇공학 시험원,공업기계 설치.정비원,자동조립라인.산업용로봇 조작원,산업안전원,위험 관리원",1938,인간공학기술사,T565,2844
19,전기.전자,3,전자기기개발,8,로봇개발,"제어계측공학,기계공학,기계,기전공학,응용소프트웨어공학,정보.통신공학,전산학.컴퓨터공학,에너지공학,전자공학,전자,전기,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자,기계.로봇공학 시험원,공업기계 설치.정비원,자동조립라인.산업용로봇 조작원,산업안전원,위험 관리원",1938,위험물기능장,T543,2845
19,전기.전자,3,전자기기개발,8,로봇개발,"제어계측공학,기계공학,기계,기전공학,응용소프트웨어공학,정보.통신공학,전산학.컴퓨터공학,에너지공학,전자공학,전자,전기,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자,기계.로봇공학 시험원,공업기계 설치.정비원,자동조립라인.산업용로봇 조작원,산업안전원,위험 관리원",1938,신재생에너지발전설비기사,T494,2846
19,전기.전자,3,전자기기개발,8,로봇개발,"제어계측공학,기계공학,기계,기전공학,응용소프트웨어공학,정보.통신공학,전산학.컴퓨터공학,에너지공학,전자공학,전자,전기,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자,기계.로봇공학 시험원,공업기계 설치.정비원,자동조립라인.산업용로봇 조작원,산업안전원,위험 관리원",1938,전기공사기사,T602,2847
19,전기.전자,3,전자기기개발,8,로봇개발,"제어계측공학,기계공학,기계,기전공학,응용소프트웨어공학,정보.통신공학,전산학.컴퓨터공학,에너지공학,전자공학,전자,전기,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자,기계.로봇공학 시험원,공업기계 설치.정비원,자동조립라인.산업용로봇 조작원,산업안전원,위험 관리원",1938,전자계산기기사,T625,2848
19,전기.전자,3,전자기기개발,8,로봇개발,"제어계측공학,기계공학,기계,기전공학,응용소프트웨어공학,정보.통신공학,전산학.컴퓨터공학,에너지공학,전자공학,전자,전기,정보컴퓨터","발전설비기술자,송.배전설비기술자,전기감리기술자,전기계측제어기술자,전기기기.제품개발기술자 및 연구원,전기안전기술자,건설기계공학기술자 및 연구원,자동차공학기술자,조선.해양공학기술자,플랜트기계공학기술자,항공공학기술자,시스템 소프트웨어 개발자,기계.로봇공학 시험원,공업기계 설치.정비원,자동조립라인.산업용로봇 조작원,산업안전원,위험 관리원",1938,전자기사,T632,2849
