자격증명,자격증ID,자격증_분류,자격증_등급_코드,등급_분류,2022년 1차 응시자 수,2022년 1차 합격률,2022년 2차 응시자수,2022년 2차 합격률,2022년 3차 응시자수,2022년 3차 합격률,2023년 1차 응시자 수,2023년 1차 합격률,2023년 2차 응시자 수,2023년 2차 합격률,2023년 3차 응시자 수,2023년 3차 합격률,2024년 1차 응시자 수,2024년 1차 합격률,2024년 2차 응시자 수,2024년 2차 합격률,2024년 3차 응시자 수,2024년 3차 합격률,검정 횟수,시험종류,필기,실기,면접,총합,난이도,비고,비고2
농기계운전기능사,T301,국가기술자격,500,기능사,1241,61.6,708,60.6,,,1457,65.2,780,59.9,,,1296,66,792,62.2,,,4,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
농기계정비기능사,T302,국가기술자격,500,기능사,1222,59.2,936,74.8,,,1498,64.2,997,82.6,,,1407,63.8,948,80.9,,,4,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
농어업토목기술사,T306,국가기술자격,100,기술사,44,13.6,14,71.4,,,41,12.2,6,83.3,,,43,18.6,9,77.8,,,2,필기+실기+면접,1,1,1,3,5,,
농업기계기사,T307,국가기술자격,300,기사,0,0,0,0,,,30,20,4,50,,,0,0,2,100,,,1,필기+실기,1,1,0,2,4,,
농업기계산업기사,T308,국가기술자격,400,산업기사,396,30.8,129,70.5,,,422,29.6,138,79.7,,,388,28.1,116,81,,,2,필기+실기,1,1,0,2,2,,
농작업안전보건기사,T309,국가기술자격,300,기사,417,85.9,369,8.9,,,529,60.1,396,87.6,,,391,58.6,228,36.4,,,1,필기+실기,1,1,0,2,3,,
농화학기술사,T311,국가기술자격,100,기술사,14,0,1,100,,,12,33.3,4,50,,,18,11.1,4,75,,,1,필기+실기+면접,1,1,1,3,4,,
누설비파괴검사기사,T312,국가기술자격,300,기사,200,54.5,110,46.4,,,108,63,62,67.7,,,180,54.4,88,54.5,,,1,필기+실기,1,1,0,2,2,,
대기관리기술사,T313,국가기술자격,100,기술사,63,7.9,9,66.7,,,71,19.7,16,18.8,,,63,20.6,24,29.2,,,1,필기+실기+면접,1,1,1,3,5,,
대기환경기사,T316,국가기술자격,300,기사,11078,37.1,7220,30.7,,,11252,37.1,9451,17.6,,,9263,41.6,7961,40.8,,,3,필기+실기,1,1,0,2,5,,
대기환경산업기사,T317,국가기술자격,400,산업기사,2073,25.6,837,31.4,,,1741,28.4,794,27,,,1327,30,636,38.8,,,3,필기+실기,1,1,0,2,4,,
도로및공항기술사,T318,국가기술자격,100,기술사,290,9.7,40,75,,,338,9.2,35,88.6,,,311,11.6,52,67.3,,,3,필기+실기+면접,1,1,1,3,5,,
도배기능사,T319,국가기술자격,500,기능사,4688,37,,,,,5527,42.7,,,,,5169,44.7,,,,,4,실기,0,1,0,1,3,,
도시계획기사,T321,국가기술자격,300,기사,2167,63,1860,31.6,,,2388,62.4,1808,48.3,,,2507,58,1840,45.8,,,3,필기+실기,1,1,0,2,3,,
도시계획기술사,T323,국가기술자격,100,기술사,286,2.4,14,71.4,,,376,2.4,10,80,,,394,4.3,24,66.7,,,3,필기+실기+면접,1,1,1,3,5,,
도자공예기능사,T325,국가기술자격,500,기능사,441,61.2,397,86.6,,,685,62.8,506,87,,,661,59.5,512,88.5,,,2,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
도화기능사,T326,국가기술자격,500,기능사,22,18.2,,,,,58,19,,,,,64,43.8,,,,,1,실기,0,1,0,1,3,,
디지털인쇄산업기사,T327,국가기술자격,400,산업기사,8,50,3,100,,,11,72.7,7,100,,,9,44.4,4,75,,,1,필기+실기,1,1,0,2,1,,
떡제조기능사,T328,국가기술자격,500,기능사,6846,69.4,6078,47.9,,,8357,70.7,6952,49,,,7267,63.7,5537,49.7,,,5,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
로더운전기능사,T329,국가기술자격,500,기능사,6784,85.2,7937,48.9,,,7707,82.6,8395,46.9,,,6722,84.1,7747,46,,,4,필기+실기,1,1,0,2,1,,
로봇기구개발기사,T330,국가기술자격,300,기사,44,47.7,16,18.8,,,53,47.2,19,57.9,,,55,36.4,21,33.3,,,1,필기+실기,1,1,0,2,3,,
로봇소프트웨어개발기사,T331,국가기술자격,300,기사,24,33.3,7,71.4,,,40,37.5,13,100,,,48,39.6,10,50,,,1,필기+실기,1,1,0,2,2,,
로봇하드웨어개발기사,T333,국가기술자격,300,기사,9,44.4,6,33.3,,,15,13.3,3,33.3,,,26,42.3,7,14.3,,,1,필기+실기,1,1,0,2,4,,
롤러운전기능사,T334,국가기술자격,500,기능사,3215,76.2,3323,45.6,,,3861,77.7,3932,43.2,,,3955,74.8,3975,42.4,,,3,필기+실기,1,1,0,2,2,,
멀티미디어콘텐츠제작전문가,T335,국가기술자격,600,서비스,1854,41,767,73.5,,,2111,49.6,1041,69.7,,,2257,41.7,975,66.3,,,3,필기+실기,1,1,0,2,2,,
목공예기능사,T337,국가기술자격,500,기능사,324,59.3,180,47.2,,,405,63,205,56.6,,,333,61,211,47.9,,,1,필기+실기,1,1,0,2,2,,
목재가공기능사,T338,국가기술자격,500,기능사,,,,,,,,,,,,,15,20,3,100,,,1,필기+실기,1,1,0,2,1,~2024,
무선설비기능사,T340,국가기술자격,500,기능사,167,44.31,118,77.11,,,114,34.21,108,63.88,,,100,50,127,71.65,,,2,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
무선설비기사,T341,국가기술자격,300,기사,1291,37.72,598,77.42,,,1197,26.81,471,59.87,,,1025,25.46,302,74.5,,,3,필기+실기,1,1,0,2,3,,
무선설비산업기사,T342,국가기술자격,400,산업기사,574,19.51,133,74.43,,,405,11.11,64,29.68,,,245,8.98,29,65.51,,,3,필기+실기,1,1,0,2,4,,
미용사(네일),T343,국가기술자격,500,기능사,32452,42.9,24028,36.9,,,34803,40.5,22951,36.4,,,30685,38.6,20673,35.3,,,41,필기+실기,1,1,0,2,3,상시,
미용사(메이크업),T344,국가기술자격,500,기능사,20284,49.2,20418,37.4,,,21957,44.8,17397,34.4,,,22258,39.6,16276,34.6,,,41,필기+실기,1,1,0,2,3,상시,
미용사(일반),T345,국가기술자격,500,기능사,45168,33.7,29585,38.9,,,50530,29.6,26648,38.2,,,53456,30,27691,37.1,,,41,필기+실기,1,1,0,2,4,상시,
미용사(피부),T346,국가기술자격,500,기능사,33635,47.8,27406,43.6,,,34502,49.6,27261,41.1,,,31575,49.3,24535,41.8,,,41,필기+실기,1,1,0,2,3,상시,
미용장,T347,국가기술자격,200,기능장,285,61.4,375,12,,,290,59.3,372,14,,,290,60.7,355,11,,,2,필기+실기,1,1,0,2,4,,
미장기능사,T348,국가기술자격,500,기능사,,,217,50.7,,,,,136,61.8,,,,,103,68,,,1,필기+실기,1,1,0,2,1,,
바이오공정기능사,T349,국가기술자격,500,기능사,,,,,,,,,,,,,,,,,,,,,,,,0,,~2026,
바이오화학제품제조기사,T350,국가기술자격,300,기사,784,49.9,374,80.5,,,833,54.9,444,76.4,,,1036,49.9,489,68.1,,,2,필기+실기,1,1,0,2,2,생물공학기사(구),
바이오화학제품제조산업기사,T351,국가기술자격,400,산업기사,366,62.8,189,10.6,,,351,67.8,185,36.8,,,411,58.6,199,55.8,,,1,필기+실기,1,1,0,2,3,,
반도체설계산업기사,T353,국가기술자격,400,산업기사,105,47.6,38,78.9,,,112,40.2,39,84.6,,,156,41.7,48,70.8,,,1,필기+실기,1,1,0,2,2,,
반도체설비보전기능사,T354,국가기술자격,500,기능사,294,31,183,91.8,,,365,23.6,207,81.2,,,627,26.8,513,90.8,,,3,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
발송배전기술사,T355,국가기술자격,100,기술사,1207,0.8,46,50,,,1393,0.9,19,63.2,,,1535,1.8,35,57.1,,,3,필기+실기,1,1,0,2,5,,
방사선관리기술사,T356,국가기술자격,100,기술사,31,12.9,6,33.3,,,26,3.8,4,50,,,32,21.9,9,33.3,,,1,필기+실기+면접,1,1,1,3,5,,
방사선비파괴검사기능사,T357,국가기술자격,500,기능사,352,35.5,137,70.1,,,243,36.2,82,67.1,,,350,32.9,111,65.8,,,3,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
방사선비파괴검사기사,T358,국가기술자격,300,기사,376,43.1,176,52.8,,,364,39.6,186,34.4,,,330,39.1,155,50.3,,,2,필기+실기,1,1,0,2,4,,
방사선비파괴검사산업기사,T359,국가기술자격,400,산업기사,52,32.7,10,60,,,60,25,6,50,,,57,26.3,9,11.1,,,1,필기+실기,1,1,0,2,3,,
방송통신기능사,T361,국가기술자격,500,기능사,6,33.33,24,100,,,9,22.22,2,100,,,4,0,0,0,,,2,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
방송통신기사,T362,국가기술자격,300,기사,213,57.76,120,78.33,,,194,40.2,95,82.1,,,192,25.52,57,82.45,,,2,필기+실기,1,1,0,2,2,,
방송통신산업기사,T363,국가기술자격,400,산업기사,54,27.76,16,81.25,,,43,27.9,12,75,,,65,36.92,23,43.47,,,2,필기+실기,1,1,0,2,2,,
방수기능사,T364,국가기술자격,500,기능사,27718,49.1,,,,,21550,52.2,,,,,18404,51,,,,,4,실기,0,1,0,1,3,,
방수산업기사,T365,국가기술자격,400,산업기사,241,68.5,184,18.5,,,273,71.4,211,19.4,,,270,64.8,216,72.2,,,1,필기+실기,1,1,0,2,2,,
방재기사,T366,국가기술자격,300,기사,654,49.7,556,52.5,,,855,53.6,494,64.2,,,855,44,576,27.4,,,2,필기+실기,1,1,0,2,3,,
배관기능사,T367,국가기술자격,500,기능사,774,46,448,61.4,,,952,47.6,443,65.7,,,995,47.8,444,62.2,,,3,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
배관기능장,T368,국가기술자격,200,기능장,1395,65.6,1634,28.5,,,1324,64.2,1677,32,,,1486,63.5,1593,38.4,,,2,필기+실기,1,1,0,2,4,,
배관산업기사,T369,국가기술자격,400,산업기사,0,0,4,0,,,50,24,7,14.3,,,0,0,4,50,,,1,필기+실기,1,1,0,2,4,,
버섯산업기사,T370,국가기술자격,400,산업기사,95,60,59,84.7,,,161,54,88,73.9,,,129,54.3,75,78.7,,,1,필기+실기,1,1,0,2,1,,
버섯종균기능사,T371,국가기술자격,500,기능사,1419,61.2,901,83.2,,,1390,56.3,774,88,,,1263,54.2,717,87.6,,,4,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
보석가공기능사,T372,국가기술자격,500,기능사,0,0,13,100,,,11,72.7,25,100,,,0,0,11,90.9,,,1,필기+실기,1,1,0,2,1,,
보석감정사,T373,국가기술자격,500,기능사,678,65.9,476,69.5,,,660,71.8,493,70,,,573,55.3,330,63,,,2,필기+실기,1,1,0,2,1,,
보석감정산업기사,T374,국가기술자격,400,산업기사,52,42.3,23,30.4,,,58,50,28,28.6,,,47,46.8,24,16.7,,,1,필기+실기,1,1,0,2,3,,
보석디자인산업기사,T375,국가기술자격,400,산업기사,26,57.7,16,62.5,,,20,45,12,75,,,21,52.4,11,90.9,,,1,필기+실기,1,1,0,2,1,,
복어조리기능사,T379,국가기술자격,500,기능사,1118,63.6,848,30.1,,,1424,59.9,1135,32,,,1501,59,1090,28.6,,,4,필기+실기,1,1,0,2,3,특성화고 필기면제자 검정 포함(일반인 응시 불가),
복어조리산업기사,T380,국가기술자격,400,산업기사,102,59.8,61,42.6,,,147,66.7,89,30.3,,,140,53.6,86,30.2,,,1,필기+실기,1,1,0,2,2,,
봉제기능사,T382,국가기술자격,500,기능사,,,,,,,,,,,,,,,,,,,,,,,,0,,~2026,
불도저운전기능사,T383,국가기술자격,500,기능사,996,81,908,33.1,,,1330,82.4,1131,31.7,,,1113,79.4,1069,27.4,,,2,필기+실기,1,1,0,2,2,,
비계기능사,T384,국가기술자격,500,기능사,1979,60,,,,,1964,59.9,,,,,1671,61.3,,,,,3,실기,0,1,0,1,2,,
비서1급,T385,국가기술자격,600,서비스,4126,28.2,23,26.1,,,3825,25,50,24,,,4902,21.7,14,21.4,,,14,필기+실기,1,1,0,2,4,,
비서2급,T386,국가기술자격,600,서비스,793,32.5,15,13.3,,,782,27.9,12,33.3,,,788,23.7,23,21.7,,,14,필기+실기,1,1,0,2,4,,
비서3급,T387,국가기술자격,600,서비스,429,50.6,11,9.1,,,385,54.3,2,50,,,369,42.5,2,0,,,14,필기+실기,1,1,0,2,3,,
비파괴검사기술사,T392,국가기술자격,100,기술사,18,44.4,12,25,,,17,11.8,10,30,,,15,66.7,13,15.4,,,1,필기+실기+면접,1,1,1,3,5,,
빅데이터분석기사,T393,국가기술자격,300,기사,11200,54.91,6314,56,,,12686,63.33,7888,52.93,,,14652,47,8743,55.5,,,2,필기+실기,1,1,0,2,3,,
사무자동화산업기사,T394,국가기술자격,400,산업기사,10619,55.6,6461,70.9,,,11142,56,6678,70.8,,,10801,54.3,6140,72.2,,,3,필기+실기,1,1,0,2,2,,
사진기능사,T395,국가기술자격,500,기능사,1515,62.7,1428,58.3,,,1637,60,1356,58,,,1576,55.6,1250,58.3,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
사출금형기사,T397,국가기술자격,300,기사,67,20.9,17,52.9,,,62,25.8,19,47.4,,,68,44.1,22,63.6,,,1,필기+실기,1,1,0,2,3,,
사출금형산업기사,T398,국가기술자격,400,산업기사,328,39,108,63,,,216,38.9,47,61.7,,,119,32.8,32,56.3,,,1,필기+실기,1,1,0,2,2,,
사회조사분석사1급,T400,국가기술자격,600,서비스,140,66.4,111,22.5,,,103,75.7,106,49.1,,,117,59,85,78.8,,,1,필기+실기,1,1,0,2,1,,
사회조사분석사2급,T401,국가기술자격,600,서비스,10999,62.8,7867,62.4,,,11310,57.1,6596,64.6,,,11114,55.7,6494,67.9,,,3,필기+실기,1,1,0,2,2,,
산림기능사,T404,국가기술자격,500,기능사,4921,56.3,2982,78,,,5118,55.5,2995,77.5,,,5090,54.9,2929,75.7,,,3,필기+실기,1,1,0,2,1,,
산림기능장,T405,국가기술자격,200,기능장,,,,,,,,,,,,,,,,,,,,,,,,0,,~2026,
산림기사,T406,국가기술자격,300,기사,5057,44.7,3071,47.3,,,5891,49.5,4429,57,,,5991,48.4,3946,62.4,,,3,필기+실기,1,1,0,2,4,,
산림기술사,T407,국가기술자격,100,기술사,119,2.5,6,33.3,,,151,6,14,64.3,,,141,3.5,8,25,,,2,필기+실기+면접,1,1,1,3,5,,
산림산업기사,T408,국가기술자격,400,산업기사,1782,35.7,922,50,,,1619,38.7,800,61.1,,,1629,38.2,760,60.7,,,3,필기+실기,1,1,0,2,3,,
산업계측제어기술사,T409,국가기술자격,100,기술사,39,17.9,15,26.7,,,46,26.1,22,27.3,,,42,4.8,14,28.6,,,1,필기+실기+면접,1,1,1,3,5,,
산업기계설비기술사,T410,국가기술자격,100,기술사,35,22.9,12,66.7,,,36,11.1,8,37.5,,,31,41.9,16,56.3,,,1,필기+실기+면접,1,1,1,3,5,,
산업안전기사,T411,국가기술자격,300,기사,54500,47.8,32473,48.3,,,80253,51.1,52776,54.3,,,86032,42.7,52956,58.9,,,3,필기+실기,1,1,0,2,4,,
산업안전산업기사,T412,국가기술자격,400,산업기사,29934,45.1,17989,43.8,,,38901,44.5,22925,46.9,,,39987,40.1,24521,42.4,,,3,필기+실기,1,1,0,2,4,,
산업위생관리기사,T413,국가기술자격,300,기사,7027,47.6,4613,57,,,10554,48.2,5598,58.5,,,12197,48.6,8354,47,,,3,필기+실기,1,1,0,2,4,,
산업위생관리기술사,T414,국가기술자격,100,기술사,168,13.1,49,18.4,,,155,12.3,49,18.4,,,160,13.8,54,24.1,,,2,필기+실기+면접,1,1,1,3,5,,
산업위생관리산업기사,T415,국가기술자격,400,산업기사,2168,33.8,902,61.5,,,2445,35.5,930,61.4,,,2144,36.9,1081,42.4,,,3,필기+실기,1,1,0,2,3,,
상하수도기술사,T416,국가기술자격,100,기술사,487,12.3,107,47.7,,,573,5.9,83,50.6,,,652,5.2,71,50.7,,,3,필기+실기+면접,1,1,1,3,5,,
생물분류기사(동물),T419,국가기술자격,300,기사,358,60.3,231,91.8,,,414,57.7,276,80.1,,,366,63.9,276,94.6,,,1,필기+실기,1,1,0,2,1,,
생물분류기사(식물),T420,국가기술자격,300,기사,320,61.9,231,68.4,,,354,58.5,257,65.8,,,310,67.7,254,70.5,,,1,필기+실기,1,1,0,2,2,,
서비스.경험디자인기사,T421,국가기술자격,300,기사,,,,,,,780,72.3,455,50.3,,,,,,,,,1,필기+실기,1,1,0,2,2,,
석공기능사,T422,국가기술자격,500,기능사,245,59.2,,,,,128,54.7,,,,,122,63.1,,,,,1,필기+실기,1,1,0,2,1,,
석공예기능사,T423,국가기술자격,500,기능사,0,0,2,50,,,1,100,1,100,,,,,,,,,1,필기+실기,1,1,0,2,1,폐지예정,
선박기관정비기능사,T424,국가기술자격,500,기능사,41,34.1,77,94.8,,,44,45.5,62,90.3,,,73,46.6,63,85.7,,,2,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
선체건조기능사,T425,국가기술자격,500,기능사,11,54.5,37,89.2,,,12,50,22,86.4,,,13,15.4,25,84,,,2,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
선체설계기능사,T426,국가기술자격,500,기능사,16,62.5,10,80,,,12,75,14,85.7,,,14,57.1,17,82.4,,,2,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
설비보전기능사,T427,국가기술자격,500,기능사,4154,39.9,2581,53.9,,,4681,37.8,2405,54.3,,,5457,33,2649,54.1,,,5,필기+실기,1,1,0,2,3,"기계정비기능사(구), 특성화고 필기면제자 검정 포함(일반인 응시 불가)",
설비보전기사,T428,국가기술자격,300,기사,5003,46,3000,56.1,,,9369,50.3,5641,57.8,,,13421,47.2,9363,58.5,,,3,필기+실기,1,1,0,2,4,,
설비보전산업기사,T429,국가기술자격,400,산업기사,5493,40.8,2406,69.5,,,6374,39.7,2783,71.6,,,7176,39.5,3170,73.5,,,3,필기+실기,1,1,0,2,3,,
섬유기사,T430,국가기술자격,300,기사,0,0,0,0,,,14,28.6,4,75,,,,,,,,,1,필기+실기,1,1,0,2,4,격년제,
섬유기술사,T431,국가기술자격,100,기술사,11,45.5,6,50,,,9,44.4,6,83.3,,,11,36.4,5,80,,,1,필기+실기+면접,1,1,1,3,4,,
섬유디자인산업기사,T432,국가기술자격,400,산업기사,0,0,2,100,,,15,53.3,5,100,,,0,0,1,100,,,1,필기+실기,1,1,0,2,1,,
섬유산업기사,T433,국가기술자격,400,산업기사,0,0,0,0,,,11,27.3,3,66.7,,,0,0,1,100,,,1,필기+실기,1,1,0,2,3,2022년x,
세라믹기술사,T435,국가기술자격,100,기술사,3,66.7,3,33.3,,,7,42.9,5,40,,,4,0,2,0,,,1,필기+실기,1,1,0,2,4,,
세탁기능사,T436,국가기술자격,500,기능사,534,63.1,351,88.6,,,703,62.7,442,88,,,698,63.8,440,86.8,,,3,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
소방기술사,T437,국가기술자격,100,기술사,2310,0.8,50,50,,,2964,1.2,76,30.3,,,3134,0.7,67,50.7,,,3,필기+실기+면접,1,1,0,2,5,,
소방설비기사(기계분야),T439,국가기술자격,300,기사,17523,46.8,15080,15.6,,,23350,45.7,20510,26.6,,,20888,46.3,18587,24.2,,,3,필기+실기,1,1,0,2,5,,
소방설비기사(전기분야),T441,국가기술자격,300,기사,26517,44.9,21427,42.4,,,32202,49.4,20843,41.6,,,30163,46.5,24518,41.3,,,3,필기+실기,1,1,0,2,4,,
소방설비산업기사(기계분야),T442,국가기술자격,400,산업기사,3587,38.1,1983,28.6,,,4240,40.5,2241,32.5,,,3688,38.7,1960,42.5,,,3,필기+실기,1,1,0,2,4,,
소방설비산업기사(전기분야),T443,국가기술자격,400,산업기사,7413,46.6,4244,46.4,,,8281,44.6,4828,28.4,,,7970,40.1,5437,30.2,,,3,필기+실기,1,1,0,2,4,,
소비자전문상담사1급,T444,국가기술자격,600,서비스,28,82.1,29,41.4,,,38,55.3,27,33.3,,,34,55.9,26,38.5,,,1,필기+실기,1,1,0,2,2,,
소비자전문상담사2급,T445,국가기술자격,600,서비스,489,53.8,271,62,,,391,59.3,232,37.1,,,430,51.2,236,41.5,,,2,필기+실기,1,1,0,2,2,,
소음진동기사,T446,국가기술자격,300,기사,365,50.1,239,47.3,,,369,47.4,252,46.8,,,323,44.6,207,36.7,,,2,필기+실기,1,1,0,2,3,,
소음진동기술사,T447,국가기술자격,100,기술사,33,9.1,5,40,,,49,8.2,6,50,,,60,11.7,9,66.7,,,1,필기+실기,1,1,0,2,5,,
소음진동산업기사,T448,국가기술자격,400,산업기사,0,0,3,66.7,,,31,45.2,13,38.5,,,0,0,2,0,,,1,필기+실기,1,1,0,2,3,,
수산양식기능사,T450,국가기술자격,500,기능사,60,46.7,120,92.5,,,57,35.1,82,92.7,,,48,47.9,100,99,,,2,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
수산양식기사,T451,국가기술자격,300,기사,675,43.4,523,25.4,,,778,43.3,445,25.4,,,720,41.8,431,53.1,,,2,필기+실기,1,1,0,2,4,,
수산양식기술사,T452,국가기술자격,100,기술사,5,20,1,100,,,3,33.3,1,100,,,6,83.3,5,60,,,1,필기+실기,1,1,0,2,2,,
수산양식산업기사,T453,국가기술자격,400,산업기사,70,42.9,34,41.2,,,76,30.3,18,55.6,,,74,31.1,16,31.3,,,1,필기+실기,1,1,0,2,3,,
수산제조기사,T454,국가기술자격,300,기사,0,0,3,66.7,,,50,36,14,85.7,,,0,0,1,100,,,1,필기+실기,1,1,0,2,2,,
수산제조기술사,T455,국가기술자격,100,기술사,7,71.4,6,50,,,5,80,7,42.9,,,12,25,6,66.7,,,1,필기+실기+면접,1,1,1,3,4,,
수자원개발기술사,T456,국가기술자격,100,기술사,251,12.7,38,81.6,,,281,4.6,20,85,,,340,8.5,37,75.7,,,2,필기+실기,1,1,0,2,4,,
수질관리기술사,T457,국가기술자격,100,기술사,120,7.5,24,50,,,135,8.1,22,45.5,,,135,5.2,14,78.6,,,2,필기+실기+면접,1,1,1,3,5,,
수질환경기사,T460,국가기술자격,300,기사,9089,30.3,4452,50.5,,,8827,29.6,4897,25,,,9002,31.9,5463,37.9,,,3,필기+실기,1,1,0,2,5,,
수질환경산업기사,T461,국가기술자격,400,산업기사,1623,27.7,679,47,,,1433,24.9,559,27,,,1340,23.6,180,31,,,3,필기+실기,1,1,0,2,4,,
스마트공장기능사,T462,국가기술자격,500,기능사,,,,,,,,,,,,,,,,,,,,,,,,0,,~2026,
스마트공장산업기사,T463,국가기술자격,400,산업기사,,,,,,,,,,,,,,,,,,,,,,,,0,,~2026,
스포츠경영관리사,T464,국가기술자격,600,서비스,1961,63.1,1494,38,,,1996,64.2,1520,33.5,,,2345,53.3,1312,31.1,,,3,필기+실기,1,1,0,2,3,,
승강기기능사,T465,국가기술자격,500,기능사,10786,41.3,5629,77.8,,,13009,40,5934,78.2,,,14112,35.9,5919,79.8,,,5,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
승강기기사,T466,국가기술자격,300,기사,1498,28.1,911,34.5,,,1353,33,668,38.8,,,1154,31.4,736,23.4,,,3,필기+실기,1,1,0,2,4,,
승강기산업기사,T467,국가기술자격,400,산업기사,782,20.2,87,34,,,557,14.5,149,35.6,,,477,16.6,107,49.5,,,3,필기+실기,1,1,0,2,4,,
시각디자인기사,T468,국가기술자격,300,기사,346,68.5,234,61.5,,,337,63.8,206,52.4,,,381,60.9,236,39,,,1,필기+실기,1,1,0,2,2,,
시각디자인산업기사,T469,국가기술자격,400,산업기사,703,66.1,540,57.6,,,583,75,450,53.8,,,644,63.7,432,50.7,,,3,필기+실기,1,1,0,2,2,,
시설원예기사,T471,국가기술자격,300,기사,115,45.2,70,12.9,,,219,46.1,94,29.8,,,264,33.3,93,35.5,,,1,필기+실기,1,1,0,2,4,,
시설원예기술사,T473,국가기술자격,100,기술사,31,22.6,12,50,,,31,19.4,10,30,,,36,5.6,7,42.9,,,1,필기+실기+면접,1,1,1,3,5,,
시추기능사,T474,국가기술자격,500,기능사,70,37,20,65,,,39,26,18,89,,,40,38,11,82,,,1,필기+실기,1,1,0,2,1,,
식물보호기사,T476,국가기술자격,300,기사,3952,57,3380,50,,,4264,54.4,3180,38.1,,,4716,54.7,3922,48.8,,,3,필기+실기,1,1,0,2,4,,
식물보호산업기사,T477,국가기술자격,400,산업기사,2831,57.9,2122,64.5,,,3208,57.9,912,39.8,,,3114,39.6,2071,49.7,,,3,필기+실기,1,1,0,2,3,,
식육가공기사,T479,국가기술자격,300,기사,72,50,30,73.3,,,92,51.1,33,72.7,,,53,50.9,27,96.3,,,1,필기+실기,1,1,0,2,2,,
식육처리기능사,T480,국가기술자격,500,기능사,1252,61.4,680,55,,,1424,61.5,739,60.8,,,1534,56,822,56.2,,,3,필기+실기,1,1,0,2,2,,
식품가공기능사,T482,국가기술자격,500,기능사,1346,65.3,1573,87.2,,,1531,60.9,1681,81.4,,,1544,56.3,1616,80.4,,,4,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
식품기술사,T486,국가기술자격,100,기술사,139,22.3,54,35.2,,,164,24.4,80,36.3,,,183,9.3,65,30.8,,,2,필기+실기+면접,1,1,1,3,5,,
식품산업기사,T487,국가기술자격,400,산업기사,2309,41.3,976,82.3,,,2190,36.2,800,80.5,,,1887,37.8,685,78.7,,,3,필기+실기,1,1,0,2,2,,
식품안전기사,T488,국가기술자격,300,기사,6811,42,5661,33.9,,,9022,41.9,5517,26.6,,,9379,39.9,6869,18.3,,,3,필기+실기,1,1,0,2,5,,
신발산업기사,T489,국가기술자격,400,산업기사,34,73.5,22,77.3,,,46,65.2,23,78.3,,,36,72.2,25,84,,,1,필기+실기,1,1,0,2,1,,
신발제조기능사,T491,국가기술자격,500,기능사,11,72.7,10,100,,,33,60.6,35,97.1,,,24,70.8,30,96.7,,,2,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
신재생에너지발전설비기능사(태양광),T493,국가기술자격,500,기능사,2252,56.2,1784,37.8,,,2870,57,1974,48.9,,,2951,49.7,1759,51.5,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
신재생에너지발전설비기사(태양광),T494,국가기술자격,300,기사,2832,44.1,2055,36.4,,,2623,57.3,2032,48.8,,,2318,49.5,2028,41.2,,,3,필기+실기,1,1,0,2,4,,
신재생에너지발전설비산업기사(태양광),T496,국가기술자격,400,산업기사,1545,31.3,1151,21.7,,,1595,31.5,1030,29.7,,,1539,29.6,902,34.3,,,3,필기+실기,1,1,0,2,4,,
실내건축기능사,T498,국가기술자격,500,기능사,4197,65.9,1927,68.7,,,4123,66.8,2072,70,,,4069,65.5,1982,77.4,,,5,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
실내건축기사,T499,국가기술자격,300,기사,3538,48.5,1969,58,,,3921,57.3,2121,53.7,,,3774,58.4,2457,47,,,3,필기+실기,1,1,0,2,3,,
실내건축산업기사,T500,국가기술자격,400,산업기사,2004,30.8,651,60.4,,,2069,32.5,590,47.5,,,1917,35.7,646,53.7,,,3,필기+실기,1,1,0,2,3,,
