relation_id,major_id,domain_sub_label_id,domain_label_candidate,is_active
m2d_01467,major_qnet_3151,domain_0033,디자인,True
m2d_01468,major_qnet_3152,domain_0033,디자인,True
m2d_01469,major_qnet_3154,domain_0033,디자인,True
m2d_01470,major_qnet_3157,domain_0033,디자인,True
m2d_01471,major_qnet_3158,domain_0033,디자인,True
m2d_01472,major_qnet_3160,domain_0033,디자인,True
m2d_01473,major_qnet_3161,domain_0033,디자인,True
m2d_01474,major_qnet_3165,domain_0008,화공,True
m2d_01475,major_qnet_3166,domain_0006,생산관리,True
m2d_01476,major_qnet_3168,domain_0006,기계,True
m2d_01477,major_qnet_3169,domain_0005,전기,True
m2d_01478,major_qnet_3171,domain_0005,전자,True
m2d_01479,major_qnet_3172,domain_0005,전기,True
m2d_01480,major_qnet_3173,domain_0005,전자,True
m2d_01481,major_qnet_3176,domain_0034,방송,True
m2d_01482,major_qnet_3177,domain_0008,화공,True
m2d_01483,major_qnet_3178,domain_0008,화공,True
m2d_01484,major_qnet_3179,domain_0033,디자인,True
m2d_01485,major_qnet_3180,domain_0034,방송,True
m2d_01486,major_qnet_3181,domain_0008,화공,True
m2d_01487,major_qnet_3184,domain_0005,전자,True
m2d_01488,major_qnet_3185,domain_0033,디자인,True
m2d_01489,major_qnet_3186,domain_0008,화공,True
m2d_01490,major_qnet_3187,domain_0033,디자인,True
m2d_01491,major_qnet_3188,domain_0033,디자인,True
m2d_01492,major_qnet_3190,domain_0034,방송,True
m2d_01493,major_qnet_3191,domain_0033,디자인,True
m2d_01494,major_qnet_3192,domain_0033,디자인,True
m2d_01495,major_qnet_3193,domain_0034,방송,True
m2d_01496,major_qnet_3195,domain_0034,방송,True
m2d_01497,major_qnet_3197,domain_0005,전자,True
m2d_01498,major_qnet_3199,domain_0005,전자,True
m2d_01499,major_qnet_3200,domain_0005,전자,True
m2d_01500,major_qnet_3201,domain_0005,전자,True
m2d_01501,major_qnet_3202,domain_0033,디자인,True
m2d_01502,major_qnet_3203,domain_0033,디자인,True
m2d_01503,major_qnet_3204,domain_0005,전자,True
m2d_01504,major_qnet_3205,domain_0034,방송,True
m2d_01505,major_qnet_3206,domain_0005,전자,True
m2d_01506,major_qnet_3208,domain_0005,전자,True
m2d_01507,major_qnet_3210,domain_0005,전자,True
m2d_01508,major_qnet_3211,domain_0004,정보통신,True
m2d_01509,major_qnet_3212,domain_0004,정보통신,True
m2d_01510,major_qnet_3214,domain_0005,전자,True
m2d_01511,major_qnet_3215,domain_0005,전자,True
m2d_01512,major_qnet_3216,domain_0005,전자,True
m2d_01513,major_qnet_3217,domain_0005,전자,True
m2d_01514,major_qnet_3219,domain_0005,전자,True
m2d_01515,major_qnet_3222,domain_0034,방송,True
m2d_01516,major_qnet_3223,domain_0034,방송,True
m2d_01517,major_qnet_3224,domain_0005,전자,True
m2d_01518,major_qnet_3225,domain_0005,전자,True
m2d_01519,major_qnet_3226,domain_0005,전자,True
m2d_01520,major_qnet_3228,domain_0005,전자,True
m2d_01521,major_qnet_3230,domain_0005,전자,True
m2d_01522,major_qnet_3231,domain_0005,전자,True
m2d_01523,major_qnet_3232,domain_0005,전자,True
m2d_01524,major_qnet_3235,domain_0005,전자,True
m2d_01525,major_qnet_3236,domain_0005,전자,True
m2d_01526,major_qnet_3237,domain_0005,전자,True
m2d_01527,major_qnet_3240,domain_0005,전자,True
m2d_01528,major_qnet_3241,domain_0005,전자,True
m2d_01529,major_qnet_3242,domain_0005,전자,True
m2d_01530,major_qnet_3243,domain_0005,전자,True
m2d_01531,major_qnet_3244,domain_0005,전자,True
m2d_01532,major_qnet_3246,domain_0005,전자,True
m2d_01533,major_qnet_3247,domain_0005,전자,True
m2d_01534,major_qnet_3250,domain_0005,전자,True
m2d_01535,major_qnet_3252,domain_0005,전자,True
m2d_01536,major_qnet_3253,domain_0005,전자,True
m2d_01537,major_qnet_3255,domain_0005,전자,True
m2d_01538,major_qnet_3256,domain_0005,전자,True
m2d_01539,major_qnet_3257,domain_0005,전자,True
m2d_01540,major_qnet_3258,domain_0005,전자,True
m2d_01541,major_qnet_3260,domain_0005,전자,True
m2d_01542,major_qnet_3261,domain_0005,전자,True
m2d_01543,major_qnet_3262,domain_0005,전자,True
m2d_01544,major_qnet_3263,domain_0005,전자,True
m2d_01545,major_qnet_3264,domain_0005,전자,True
m2d_01546,major_qnet_3265,domain_0034,방송,True
m2d_01547,major_qnet_3266,domain_0010,건축,True
m2d_01548,major_qnet_3267,domain_0010,건축,True
m2d_01549,major_qnet_3268,domain_0010,건축,True
m2d_01550,major_qnet_3269,domain_0010,건축,True
m2d_01551,major_qnet_3271,domain_0010,건축,True
m2d_01552,major_qnet_3272,domain_0010,건축,True
m2d_01553,major_qnet_3273,domain_0033,디자인,True
m2d_01554,major_qnet_3274,domain_0033,디자인,True
m2d_01555,major_qnet_3275,domain_0033,디자인,True
m2d_01556,major_qnet_3276,domain_0010,건축,True
m2d_01557,major_qnet_3277,domain_0033,디자인,True
m2d_01558,major_qnet_3278,domain_0033,디자인,True
m2d_01559,major_qnet_3279,domain_0033,디자인,True
m2d_01560,major_qnet_3280,domain_0033,디자인,True
m2d_01561,major_qnet_3281,domain_0010,건축,True
m2d_01562,major_qnet_3282,domain_0006,생산관리,True
m2d_01563,major_qnet_3283,domain_0033,디자인,True
m2d_01564,major_qnet_3284,domain_0033,디자인,True
m2d_01565,major_qnet_3286,domain_0010,건축,True
m2d_01566,major_qnet_3288,domain_0033,디자인,True
m2d_01567,major_qnet_3289,domain_0005,전기,True
m2d_01568,major_qnet_3290,domain_0006,기계,True
m2d_01569,major_qnet_3291,domain_0030,조리,True
m2d_01570,major_qnet_3292,domain_0005,전자,True
m2d_01571,major_qnet_3295,domain_0005,전자,True
m2d_01572,major_qnet_3296,domain_0011,조경,True
m2d_01573,major_qnet_3297,domain_0011,조경,True
m2d_01574,major_qnet_3298,domain_0011,조경,True
m2d_01575,major_qnet_3299,domain_0011,조경,True
m2d_01576,major_qnet_3300,domain_0011,조경,True
m2d_01577,major_qnet_3301,domain_0033,디자인,True
m2d_01578,major_qnet_3302,domain_0006,기계,True
m2d_01579,major_qnet_3303,domain_0013,자동차,True
m2d_01580,major_qnet_3304,domain_0013,자동차,True
m2d_01581,major_qnet_3305,domain_0013,자동차,True
m2d_01582,major_qnet_3309,domain_0013,자동차,True
m2d_01583,major_qnet_3310,domain_0013,자동차,True
m2d_01584,major_qnet_3313,domain_0033,디자인,True
m2d_01585,major_qnet_3314,domain_0013,자동차,True
m2d_01586,major_qnet_3315,domain_0013,자동차,True
m2d_01587,major_qnet_3316,domain_0013,자동차,True
m2d_01588,major_qnet_3319,domain_0013,자동차,True
m2d_01589,major_qnet_3320,domain_0013,자동차,True
m2d_01590,major_qnet_3321,domain_0013,자동차,True
m2d_01591,major_qnet_3322,domain_0013,자동차,True
m2d_01592,major_qnet_3323,domain_0013,자동차,True
m2d_01593,major_qnet_3324,domain_0013,자동차,True
m2d_01594,major_qnet_3325,domain_0013,자동차,True
m2d_01595,major_qnet_3326,domain_0013,자동차,True
m2d_01596,major_qnet_3327,domain_0013,자동차,True
m2d_01597,major_qnet_3328,domain_0013,자동차,True
m2d_01598,major_qnet_3329,domain_0013,자동차,True
m2d_01599,major_qnet_3330,domain_0013,자동차,True
m2d_01600,major_qnet_3332,domain_0013,자동차,True
m2d_01601,major_qnet_3334,domain_0013,자동차,True
m2d_01602,major_qnet_3335,domain_0013,자동차,True
m2d_01603,major_qnet_3336,domain_0013,자동차,True
m2d_01604,major_qnet_3337,domain_0013,자동차,True
m2d_01605,major_qnet_3338,domain_0013,자동차,True
m2d_01606,major_qnet_3339,domain_0013,자동차,True
m2d_01607,major_qnet_3340,domain_0013,자동차,True
m2d_01608,major_qnet_3341,domain_0013,자동차,True
m2d_01609,major_qnet_3343,domain_0006,기계,True
m2d_01610,major_qnet_3345,domain_0006,기계,True
m2d_01611,major_qnet_3346,domain_0006,기계,True
m2d_01612,major_qnet_3347,domain_0006,기계,True
m2d_01613,major_qnet_3348,domain_0006,기계,True
m2d_01614,major_qnet_3349,domain_0006,기계,True
m2d_01615,major_qnet_3351,domain_0006,기계,True
m2d_01616,major_qnet_3352,domain_0006,용접,True
m2d_01617,major_qnet_3354,domain_0006,기계,True
m2d_01618,major_qnet_3355,domain_0006,기계,True
m2d_01619,major_qnet_3356,domain_0004,정보통신,True
m2d_01620,major_qnet_3357,domain_0012,환경,True
m2d_01621,major_qnet_3358,domain_0012,환경,True
m2d_01622,major_qnet_3359,domain_0038,농업,True
m2d_01623,major_qnet_3360,domain_0038,농업,True
m2d_01624,major_qnet_3361,domain_0011,토목,True
m2d_01625,major_qnet_3362,domain_0011,토목,True
m2d_01626,major_qnet_3363,domain_0012,환경,True
m2d_01627,major_qnet_3364,domain_0030,조리,True
m2d_01628,major_qnet_3365,domain_0011,토목,True
m2d_01629,major_qnet_3366,domain_0011,토목,True
m2d_01630,major_qnet_3367,domain_0011,토목,True
m2d_01631,major_qnet_3368,domain_0011,토목,True
m2d_01632,major_qnet_3369,domain_0011,토목,True
m2d_01633,major_qnet_3370,domain_0038,축산,True
m2d_01634,major_qnet_3371,domain_0038,축산,True
m2d_01635,major_qnet_3372,domain_0011,토목,True
m2d_01636,major_qnet_3373,domain_0011,토목,True
m2d_01637,major_qnet_3375,domain_0011,조경,True
m2d_01638,major_qnet_3376,domain_0011,조경,True
m2d_01639,major_qnet_3377,domain_0011,토목,True
m2d_01640,major_qnet_3378,domain_0011,토목,True
m2d_01641,major_qnet_3379,domain_0011,토목,True
m2d_01642,major_qnet_3380,domain_0011,토목,True
m2d_01643,major_qnet_3381,domain_0033,디자인,True
m2d_01644,major_qnet_3382,domain_0008,화공,True
m2d_01645,major_qnet_3383,domain_0038,농업,True
m2d_01646,major_qnet_3384,domain_0008,화공,True
m2d_01647,major_qnet_3385,domain_0008,화공,True
m2d_01648,major_qnet_3386,domain_0008,화공,True
m2d_01649,major_qnet_3387,domain_0038,농업,True
m2d_01650,major_qnet_3388,domain_0033,디자인,True
m2d_01651,major_qnet_3389,domain_0033,디자인,True
m2d_01652,major_qnet_3395,domain_0006,생산관리,True
m2d_01653,major_qnet_3403,domain_0030,조리,True
m2d_01654,major_qnet_3405,domain_0005,전기,True
m2d_01655,major_qnet_3406,domain_0006,기계,True
m2d_01656,major_qnet_3407,domain_0005,전기,True
m2d_01657,major_qnet_3408,domain_0005,전기,True
m2d_01658,major_qnet_3409,domain_0005,전기,True
m2d_01659,major_qnet_3410,domain_0005,전기,True
m2d_01660,major_qnet_3411,domain_0005,전기,True
m2d_01661,major_qnet_3413,domain_0005,전기,True
m2d_01662,major_qnet_3414,domain_0005,전기,True
m2d_01663,major_qnet_3415,domain_0005,전기,True
m2d_01664,major_qnet_3417,domain_0005,전기,True
m2d_01665,major_qnet_3419,domain_0005,전기,True
m2d_01666,major_qnet_3420,domain_0006,기계,True
m2d_01667,major_qnet_3421,domain_0005,전기,True
m2d_01668,major_qnet_3422,domain_0005,전기,True
m2d_01669,major_qnet_3423,domain_0005,전기,True
m2d_01670,major_qnet_3424,domain_0005,전기,True
m2d_01671,major_qnet_3426,domain_0005,전기,True
m2d_01672,major_qnet_3427,domain_0006,기계,True
m2d_01673,major_qnet_3428,domain_0005,전기,True
m2d_01674,major_qnet_3429,domain_0005,전기,True
m2d_01675,major_qnet_3430,domain_0006,생산관리,True
m2d_01676,major_qnet_3431,domain_0006,생산관리,True
m2d_01677,major_qnet_3432,domain_0006,생산관리,True
m2d_01678,major_qnet_3433,domain_0006,생산관리,True
m2d_01679,major_qnet_3439,domain_0005,전기,True
m2d_01680,major_qnet_3440,domain_0005,전기,True
m2d_01681,major_qnet_3441,domain_0006,기계,True
m2d_01682,major_qnet_3442,domain_0005,전기,True
m2d_01683,major_qnet_3444,domain_0005,전기,True
m2d_01684,major_qnet_3445,domain_0005,전기,True
m2d_01685,major_qnet_3448,domain_0006,기계,True
m2d_01686,major_qnet_3449,domain_0005,전기,True
m2d_01687,major_qnet_3450,domain_0006,기계,True
m2d_01688,major_qnet_3453,domain_0006,기계,True
m2d_01689,major_qnet_3455,domain_0005,전기,True
m2d_01690,major_qnet_3458,domain_0005,전기,True
m2d_01691,major_qnet_3459,domain_0005,전기,True
m2d_01692,major_qnet_3462,domain_0005,전기,True
m2d_01693,major_qnet_3463,domain_0005,전기,True
m2d_01694,major_qnet_3464,domain_0005,전기,True
m2d_01695,major_qnet_3469,domain_0005,전기,True
m2d_01696,major_qnet_3471,domain_0005,전기,True
m2d_01697,major_qnet_3472,domain_0005,전기,True
m2d_01698,major_qnet_3473,domain_0005,전기,True
m2d_01699,major_qnet_3475,domain_0005,전기,True
m2d_01700,major_qnet_3476,domain_0005,전기,True
m2d_01701,major_qnet_3477,domain_0005,전기,True
m2d_01702,major_qnet_3478,domain_0005,전기,True
m2d_01703,major_qnet_3479,domain_0005,전기,True
m2d_01704,major_qnet_3481,domain_0006,기계,True
m2d_01705,major_qnet_3482,domain_0006,기계,True
m2d_01706,major_qnet_3483,domain_0005,전기,True
m2d_01707,major_qnet_3484,domain_0006,생산관리,True
m2d_01708,major_qnet_3485,domain_0005,전기,True
m2d_01709,major_qnet_3486,domain_0005,전기,True
m2d_01710,major_qnet_3487,domain_0005,전기,True
m2d_01711,major_qnet_3488,domain_0005,전기,True
m2d_01712,major_qnet_3489,domain_0005,전자,True
m2d_01713,major_qnet_3491,domain_0005,전자,True
m2d_01714,major_qnet_3492,domain_0005,전자,True
m2d_01715,major_qnet_3493,domain_0005,전자,True
m2d_01716,major_qnet_3494,domain_0005,전자,True
m2d_01717,major_qnet_3495,domain_0005,전자,True
m2d_01718,major_qnet_3496,domain_0005,전자,True
m2d_01719,major_qnet_3497,domain_0005,전자,True
m2d_01720,major_qnet_3498,domain_0005,전자,True
m2d_01721,major_qnet_3499,domain_0005,전자,True
m2d_01722,major_qnet_3501,domain_0005,전자,True
m2d_01723,major_qnet_3502,domain_0005,전자,True
m2d_01724,major_qnet_3504,domain_0006,기계,True
m2d_01725,major_qnet_3505,domain_0010,건축,True
m2d_01726,major_qnet_3506,domain_0005,전자,True
m2d_01727,major_qnet_3507,domain_0005,전자,True
m2d_01728,major_qnet_3508,domain_0006,기계,True
m2d_01729,major_qnet_3509,domain_0006,기계,True
m2d_01730,major_qnet_3510,domain_0005,전자,True
m2d_01731,major_qnet_3511,domain_0005,전자,True
m2d_01732,major_qnet_3514,domain_0005,전자,True
m2d_01733,major_qnet_3515,domain_0005,전자,True
m2d_01734,major_qnet_3516,domain_0005,전자,True
m2d_01735,major_qnet_3517,domain_0005,전자,True
m2d_01736,major_qnet_3519,domain_0005,전자,True
m2d_01737,major_qnet_3522,domain_0005,전자,True
m2d_01738,major_qnet_3523,domain_0005,전자,True
m2d_01739,major_qnet_3525,domain_0005,전자,True
m2d_01740,major_qnet_3527,domain_0005,전자,True
m2d_01741,major_qnet_3528,domain_0033,디자인,True
m2d_01742,major_qnet_3530,domain_0006,기계,True
m2d_01743,major_qnet_3531,domain_0006,기계,True
m2d_01744,major_qnet_3532,domain_0005,전자,True
m2d_01745,major_qnet_3533,domain_0005,전기,True
m2d_01746,major_qnet_3535,domain_0005,전자,True
m2d_01747,major_qnet_3536,domain_0005,전자,True
m2d_01748,major_qnet_3537,domain_0005,전자,True
m2d_01749,major_qnet_3539,domain_0005,전자,True
m2d_01750,major_qnet_3540,domain_0005,전자,True
m2d_01751,major_qnet_3541,domain_0005,전자,True
m2d_01752,major_qnet_3542,domain_0006,기계,True
m2d_01753,major_qnet_3543,domain_0005,전자,True
m2d_01754,major_qnet_3544,domain_0033,디자인,True
m2d_01755,major_qnet_3545,domain_0005,전자,True
m2d_01756,major_qnet_3546,domain_0005,전자,True
m2d_01757,major_qnet_3548,domain_0005,전자,True
m2d_01758,major_qnet_3549,domain_0005,전자,True
m2d_01759,major_qnet_3550,domain_0005,전기,True
m2d_01760,major_qnet_3551,domain_0005,전자,True
m2d_01761,major_qnet_3552,domain_0042,항공,True
m2d_01762,major_qnet_3553,domain_0004,정보통신,True
m2d_01763,major_qnet_3555,domain_0005,전자,True
m2d_01764,major_qnet_3561,domain_0005,전자,True
m2d_01765,major_qnet_3562,domain_0005,전자,True
m2d_01766,major_qnet_3568,domain_0005,전기,True
m2d_01767,major_qnet_3569,domain_0005,전기,True
m2d_01768,major_qnet_3570,domain_0005,전기,True
m2d_01769,major_qnet_3571,domain_0006,기계,True
m2d_01770,major_qnet_3573,domain_0005,전기,True
m2d_01771,major_qnet_3575,domain_0005,전자,True
m2d_01772,major_qnet_3576,domain_0005,전자,True
m2d_01773,major_qnet_3577,domain_0005,전자,True
m2d_01774,major_qnet_3579,domain_0005,전자,True
m2d_01775,major_qnet_3580,domain_0005,전자,True
m2d_01776,major_qnet_3581,domain_0005,전자,True
m2d_01777,major_qnet_3584,domain_0005,전자,True
m2d_01778,major_qnet_3585,domain_0005,전자,True
m2d_01779,major_qnet_3586,domain_0005,전자,True
m2d_01780,major_qnet_3587,domain_0005,전자,True
m2d_01781,major_qnet_3588,domain_0005,전자,True
m2d_01782,major_qnet_3589,domain_0005,전자,True
m2d_01783,major_qnet_3590,domain_0005,전자,True
m2d_01784,major_qnet_3591,domain_0005,전기,True
m2d_01785,major_qnet_3594,domain_0005,전자,True
m2d_01786,major_qnet_3595,domain_0005,전자,True
m2d_01787,major_qnet_3596,domain_0005,전자,True
m2d_01788,major_qnet_3598,domain_0005,전자,True
m2d_01789,major_qnet_3600,domain_0005,전기,True
m2d_01790,major_qnet_3601,domain_0005,전기,True
m2d_01791,major_qnet_3602,domain_0005,전자,True
m2d_01792,major_qnet_3603,domain_0006,생산관리,True
m2d_01793,major_qnet_3604,domain_0005,전자,True
m2d_01794,major_qnet_3605,domain_0005,전자,True
m2d_01795,major_qnet_3606,domain_0005,전자,True
m2d_01796,major_qnet_3609,domain_0005,전자,True
m2d_01797,major_qnet_3612,domain_0005,전자,True
m2d_01798,major_qnet_3613,domain_0005,전기,True
m2d_01799,major_qnet_3615,domain_0005,전자,True
m2d_01800,major_qnet_3616,domain_0005,전자,True
m2d_01801,major_qnet_3617,domain_0005,전자,True
m2d_01802,major_qnet_3619,domain_0006,생산관리,True
m2d_01803,major_qnet_3623,domain_0005,전자,True
m2d_01804,major_qnet_3624,domain_0038,농업,True
m2d_01805,major_qnet_3625,domain_0033,디자인,True
m2d_01806,major_qnet_3626,domain_0033,디자인,True
m2d_01807,major_qnet_3627,domain_0030,조리,True
m2d_01808,major_qnet_3628,domain_0032,의복,True
m2d_01809,major_qnet_3629,domain_0033,디자인,True
m2d_01810,major_qnet_3630,domain_0038,농업,True
m2d_01811,major_qnet_3631,domain_0038,농업,True
m2d_01812,major_qnet_3632,domain_0038,농업,True
m2d_01813,major_qnet_3633,domain_0034,방송,True
m2d_01814,major_qnet_3634,domain_0033,디자인,True
m2d_01815,major_qnet_3635,domain_0011,조경,True
m2d_01816,major_qnet_3636,domain_0030,조리,True
m2d_01817,major_qnet_3637,domain_0033,디자인,True
m2d_01818,major_qnet_3638,domain_0033,디자인,True
m2d_01819,major_qnet_3639,domain_0005,전기,True
m2d_01820,major_qnet_3640,domain_0005,전기,True
m2d_01821,major_qnet_3641,domain_0005,전자,True
m2d_01822,major_qnet_3642,domain_0005,전자,True
m2d_01823,major_qnet_3643,domain_0005,전자,True
m2d_01824,major_qnet_3644,domain_0005,전자,True
m2d_01825,major_qnet_3645,domain_0005,전자,True
m2d_01826,major_qnet_3647,domain_0005,전기,True
m2d_01827,major_qnet_3648,domain_0008,화공,True
m2d_01828,major_qnet_3649,domain_0006,기계,True
m2d_01829,major_qnet_3651,domain_0006,기계,True
m2d_01830,major_qnet_3652,domain_0006,기계,True
m2d_01831,major_qnet_3654,domain_0006,기계,True
m2d_01832,major_qnet_3655,domain_0006,기계,True
m2d_01833,major_qnet_3656,domain_0006,기계,True
m2d_01834,major_qnet_3657,domain_0008,화공,True
m2d_01835,major_qnet_3658,domain_0008,화공,True
m2d_01836,major_qnet_3660,domain_0008,화공,True
m2d_01837,major_qnet_3662,domain_0005,전자,True
m2d_01838,major_qnet_3663,domain_0005,전자,True
m2d_01839,major_qnet_3664,domain_0004,정보통신,True
m2d_01840,major_qnet_3665,domain_0005,전자,True
m2d_01841,major_qnet_3669,domain_0006,생산관리,True
m2d_01842,major_qnet_3671,domain_0006,기계,True
m2d_01843,major_qnet_3674,domain_0005,전자,True
m2d_01844,major_qnet_3675,domain_0005,전자,True
m2d_01845,major_qnet_3676,domain_0005,전자,True
m2d_01846,major_qnet_3678,domain_0005,전자,True
m2d_01847,major_qnet_3679,domain_0005,전자,True
m2d_01848,major_qnet_3680,domain_0005,전자,True
m2d_01849,major_qnet_3682,domain_0005,전자,True
m2d_01850,major_qnet_3683,domain_0006,기계,True
m2d_01851,major_qnet_3684,domain_0005,전자,True
m2d_01852,major_qnet_3686,domain_0005,전자,True
m2d_01853,major_qnet_3687,domain_0034,방송,True
m2d_01854,major_qnet_3688,domain_0005,전자,True
m2d_01855,major_qnet_3689,domain_0005,전자,True
m2d_01856,major_qnet_3690,domain_0005,전자,True
m2d_01857,major_qnet_3691,domain_0005,전자,True
m2d_01858,major_qnet_3692,domain_0005,전자,True
m2d_01859,major_qnet_3693,domain_0005,전자,True
m2d_01860,major_qnet_3694,domain_0005,전자,True
m2d_01861,major_qnet_3695,domain_0005,전자,True
m2d_01862,major_qnet_3696,domain_0005,전자,True
m2d_01863,major_qnet_3697,domain_0005,전자,True
m2d_01864,major_qnet_3698,domain_0005,전자,True
m2d_01865,major_qnet_3700,domain_0005,전자,True
m2d_01866,major_qnet_3701,domain_0033,디자인,True
m2d_01867,major_qnet_3703,domain_0005,전자,True
m2d_01868,major_qnet_3704,domain_0005,전자,True
m2d_01869,major_qnet_3705,domain_0008,화공,True
m2d_01870,major_qnet_3706,domain_0005,전자,True
m2d_01871,major_qnet_3707,domain_0005,전자,True
m2d_01872,major_qnet_3709,domain_0005,전자,True
m2d_01873,major_qnet_3710,domain_0005,전자,True
m2d_01874,major_qnet_3711,domain_0005,전자,True
m2d_01875,major_qnet_3712,domain_0005,전자,True
m2d_01876,major_qnet_3714,domain_0006,생산관리,True
m2d_01877,major_qnet_3717,domain_0034,방송,True
m2d_01878,major_qnet_3718,domain_0005,전자,True
m2d_01879,major_qnet_3719,domain_0006,기계,True
m2d_01880,major_qnet_3721,domain_0005,전자,True
m2d_01881,major_qnet_3722,domain_0005,전자,True
m2d_01882,major_qnet_3724,domain_0005,전자,True
m2d_01883,major_qnet_3727,domain_0005,전자,True
m2d_01884,major_qnet_3728,domain_0005,전자,True
m2d_01885,major_qnet_3729,domain_0005,전기,True
m2d_01886,major_qnet_3730,domain_0005,전기,True
m2d_01887,major_qnet_3731,domain_0005,전자,True
m2d_01888,major_qnet_3732,domain_0005,전자,True
m2d_01889,major_qnet_3733,domain_0005,전자,True
m2d_01890,major_qnet_3735,domain_0006,기계,True
m2d_01891,major_qnet_3738,domain_0005,전자,True
m2d_01892,major_qnet_3739,domain_0005,전자,True
m2d_01893,major_qnet_3740,domain_0005,전자,True
m2d_01894,major_qnet_3742,domain_0033,디자인,True
m2d_01895,major_qnet_3743,domain_0005,전자,True
m2d_01896,major_qnet_3744,domain_0033,디자인,True
m2d_01897,major_qnet_3745,domain_0005,전자,True
m2d_01898,major_qnet_3746,domain_0005,전자,True
m2d_01899,major_qnet_3747,domain_0005,전자,True
m2d_01900,major_qnet_3748,domain_0005,전자,True
m2d_01901,major_qnet_3749,domain_0005,전자,True
m2d_01902,major_qnet_3753,domain_0004,통신,True
m2d_01903,major_qnet_3754,domain_0006,기계,True
m2d_01904,major_qnet_3755,domain_0005,전자,True
m2d_01905,major_qnet_3756,domain_0005,전자,True
m2d_01906,major_qnet_3757,domain_0005,전자,True
m2d_01907,major_qnet_3758,domain_0005,전자,True
m2d_01908,major_qnet_3760,domain_0005,전자,True
m2d_01909,major_qnet_3761,domain_0005,전자,True
m2d_01910,major_qnet_3762,domain_0005,전자,True
m2d_01911,major_qnet_3763,domain_0005,전자,True
m2d_01912,major_qnet_3765,domain_0034,방송,True
m2d_01913,major_qnet_3766,domain_0005,전자,True
m2d_01914,major_qnet_3767,domain_0005,전자,True
m2d_01915,major_qnet_3769,domain_0005,전자,True
m2d_01916,major_qnet_3771,domain_0005,전자,True
m2d_01917,major_qnet_3774,domain_0005,전자,True
m2d_01918,major_qnet_3775,domain_0030,식품,True
m2d_01919,major_qnet_3777,domain_0030,식품,True
m2d_01920,major_qnet_3778,domain_0008,화공,True
m2d_01921,major_qnet_3780,domain_0008,화공,True
m2d_01922,major_qnet_3782,domain_0010,건축,True
m2d_01923,major_qnet_3783,domain_0006,기계,True
m2d_01924,major_qnet_3785,domain_0005,전기,True
m2d_01925,major_qnet_3786,domain_0005,전기,True
m2d_01926,major_qnet_3787,domain_0005,전기,True
m2d_01927,major_qnet_3788,domain_0005,전기,True
m2d_01928,major_qnet_3790,domain_0005,전자,True
m2d_01929,major_qnet_3795,domain_0006,생산관리,True
m2d_01930,major_qnet_3796,domain_0006,생산관리,True
m2d_01931,major_qnet_3797,domain_0033,디자인,True
m2d_01932,major_qnet_3798,domain_0006,생산관리,True
m2d_01933,major_qnet_3800,domain_0033,디자인,True
m2d_01934,major_qnet_3801,domain_0006,생산관리,True
m2d_01935,major_qnet_3802,domain_0033,디자인,True
m2d_01936,major_qnet_3803,domain_0011,조경,True
m2d_01937,major_qnet_3804,domain_0011,조경,True
m2d_01938,major_qnet_3805,domain_0033,디자인,True
m2d_01939,major_qnet_3806,domain_0011,조경,True
m2d_01940,major_qnet_3807,domain_0033,디자인,True
m2d_01941,major_qnet_3808,domain_0011,조경,True
m2d_01942,major_qnet_3809,domain_0011,조경,True
m2d_01943,major_qnet_3813,domain_0030,조리,True
m2d_01944,major_qnet_3814,domain_0030,조리,True
m2d_01945,major_qnet_3815,domain_0006,생산관리,True
m2d_01946,major_qnet_3816,domain_0030,조리,True
m2d_01947,major_qnet_3817,domain_0030,식품,True
m2d_01948,major_qnet_3818,domain_0030,식품,True
m2d_01949,major_qnet_3819,domain_0030,조리,True
m2d_01950,major_qnet_3820,domain_0030,조리,True
m2d_01951,major_qnet_3821,domain_0030,조리,True
m2d_01952,major_qnet_3822,domain_0033,디자인,True
m2d_01953,major_qnet_3823,domain_0010,건축,True
m2d_01954,major_qnet_3824,domain_0011,토목,True
m2d_01955,major_qnet_3825,domain_0011,토목,True
m2d_01956,major_qnet_3827,domain_0011,토목,True
m2d_01957,major_qnet_3830,domain_0011,토목,True
m2d_01958,major_qnet_3831,domain_0011,토목,True
m2d_01959,major_qnet_3832,domain_0033,디자인,True
m2d_01960,major_qnet_3834,domain_0033,디자인,True
m2d_01961,major_qnet_3836,domain_0033,디자인,True
m2d_01962,major_qnet_3837,domain_0033,디자인,True
m2d_01963,major_qnet_3838,domain_0033,디자인,True
m2d_01964,major_qnet_3839,domain_0010,건축,True
m2d_01965,major_qnet_3840,domain_0010,건축,True
m2d_01966,major_qnet_3841,domain_0010,건축,True
m2d_01967,major_qnet_3842,domain_0010,건축,True
m2d_01968,major_qnet_3845,domain_0010,건축,True
m2d_01969,major_qnet_3846,domain_0030,조리,True
m2d_01970,major_qnet_3849,domain_0033,디자인,True
m2d_01971,major_qnet_3851,domain_0033,디자인,True
m2d_01972,major_qnet_3853,domain_0033,디자인,True
m2d_01973,major_qnet_3855,domain_0033,디자인,True
m2d_01974,major_qnet_3857,domain_0033,디자인,True
m2d_01975,major_qnet_3859,domain_0012,환경,True
m2d_01976,major_qnet_3861,domain_0011,토목,True
m2d_01977,major_qnet_3863,domain_0011,토목,True
m2d_01978,major_qnet_3864,domain_0006,생산관리,True
