relation_id,major_id,domain_sub_label_id,domain_label_candidate,is_active
m2d_00001,major_qnet_1002,domain_0033,디자인,True
m2d_00002,major_qnet_1003,domain_0033,디자인,True
m2d_00003,major_qnet_1004,domain_0030,조리,True
m2d_00004,major_qnet_1005,domain_0030,조리,True
m2d_00005,major_qnet_1007,domain_0033,디자인,True
m2d_00006,major_qnet_1009,domain_0033,디자인,True
m2d_00007,major_qnet_1010,domain_0033,디자인,True
m2d_00008,major_qnet_1011,domain_0030,조리,True
m2d_00009,major_qnet_1012,domain_0010,건축,True
m2d_00010,major_qnet_1013,domain_0033,디자인,True
m2d_00011,major_qnet_1014,domain_0033,디자인,True
m2d_00012,major_qnet_1015,domain_0033,디자인,True
m2d_00013,major_qnet_1016,domain_0032,의복,True
m2d_00014,major_qnet_1018,domain_0030,조리,True
m2d_00015,major_qnet_1019,domain_0030,조리,True
m2d_00016,major_qnet_1020,domain_0008,화공,True
m2d_00017,major_qnet_1022,domain_0030,조리,True
m2d_00018,major_qnet_1023,domain_0030,조리,True
m2d_00019,major_qnet_1024,domain_0030,조리,True
m2d_00020,major_qnet_1026,domain_0038,농업,True
m2d_00021,major_qnet_1027,domain_0010,건축,True
m2d_00022,major_qnet_1028,domain_0010,건축,True
m2d_00023,major_qnet_1029,domain_0010,건축,True
m2d_00024,major_qnet_1030,domain_0010,건축,True
m2d_00025,major_qnet_1031,domain_0010,건축,True
m2d_00026,major_qnet_1032,domain_0010,건축,True
m2d_00027,major_qnet_1033,domain_0033,디자인,True
m2d_00028,major_qnet_1035,domain_0010,건축,True
m2d_00029,major_qnet_1036,domain_0010,건축,True
m2d_00030,major_qnet_1038,domain_0010,건축,True
m2d_00031,major_qnet_1039,domain_0033,디자인,True
m2d_00032,major_qnet_1040,domain_0010,건축,True
m2d_00033,major_qnet_1041,domain_0010,건축,True
m2d_00034,major_qnet_1043,domain_0010,건축,True
m2d_00035,major_qnet_1044,domain_0010,건축,True
m2d_00036,major_qnet_1045,domain_0010,건축,True
m2d_00037,major_qnet_1046,domain_0010,건축,True
m2d_00038,major_qnet_1047,domain_0010,건축,True
m2d_00039,major_qnet_1048,domain_0010,건축,True
m2d_00040,major_qnet_1049,domain_0010,건축,True
m2d_00041,major_qnet_1051,domain_0010,건축,True
m2d_00042,major_qnet_1052,domain_0010,건축,True
m2d_00043,major_qnet_1053,domain_0010,건축,True
m2d_00044,major_qnet_1054,domain_0010,건축,True
m2d_00045,major_qnet_1056,domain_0010,건축,True
m2d_00046,major_qnet_1057,domain_0010,건축,True
m2d_00047,major_qnet_1058,domain_0010,건축,True
m2d_00048,major_qnet_1059,domain_0010,건축,True
m2d_00049,major_qnet_1060,domain_0010,건축,True
m2d_00050,major_qnet_1061,domain_0010,건축,True
m2d_00051,major_qnet_1062,domain_0010,건축,True
m2d_00052,major_qnet_1063,domain_0010,건축,True
m2d_00053,major_qnet_1065,domain_0010,건축,True
m2d_00054,major_qnet_1066,domain_0010,건축,True
m2d_00055,major_qnet_1067,domain_0010,건축,True
m2d_00056,major_qnet_1069,domain_0010,건축,True
m2d_00057,major_qnet_1070,domain_0010,건축,True
m2d_00058,major_qnet_1071,domain_0010,건축,True
m2d_00059,major_qnet_1072,domain_0010,건축,True
m2d_00060,major_qnet_1073,domain_0010,건축,True
m2d_00061,major_qnet_1074,domain_0010,건축,True
m2d_00062,major_qnet_1075,domain_0010,건축,True
m2d_00063,major_qnet_1077,domain_0010,건축,True
m2d_00064,major_qnet_1079,domain_0010,건축,True
m2d_00065,major_qnet_1080,domain_0010,건축,True
m2d_00066,major_qnet_1085,domain_0010,건축,True
m2d_00067,major_qnet_1086,domain_0010,건축,True
m2d_00068,major_qnet_3984,domain_0010,건축,True
m2d_00069,major_qnet_1088,domain_0010,건축,True
m2d_00070,major_qnet_1089,domain_0010,건축,True
m2d_00071,major_qnet_1090,domain_0010,건축,True
m2d_00072,major_qnet_1091,domain_0010,건축,True
m2d_00073,major_qnet_1094,domain_0010,건축,True
m2d_00074,major_qnet_1095,domain_0010,건축,True
m2d_00075,major_qnet_1096,domain_0010,건축,True
m2d_00076,major_qnet_1097,domain_0010,건축,True
m2d_00077,major_qnet_1099,domain_0010,건축,True
m2d_00078,major_qnet_1100,domain_0010,건축,True
m2d_00079,major_qnet_1103,domain_0010,건축,True
m2d_00080,major_qnet_1106,domain_0010,건축,True
m2d_00081,major_qnet_1107,domain_0010,건축,True
m2d_00082,major_qnet_1108,domain_0010,건축,True
m2d_00083,major_qnet_1109,domain_0010,건축,True
m2d_00084,major_qnet_1110,domain_0010,건축,True
m2d_00085,major_qnet_1111,domain_0010,건축,True
m2d_00086,major_qnet_1112,domain_0010,건축,True
m2d_00087,major_qnet_1113,domain_0010,건축,True
m2d_00088,major_qnet_1114,domain_0010,건축,True
m2d_00089,major_qnet_1115,domain_0010,건축,True
m2d_00090,major_qnet_1117,domain_0010,건축,True
m2d_00091,major_qnet_1118,domain_0010,건축,True
m2d_00092,major_qnet_1120,domain_0010,건축,True
m2d_00093,major_qnet_1129,domain_0010,건축,True
m2d_00094,major_qnet_1130,domain_0010,건축,True
m2d_00095,major_qnet_1132,domain_0010,건축,True
m2d_00096,major_qnet_1133,domain_0010,건축,True
m2d_00097,major_qnet_1135,domain_0010,건축,True
m2d_00098,major_qnet_1136,domain_0010,건축,True
m2d_00099,major_qnet_1137,domain_0010,건축,True
m2d_00100,major_qnet_1138,domain_0010,건축,True
m2d_00101,major_qnet_1139,domain_0010,건축,True
m2d_00102,major_qnet_1140,domain_0010,건축,True
m2d_00103,major_qnet_1141,domain_0010,건축,True
m2d_00104,major_qnet_1143,domain_0010,건축,True
m2d_00105,major_qnet_1144,domain_0010,건축,True
m2d_00106,major_qnet_1146,domain_0010,건축,True
m2d_00107,major_qnet_1148,domain_0010,건축,True
m2d_00108,major_qnet_1153,domain_0010,건축,True
m2d_00109,major_qnet_1154,domain_0010,건축,True
m2d_00110,major_qnet_1157,domain_0010,건축,True
m2d_00111,major_qnet_1158,domain_0010,건축,True
m2d_00112,major_qnet_1164,domain_0033,디자인,True
m2d_00113,major_qnet_1165,domain_0033,디자인,True
m2d_00114,major_qnet_1166,domain_0033,디자인,True
m2d_00115,major_qnet_1167,domain_0033,디자인,True
m2d_00116,major_qnet_1168,domain_0033,디자인,True
m2d_00117,major_qnet_1169,domain_0033,디자인,True
m2d_00118,major_qnet_1171,domain_0033,디자인,True
m2d_00119,major_qnet_1173,domain_0005,전자,True
m2d_00120,major_qnet_1179,domain_0033,디자인,True
m2d_00121,major_qnet_1180,domain_0033,디자인,True
m2d_00122,major_qnet_1182,domain_0033,디자인,True
m2d_00123,major_qnet_1183,domain_0033,디자인,True
m2d_00124,major_qnet_1184,domain_0006,생산관리,True
m2d_00125,major_qnet_1185,domain_0006,생산관리,True
m2d_00126,major_qnet_1187,domain_0004,정보통신,True
m2d_00127,major_qnet_1188,domain_0005,전자,True
m2d_00128,major_qnet_1189,domain_0005,전자,True
m2d_00129,major_qnet_1191,domain_0005,전자,True
m2d_00130,major_qnet_1191,domain_0004,정보통신,True
m2d_00131,major_qnet_1192,domain_0005,전자,True
m2d_00132,major_qnet_1194,domain_0008,화공,True
m2d_00133,major_qnet_1195,domain_0008,화공,True
m2d_00134,major_qnet_1197,domain_0008,화공,True
m2d_00135,major_qnet_1200,domain_0008,화공,True
m2d_00136,major_qnet_1201,domain_0008,화공,True
m2d_00137,major_qnet_1202,domain_0008,화공,True
m2d_00138,major_qnet_1203,domain_0008,화공,True
m2d_00139,major_qnet_1204,domain_0040,철도,True
m2d_00140,major_qnet_1205,domain_0011,조경,True
m2d_00141,major_qnet_1206,domain_0010,건축,True
m2d_00142,major_qnet_1208,domain_0010,건축,True
m2d_00143,major_qnet_1209,domain_0010,건축,True
m2d_00144,major_qnet_1210,domain_0010,건축,True
m2d_00145,major_qnet_1211,domain_0033,디자인,True
m2d_00146,major_qnet_1212,domain_0010,건축,True
m2d_00147,major_qnet_1213,domain_0010,건축,True
m2d_00148,major_qnet_1214,domain_0010,건축,True
m2d_00149,major_qnet_1215,domain_0010,건축,True
m2d_00150,major_qnet_1216,domain_0010,건축,True
m2d_00151,major_qnet_1218,domain_0010,건축,True
m2d_00152,major_qnet_1220,domain_0006,기계,True
m2d_00153,major_qnet_1221,domain_0006,생산관리,True
m2d_00154,major_qnet_1222,domain_0006,생산관리,True
m2d_00155,major_qnet_1224,domain_0008,화공,True
m2d_00156,major_qnet_1225,domain_0008,화공,True
m2d_00157,major_qnet_1226,domain_0008,화공,True
m2d_00158,major_qnet_1227,domain_0008,화공,True
m2d_00159,major_qnet_1228,domain_0034,방송,True
m2d_00160,major_qnet_1229,domain_0034,방송,True
m2d_00161,major_qnet_1230,domain_0034,방송,True
m2d_00162,major_qnet_1233,domain_0034,방송,True
m2d_00163,major_qnet_1234,domain_0033,디자인,True
m2d_00164,major_qnet_1235,domain_0034,방송,True
m2d_00165,major_qnet_1238,domain_0033,디자인,True
m2d_00166,major_qnet_1239,domain_0033,디자인,True
m2d_00167,major_qnet_1240,domain_0006,생산관리,True
m2d_00168,major_qnet_1242,domain_0006,기계,True
m2d_00169,major_qnet_1245,domain_0038,농업,True
m2d_00170,major_qnet_1249,domain_0033,디자인,True
m2d_00171,major_qnet_1250,domain_0038,농업,True
m2d_00172,major_qnet_1251,domain_0038,농업,True
m2d_00173,major_qnet_1253,domain_0034,방송,True
m2d_00174,major_qnet_1254,domain_0034,방송,True
m2d_00175,major_qnet_1255,domain_0033,디자인,True
m2d_00176,major_qnet_1256,domain_0008,화공,True
m2d_00177,major_qnet_1257,domain_0008,화공,True
m2d_00178,major_qnet_1258,domain_0030,조리,True
m2d_00179,major_qnet_1259,domain_0006,생산관리,True
m2d_00180,major_qnet_1261,domain_0030,조리,True
m2d_00181,major_qnet_1264,domain_0030,조리,True
m2d_00182,major_qnet_1265,domain_0030,조리,True
m2d_00183,major_qnet_1267,domain_0030,조리,True
m2d_00184,major_qnet_1268,domain_0030,조리,True
m2d_00185,major_qnet_1269,domain_0005,전자,True
m2d_00186,major_qnet_1271,domain_0030,조리,True
m2d_00187,major_qnet_1275,domain_0033,디자인,True
m2d_00188,major_qnet_1276,domain_0033,디자인,True
m2d_00189,major_qnet_1277,domain_0033,디자인,True
m2d_00190,major_qnet_1278,domain_0033,디자인,True
m2d_00191,major_qnet_1280,domain_0006,생산관리,True
m2d_00192,major_qnet_1281,domain_0006,생산관리,True
m2d_00193,major_qnet_1282,domain_0033,디자인,True
m2d_00194,major_qnet_1283,domain_0033,디자인,True
m2d_00195,major_qnet_1284,domain_0033,디자인,True
m2d_00196,major_qnet_1285,domain_0033,디자인,True
m2d_00197,major_qnet_1286,domain_0033,디자인,True
m2d_00198,major_qnet_1287,domain_0006,생산관리,True
m2d_00199,major_qnet_1288,domain_0033,디자인,True
m2d_00200,major_qnet_1289,domain_0033,디자인,True
m2d_00201,major_qnet_1290,domain_0033,디자인,True
m2d_00202,major_qnet_1291,domain_0006,생산관리,True
m2d_00203,major_qnet_1292,domain_0033,디자인,True
m2d_00204,major_qnet_1293,domain_0033,디자인,True
m2d_00205,major_qnet_1294,domain_0033,디자인,True
m2d_00206,major_qnet_1295,domain_0033,디자인,True
m2d_00207,major_qnet_1297,domain_0033,디자인,True
m2d_00208,major_qnet_1298,domain_0005,전자,True
m2d_00209,major_qnet_1299,domain_0005,전자,True
m2d_00210,major_qnet_1300,domain_0005,전자,True
m2d_00211,major_qnet_1301,domain_0005,전자,True
m2d_00212,major_qnet_1302,domain_0005,전기,True
m2d_00213,major_qnet_1303,domain_0006,기계,True
m2d_00214,major_qnet_1305,domain_0005,전자,True
m2d_00215,major_qnet_1307,domain_0008,화공,True
m2d_00216,major_qnet_1309,domain_0005,전자,True
m2d_00217,major_qnet_1311,domain_0005,전자,True
m2d_00218,major_qnet_1313,domain_0034,방송,True
m2d_00219,major_qnet_1314,domain_0005,전자,True
m2d_00220,major_qnet_1315,domain_0006,기계,True
m2d_00221,major_qnet_1316,domain_0005,전자,True
m2d_00222,major_qnet_1317,domain_0005,전자,True
m2d_00223,major_qnet_1325,domain_0011,토목,True
m2d_00224,major_qnet_1326,domain_0011,토목,True
m2d_00225,major_qnet_1327,domain_0011,토목,True
m2d_00226,major_qnet_1328,domain_0006,기계,True
m2d_00227,major_qnet_1329,domain_0004,정보통신,True
m2d_00228,major_qnet_1330,domain_0006,기계,True
m2d_00229,major_qnet_1331,domain_0006,생산관리,True
m2d_00230,major_qnet_1332,domain_0006,생산관리,True
m2d_00231,major_qnet_1333,domain_0006,생산관리,True
m2d_00232,major_qnet_1334,domain_0011,토목,True
m2d_00233,major_qnet_1335,domain_0005,전자,True
m2d_00234,major_qnet_1336,domain_0006,생산관리,True
m2d_00235,major_qnet_1337,domain_0030,조리,True
m2d_00236,major_qnet_1338,domain_0033,디자인,True
m2d_00237,major_qnet_1340,domain_0033,디자인,True
m2d_00238,major_qnet_1341,domain_0033,디자인,True
m2d_00239,major_qnet_1344,domain_0033,디자인,True
m2d_00240,major_qnet_1345,domain_0033,디자인,True
m2d_00241,major_qnet_1346,domain_0033,디자인,True
m2d_00242,major_qnet_1347,domain_0033,디자인,True
m2d_00243,major_qnet_1349,domain_0033,디자인,True
m2d_00244,major_qnet_1350,domain_0033,디자인,True
m2d_00245,major_qnet_1351,domain_0033,디자인,True
m2d_00246,major_qnet_1352,domain_0033,디자인,True
m2d_00247,major_qnet_1353,domain_0033,디자인,True
m2d_00248,major_qnet_1354,domain_0012,환경,True
m2d_00249,major_qnet_1355,domain_0010,건축,True
m2d_00250,major_qnet_1356,domain_0005,전자,True
m2d_00251,major_qnet_1364,domain_0033,디자인,True
m2d_00252,major_qnet_1365,domain_0006,기계,True
m2d_00253,major_qnet_1366,domain_0033,디자인,True
m2d_00254,major_qnet_1369,domain_0033,디자인,True
m2d_00255,major_qnet_1371,domain_0006,기계,True
m2d_00256,major_qnet_1372,domain_0006,생산관리,True
m2d_00257,major_qnet_1373,domain_0033,디자인,True
m2d_00258,major_qnet_1375,domain_0005,전자,True
m2d_00259,major_qnet_1376,domain_0006,기계,True
m2d_00260,major_qnet_1377,domain_0006,기계,True
m2d_00261,major_qnet_1378,domain_0033,디자인,True
m2d_00262,major_qnet_1379,domain_0006,기계,True
m2d_00263,major_qnet_1381,domain_0006,기계,True
m2d_00264,major_qnet_1382,domain_0006,기계,True
m2d_00265,major_qnet_1384,domain_0006,기계,True
m2d_00266,major_qnet_1385,domain_0006,기계,True
m2d_00267,major_qnet_1386,domain_0013,자동차,True
m2d_00268,major_qnet_1387,domain_0006,기계,True
m2d_00269,major_qnet_1388,domain_0006,기계,True
m2d_00270,major_qnet_1389,domain_0010,건축,True
m2d_00271,major_qnet_1392,domain_0010,건축,True
m2d_00272,major_qnet_1393,domain_0006,기계,True
m2d_00273,major_qnet_1394,domain_0006,기계,True
m2d_00274,major_qnet_1397,domain_0006,기계,True
m2d_00275,major_qnet_1398,domain_0006,기계,True
m2d_00276,major_qnet_1399,domain_0006,기계,True
m2d_00277,major_qnet_1400,domain_0006,기계,True
m2d_00278,major_qnet_1401,domain_0033,디자인,True
m2d_00279,major_qnet_1402,domain_0006,기계,True
m2d_00280,major_qnet_1403,domain_0006,기계,True
m2d_00281,major_qnet_1404,domain_0006,기계,True
m2d_00282,major_qnet_1405,domain_0006,기계,True
m2d_00283,major_qnet_1406,domain_0006,기계,True
m2d_00284,major_qnet_1410,domain_0011,토목,True
m2d_00285,major_qnet_1412,domain_0006,기계,True
m2d_00286,major_qnet_1413,domain_0006,기계,True
m2d_00287,major_qnet_1414,domain_0006,기계,True
m2d_00288,major_qnet_1415,domain_0006,기계,True
m2d_00289,major_qnet_1416,domain_0042,항공,True
m2d_00290,major_qnet_1417,domain_0006,기계,True
m2d_00291,major_qnet_1418,domain_0006,기계,True
m2d_00292,major_qnet_1419,domain_0006,기계,True
m2d_00293,major_qnet_1420,domain_0006,기계,True
m2d_00294,major_qnet_1425,domain_0006,기계,True
m2d_00295,major_qnet_1426,domain_0006,기계,True
m2d_00296,major_qnet_1430,domain_0006,기계,True
m2d_00297,major_qnet_1431,domain_0006,기계,True
m2d_00298,major_qnet_1432,domain_0006,기계,True
m2d_00299,major_qnet_1433,domain_0006,기계,True
m2d_00300,major_qnet_1435,domain_0033,디자인,True
m2d_00301,major_qnet_1436,domain_0013,자동차,True
m2d_00302,major_qnet_1437,domain_0013,자동차,True
m2d_00303,major_qnet_1439,domain_0006,기계,True
m2d_00304,major_qnet_1440,domain_0006,기계,True
m2d_00305,major_qnet_1441,domain_0006,기계,True
m2d_00306,major_qnet_1443,domain_0006,기계,True
m2d_00307,major_qnet_1444,domain_0006,기계,True
m2d_00308,major_qnet_1446,domain_0006,기계,True
m2d_00309,major_qnet_1448,domain_0006,기계,True
m2d_00310,major_qnet_1449,domain_0006,기계,True
m2d_00311,major_qnet_1450,domain_0013,자동차,True
m2d_00312,major_qnet_1451,domain_0006,기계,True
m2d_00313,major_qnet_1454,domain_0042,항공,True
m2d_00314,major_qnet_1456,domain_0042,항공,True
m2d_00315,major_qnet_1457,domain_0011,토목,True
m2d_00316,major_qnet_1458,domain_0006,기계,True
m2d_00317,major_qnet_1461,domain_0011,토목,True
m2d_00318,major_qnet_1463,domain_0030,조리,True
m2d_00319,major_qnet_1464,domain_0033,디자인,True
m2d_00320,major_qnet_1465,domain_0034,방송,True
m2d_00321,major_qnet_1467,domain_0004,정보통신,True
m2d_00322,major_qnet_1468,domain_0004,정보통신,True
m2d_00323,major_qnet_1469,domain_0005,전자,True
m2d_00324,major_qnet_1470,domain_0034,방송,True
m2d_00325,major_qnet_1471,domain_0030,조리,True
m2d_00326,major_qnet_1472,domain_0008,화공,True
m2d_00327,major_qnet_1475,domain_0005,전자,True
m2d_00328,major_qnet_1476,domain_0005,전자,True
m2d_00329,major_qnet_1477,domain_0008,화공,True
m2d_00330,major_qnet_1478,domain_0008,화공,True
m2d_00331,major_qnet_1479,domain_0008,화공,True
m2d_00332,major_qnet_1480,domain_0008,화공,True
m2d_00333,major_qnet_1481,domain_0008,화공,True
m2d_00334,major_qnet_1484,domain_0008,화공,True
m2d_00335,major_qnet_1485,domain_0008,화공,True
m2d_00336,major_qnet_1486,domain_0008,화공,True
m2d_00337,major_qnet_1487,domain_0005,전자,True
m2d_00338,major_qnet_1489,domain_0008,화공,True
m2d_00339,major_qnet_1490,domain_0008,위험물,True
m2d_00340,major_qnet_1491,domain_0005,전자,True
m2d_00341,major_qnet_1492,domain_0006,기계,True
m2d_00342,major_qnet_1493,domain_0008,화공,True
m2d_00343,major_qnet_1494,domain_0008,화공,True
m2d_00344,major_qnet_1495,domain_0008,화공,True
m2d_00345,major_qnet_1496,domain_0038,축산,True
m2d_00346,major_qnet_1497,domain_0038,축산,True
m2d_00347,major_qnet_1498,domain_0008,화공,True
m2d_00348,major_qnet_1499,domain_0038,축산,True
m2d_00349,major_qnet_1500,domain_0005,전자,True
m2d_00350,major_qnet_1501,domain_0006,기계,True
m2d_00351,major_qnet_1502,domain_0006,기계,True
m2d_00352,major_qnet_1503,domain_0006,기계,True
m2d_00353,major_qnet_1504,domain_0006,기계,True
m2d_00354,major_qnet_1505,domain_0006,기계,True
m2d_00355,major_qnet_1506,domain_0006,기계,True
m2d_00356,major_qnet_1507,domain_0005,전자,True
m2d_00357,major_qnet_1508,domain_0005,전자,True
m2d_00358,major_qnet_1509,domain_0005,전자,True
m2d_00359,major_qnet_1510,domain_0005,전자,True
m2d_00360,major_qnet_1511,domain_0005,전자,True
m2d_00361,major_qnet_1512,domain_0005,전자,True
m2d_00362,major_qnet_1513,domain_0011,조경,True
m2d_00363,major_qnet_1514,domain_0038,농업,True
m2d_00364,major_qnet_1518,domain_0008,화공,True
m2d_00365,major_qnet_1519,domain_0038,농업,True
m2d_00366,major_qnet_1521,domain_0008,화공,True
m2d_00367,major_qnet_1522,domain_0008,화공,True
m2d_00368,major_qnet_1523,domain_0038,농업,True
m2d_00369,major_qnet_1524,domain_0038,농업,True
m2d_00370,major_qnet_1526,domain_0038,농업,True
m2d_00371,major_qnet_1528,domain_0006,기계,True
m2d_00372,major_qnet_1529,domain_0008,화공,True
m2d_00373,major_qnet_1530,domain_0038,농업,True
m2d_00374,major_qnet_1531,domain_0038,농업,True
m2d_00375,major_qnet_1533,domain_0038,농업,True
m2d_00376,major_qnet_1534,domain_0038,농업,True
m2d_00377,major_qnet_1535,domain_0008,화공,True
m2d_00378,major_qnet_1536,domain_0038,농업,True
m2d_00379,major_qnet_1537,domain_0008,화공,True
m2d_00380,major_qnet_1538,domain_0008,화공,True
m2d_00381,major_qnet_1540,domain_0033,디자인,True
m2d_00382,major_qnet_1541,domain_0033,디자인,True
m2d_00383,major_qnet_1542,domain_0033,디자인,True
m2d_00384,major_qnet_1543,domain_0033,디자인,True
m2d_00385,major_qnet_1544,domain_0033,디자인,True
m2d_00386,major_qnet_1545,domain_0034,방송,True
m2d_00387,major_qnet_1546,domain_0030,조리,True
m2d_00388,major_qnet_1547,domain_0030,조리,True
m2d_00389,major_qnet_1548,domain_0030,조리,True
m2d_00390,major_qnet_1549,domain_0030,조리,True
m2d_00391,major_qnet_1550,domain_0030,조리,True
m2d_00392,major_qnet_1551,domain_0030,식품,True
m2d_00393,major_qnet_1552,domain_0033,디자인,True
m2d_00394,major_qnet_1553,domain_0033,디자인,True
m2d_00395,major_qnet_1555,domain_0033,디자인,True
m2d_00396,major_qnet_1556,domain_0033,디자인,True
m2d_00397,major_qnet_1557,domain_0012,환경,True
m2d_00398,major_qnet_1558,domain_0012,환경,True
m2d_00399,major_qnet_1559,domain_0033,디자인,True
m2d_00400,major_qnet_1560,domain_0005,전자,True
m2d_00401,major_qnet_1561,domain_0005,전자,True
m2d_00402,major_qnet_1562,domain_0005,전자,True
m2d_00403,major_qnet_1563,domain_0005,전자,True
m2d_00404,major_qnet_1564,domain_0011,토목,True
m2d_00405,major_qnet_1565,domain_0011,토목,True
m2d_00406,major_qnet_1566,domain_0033,디자인,True
m2d_00407,major_qnet_1567,domain_0011,토목,True
m2d_00408,major_qnet_1569,domain_0011,토목,True
m2d_00409,major_qnet_1572,domain_0011,토목,True
m2d_00410,major_qnet_1575,domain_0011,토목,True
m2d_00411,major_qnet_1578,domain_0011,토목,True
m2d_00412,major_qnet_1579,domain_0011,토목,True
m2d_00413,major_qnet_1580,domain_0011,토목,True
m2d_00414,major_qnet_1581,domain_0011,토목,True
m2d_00415,major_qnet_1582,domain_0011,토목,True
m2d_00416,major_qnet_1586,domain_0011,토목,True
m2d_00417,major_qnet_1587,domain_0011,토목,True
m2d_00418,major_qnet_1589,domain_0011,조경,True
m2d_00419,major_qnet_1590,domain_0011,조경,True
m2d_00420,major_qnet_1591,domain_0011,조경,True
m2d_00421,major_qnet_1593,domain_0011,토목,True
m2d_00422,major_qnet_1594,domain_0033,디자인,True
m2d_00423,major_qnet_1595,domain_0011,토목,True
m2d_00424,major_qnet_1596,domain_0033,디자인,True
m2d_00425,major_qnet_1598,domain_0011,토목,True
m2d_00426,major_qnet_1599,domain_0011,토목,True
m2d_00427,major_qnet_1600,domain_0011,토목,True
m2d_00428,major_qnet_1601,domain_0011,토목,True
m2d_00429,major_qnet_1602,domain_0011,토목,True
m2d_00430,major_qnet_1603,domain_0011,토목,True
m2d_00431,major_qnet_1605,domain_0011,토목,True
m2d_00432,major_qnet_1606,domain_0011,토목,True
m2d_00433,major_qnet_1608,domain_0011,토목,True
m2d_00434,major_qnet_1609,domain_0033,디자인,True
m2d_00435,major_qnet_1610,domain_0011,토목,True
m2d_00436,major_qnet_1611,domain_0011,토목,True
m2d_00437,major_qnet_1613,domain_0033,디자인,True
m2d_00438,major_qnet_1614,domain_0033,디자인,True
m2d_00439,major_qnet_1616,domain_0033,디자인,True
m2d_00440,major_qnet_1617,domain_0006,기계,True
m2d_00441,major_qnet_1618,domain_0006,기계,True
m2d_00442,major_qnet_1619,domain_0006,생산관리,True
m2d_00443,major_qnet_1620,domain_0006,생산관리,True
m2d_00444,major_qnet_1621,domain_0006,생산관리,True
m2d_00445,major_qnet_1622,domain_0008,화공,True
m2d_00446,major_qnet_1623,domain_0008,화공,True
m2d_00447,major_qnet_1624,domain_0008,화공,True
m2d_00448,major_qnet_1625,domain_0012,환경,True
m2d_00449,major_qnet_1626,domain_0008,화공,True
m2d_00450,major_qnet_1627,domain_0008,화공,True
m2d_00451,major_qnet_1630,domain_0008,화공,True
m2d_00452,major_qnet_1631,domain_0008,화공,True
m2d_00453,major_qnet_1632,domain_0008,화공,True
m2d_00454,major_qnet_1633,domain_0008,화공,True
m2d_00455,major_qnet_1634,domain_0008,화공,True
m2d_00456,major_qnet_1635,domain_0008,화공,True
m2d_00457,major_qnet_1637,domain_0008,화공,True
m2d_00458,major_qnet_1638,domain_0011,조경,True
m2d_00459,major_qnet_1640,domain_0006,기계,True
m2d_00460,major_qnet_1641,domain_0008,화공,True
m2d_00461,major_qnet_1642,domain_0033,디자인,True
m2d_00462,major_qnet_1643,domain_0030,조리,True
m2d_00463,major_qnet_1645,domain_0033,디자인,True
m2d_00464,major_qnet_1647,domain_0005,전자,True
m2d_00465,major_qnet_1649,domain_0008,화공,True
m2d_00466,major_qnet_1650,domain_0005,전자,True
m2d_00467,major_qnet_1651,domain_0005,전자,True
m2d_00468,major_qnet_1655,domain_0033,디자인,True
m2d_00469,major_qnet_1657,domain_0033,디자인,True
m2d_00470,major_qnet_1658,domain_0006,생산관리,True
m2d_00471,major_qnet_1659,domain_0006,생산관리,True
m2d_00472,major_qnet_1660,domain_0033,디자인,True
m2d_00473,major_qnet_1664,domain_0033,디자인,True
m2d_00474,major_qnet_1666,domain_0033,디자인,True
m2d_00475,major_qnet_1667,domain_0010,건축,True
m2d_00476,major_qnet_1668,domain_0005,전자,True
m2d_00477,major_qnet_1669,domain_0033,디자인,True
m2d_00478,major_qnet_1670,domain_0033,디자인,True
m2d_00479,major_qnet_1672,domain_0005,전자,True
m2d_00480,major_qnet_1673,domain_0006,생산관리,True
m2d_00481,major_qnet_1674,domain_0033,디자인,True
m2d_00482,major_qnet_1675,domain_0006,생산관리,True
m2d_00483,major_qnet_1676,domain_0006,기계,True
m2d_00484,major_qnet_1677,domain_0005,전자,True
m2d_00485,major_qnet_1681,domain_0033,디자인,True
m2d_00486,major_qnet_1682,domain_0006,기계,True
m2d_00487,major_qnet_1683,domain_0034,방송,True
m2d_00488,major_qnet_1684,domain_0034,방송,True
m2d_00489,major_qnet_1685,domain_0034,방송,True
m2d_00490,major_qnet_1687,domain_0033,디자인,True
m2d_00491,major_qnet_1688,domain_0005,전자,True
m2d_00492,major_qnet_1689,domain_0005,전자,True
m2d_00493,major_qnet_1691,domain_0034,방송,True
m2d_00494,major_qnet_1694,domain_0034,방송,True
m2d_00495,major_qnet_1695,domain_0034,방송,True
m2d_00496,major_qnet_1696,domain_0034,방송,True
m2d_00497,major_qnet_1697,domain_0005,전자,True
m2d_00498,major_qnet_1698,domain_0005,전자,True
m2d_00499,major_qnet_1700,domain_0033,디자인,True
m2d_00500,major_qnet_1702,domain_0005,전자,True
m2d_00501,major_qnet_1703,domain_0006,기계,True
m2d_00502,major_qnet_1704,domain_0006,생산관리,True
m2d_00503,major_qnet_1706,domain_0006,생산관리,True
m2d_00504,major_qnet_1707,domain_0006,생산관리,True
m2d_00505,major_qnet_1711,domain_0005,전자,True
m2d_00506,major_qnet_1713,domain_0034,방송,True
m2d_00507,major_qnet_1714,domain_0034,방송,True
m2d_00508,major_qnet_1715,domain_0006,생산관리,True
m2d_00509,major_qnet_1716,domain_0034,방송,True
m2d_00510,major_qnet_1717,domain_0034,방송,True
m2d_00511,major_qnet_1718,domain_0034,방송,True
