relation_id,cert_id,prerequisite_cert_id,relation_kind,domain_name_raw,subject_prefix,is_active
prereq_00407,cert_0133,cert_0584,recommended_prior,섬유,섬유*,True
prereq_00408,cert_0130,cert_0584,recommended_prior,섬유,섬유*,True
prereq_00409,cert_0133,cert_0276,recommended_prior,섬유,섬유*,True
prereq_00410,cert_0130,cert_0276,recommended_prior,섬유,섬유*,True
prereq_00411,cert_0133,cert_0272,recommended_prior,섬유,섬유*,True
prereq_00412,cert_0130,cert_0272,recommended_prior,섬유,섬유*,True
prereq_00413,cert_0133,cert_0269,recommended_prior,섬유,섬유*,True
prereq_00414,cert_0130,cert_0269,recommended_prior,섬유,섬유*,True
prereq_00415,cert_0133,cert_0271,recommended_prior,섬유,섬유*,True
prereq_00416,cert_0130,cert_0271,recommended_prior,섬유,섬유*,True
prereq_00417,cert_0038,cert_0133,prerequisite,섬유,섬유*,True
prereq_00418,cert_0038,cert_0130,prerequisite,섬유,섬유*,True
prereq_00419,cert_0364,cert_0133,recommended_prior,섬유,섬유*,True
prereq_00420,cert_0364,cert_0130,recommended_prior,섬유,섬유*,True
prereq_00421,cert_0379,cert_0131,recommended_prior,섬유,염색*,True
prereq_00422,cert_0039,cert_0134,prerequisite,섬유,의류,True
prereq_00423,cert_0070,cert_0162,prerequisite,식품,수산제조,True
prereq_00424,cert_0298,cert_0606,recommended_prior,식품,식품*,True
prereq_00425,cert_0161,cert_0606,recommended_prior,식품,식품*,True
prereq_00426,cert_0161,cert_0298,recommended_prior,식품,식품*,True
prereq_00427,cert_0067,cert_0161,prerequisite,식품,식품*,True
prereq_00428,cert_0439,cert_0605,recommended_prior,식품,홍삼제조,True
prereq_00429,cert_0300,cert_0496,recommended_prior,안전관리,가스,True
prereq_00430,cert_0154,cert_0496,recommended_prior,안전관리,가스,True
prereq_00431,cert_0154,cert_0300,recommended_prior,안전관리,가스,True
prereq_00432,cert_0062,cert_0154,prerequisite,안전관리,가스,True
prereq_00433,cert_0373,cert_0154,recommended_prior,안전관리,가스,True
prereq_00434,cert_0148,cert_0289,recommended_prior,안전관리,건설안전,True
prereq_00435,cert_0059,cert_0148,prerequisite,안전관리,건설안전,True
prereq_00436,cert_0147,cert_0288,recommended_prior,안전관리,산업안전,True
prereq_00437,cert_0155,cert_0301,recommended_prior,안전관리,산업위생관리,True
prereq_00438,cert_0061,cert_0155,prerequisite,안전관리,산업위생관리,True
prereq_00439,cert_0077,cert_0205,prerequisite,안전관리,인간공학,True
prereq_00440,cert_0149,cert_0297,recommended_prior,안전관리,화재감식평가,True
prereq_00441,cert_0307,cert_0626,recommended_prior,어업,수산양식,True
prereq_00442,cert_0184,cert_0626,recommended_prior,어업,수산양식,True
prereq_00443,cert_0184,cert_0307,recommended_prior,어업,수산양식,True
prereq_00444,cert_0054,cert_0184,prerequisite,어업,수산양식,True
prereq_00445,cert_0333,cert_0607,recommended_prior,어업,어로,True
prereq_00446,cert_0055,cert_0187,prerequisite,어업,어업*,True
prereq_00447,cert_0176,cert_0306,recommended_prior,에너지.기상,기상*,True
prereq_00448,cert_0177,cert_0306,recommended_prior,에너지.기상,기상*,True
prereq_00449,cert_0079,cert_0176,prerequisite,에너지.기상,기상*,True
prereq_00450,cert_0079,cert_0177,prerequisite,에너지.기상,기상*,True
prereq_00451,cert_0344,cert_0630,recommended_prior,에너지.기상,에너지관리,True
prereq_00452,cert_0137,cert_0630,recommended_prior,에너지.기상,에너지관리,True
prereq_00453,cert_0137,cert_0344,recommended_prior,에너지.기상,에너지관리,True
prereq_00454,cert_0363,cert_0137,recommended_prior,에너지.기상,에너지관리,True
prereq_00455,cert_0136,cert_0279,recommended_prior,에너지.기상,원자력*,True
prereq_00456,cert_0078,cert_0136,prerequisite,에너지.기상,원자력*,True
prereq_00457,cert_0218,cert_0481,recommended_prior,용접,용접*,True
prereq_00458,cert_0218,cert_0482,recommended_prior,용접,용접*,True
prereq_00459,cert_0218,cert_0483,recommended_prior,용접,용접*,True
prereq_00460,cert_0218,cert_0484,recommended_prior,용접,용접*,True
prereq_00461,cert_0091,cert_0481,recommended_prior,용접,용접*,True
prereq_00462,cert_0091,cert_0482,recommended_prior,용접,용접*,True
prereq_00463,cert_0091,cert_0483,recommended_prior,용접,용접*,True
prereq_00464,cert_0091,cert_0484,recommended_prior,용접,용접*,True
prereq_00465,cert_0091,cert_0218,recommended_prior,용접,용접*,True
prereq_00466,cert_0001,cert_0091,prerequisite,용접,용접*,True
prereq_00467,cert_0357,cert_0091,recommended_prior,용접,용접*,True
prereq_00468,cert_0414,cert_0528,recommended_prior,위험물,농약,True
prereq_00469,cert_0246,cert_0529,recommended_prior,위험물,위험물,True
prereq_00470,cert_0281,cert_0669,recommended_prior,의복,신발*,True
prereq_00471,cert_0274,cert_0663,recommended_prior,의복,양복,True
prereq_00472,cert_0275,cert_0627,recommended_prior,의복,한복,True
prereq_00473,cert_0290,cert_0603,recommended_prior,인쇄.사진,인쇄*,True
prereq_00474,cert_0435,cert_0603,recommended_prior,인쇄.사진,인쇄*,True
prereq_00475,cert_0437,cert_0603,recommended_prior,인쇄.사진,인쇄*,True
prereq_00476,cert_0438,cert_0603,recommended_prior,인쇄.사진,인쇄*,True
prereq_00477,cert_0460,cert_0603,recommended_prior,인쇄.사진,인쇄*,True
prereq_00478,cert_0464,cert_0603,recommended_prior,인쇄.사진,인쇄*,True
prereq_00479,cert_0290,cert_0604,recommended_prior,인쇄.사진,인쇄*,True
prereq_00480,cert_0435,cert_0604,recommended_prior,인쇄.사진,인쇄*,True
prereq_00481,cert_0437,cert_0604,recommended_prior,인쇄.사진,인쇄*,True
prereq_00482,cert_0438,cert_0604,recommended_prior,인쇄.사진,인쇄*,True
prereq_00483,cert_0460,cert_0604,recommended_prior,인쇄.사진,인쇄*,True
prereq_00484,cert_0464,cert_0604,recommended_prior,인쇄.사진,인쇄*,True
prereq_00485,cert_0290,cert_0635,recommended_prior,인쇄.사진,인쇄*,True
prereq_00486,cert_0435,cert_0635,recommended_prior,인쇄.사진,인쇄*,True
prereq_00487,cert_0437,cert_0635,recommended_prior,인쇄.사진,인쇄*,True
prereq_00488,cert_0438,cert_0635,recommended_prior,인쇄.사진,인쇄*,True
prereq_00489,cert_0460,cert_0635,recommended_prior,인쇄.사진,인쇄*,True
prereq_00490,cert_0464,cert_0635,recommended_prior,인쇄.사진,인쇄*,True
prereq_00491,cert_0143,cert_0603,recommended_prior,인쇄.사진,인쇄*,True
prereq_00492,cert_0143,cert_0604,recommended_prior,인쇄.사진,인쇄*,True
prereq_00493,cert_0143,cert_0635,recommended_prior,인쇄.사진,인쇄*,True
prereq_00494,cert_0143,cert_0290,recommended_prior,인쇄.사진,인쇄*,True
prereq_00495,cert_0143,cert_0435,recommended_prior,인쇄.사진,인쇄*,True
prereq_00496,cert_0143,cert_0437,recommended_prior,인쇄.사진,인쇄*,True
prereq_00497,cert_0143,cert_0438,recommended_prior,인쇄.사진,인쇄*,True
prereq_00498,cert_0143,cert_0460,recommended_prior,인쇄.사진,인쇄*,True
prereq_00499,cert_0143,cert_0464,recommended_prior,인쇄.사진,인쇄*,True
prereq_00500,cert_0189,cert_0612,recommended_prior,임업,버섯*,True
prereq_00501,cert_0445,cert_0612,recommended_prior,임업,버섯*,True
prereq_00502,cert_0304,cert_0613,recommended_prior,임업,산림,True
prereq_00503,cert_0169,cert_0613,recommended_prior,임업,산림,True
prereq_00504,cert_0169,cert_0304,recommended_prior,임업,산림,True
prereq_00505,cert_0068,cert_0169,prerequisite,임업,산림,True
prereq_00506,cert_0382,cert_0169,recommended_prior,임업,산림,True
prereq_00507,cert_0314,cert_0614,recommended_prior,임업,식물보호,True
prereq_00508,cert_0167,cert_0614,recommended_prior,임업,식물보호,True
prereq_00509,cert_0167,cert_0314,recommended_prior,임업,식물보호,True
prereq_00510,cert_0174,cert_0615,recommended_prior,임업,임산가공,True
prereq_00511,cert_0303,cert_0611,recommended_prior,임업,임업종묘,True
prereq_00512,cert_0170,cert_0611,recommended_prior,임업,임업종묘,True
prereq_00513,cert_0170,cert_0303,recommended_prior,임업,임업종묘,True
prereq_00514,cert_0412,cert_0526,recommended_prior,임업,제지,True
prereq_00515,cert_0235,cert_0486,recommended_prior,자동차,자동차정비,True
prereq_00516,cert_0105,cert_0486,recommended_prior,자동차,자동차정비,True
prereq_00517,cert_0105,cert_0235,recommended_prior,자동차,자동차정비,True
prereq_00518,cert_0358,cert_0105,recommended_prior,자동차,자동차정비,True
prereq_00519,cert_0227,cert_0632,recommended_prior,전기,전기*,True
prereq_00520,cert_0250,cert_0632,recommended_prior,전기,전기*,True
prereq_00521,cert_0252,cert_0632,recommended_prior,전기,전기*,True
prereq_00522,cert_0227,cert_0531,recommended_prior,전기,전기*,True
prereq_00523,cert_0250,cert_0531,recommended_prior,전기,전기*,True
prereq_00524,cert_0252,cert_0531,recommended_prior,전기,전기*,True
prereq_00525,cert_0197,cert_0632,recommended_prior,전기,전기*,True
prereq_00526,cert_0113,cert_0632,recommended_prior,전기,전기*,True
prereq_00527,cert_0114,cert_0632,recommended_prior,전기,전기*,True
prereq_00528,cert_0197,cert_0531,recommended_prior,전기,전기*,True
prereq_00529,cert_0113,cert_0531,recommended_prior,전기,전기*,True
prereq_00530,cert_0114,cert_0531,recommended_prior,전기,전기*,True
prereq_00531,cert_0197,cert_0227,recommended_prior,전기,전기*,True
prereq_00532,cert_0113,cert_0227,recommended_prior,전기,전기*,True
prereq_00533,cert_0114,cert_0227,recommended_prior,전기,전기*,True
prereq_00534,cert_0197,cert_0250,recommended_prior,전기,전기*,True
prereq_00535,cert_0113,cert_0250,recommended_prior,전기,전기*,True
prereq_00536,cert_0114,cert_0250,recommended_prior,전기,전기*,True
prereq_00537,cert_0197,cert_0252,recommended_prior,전기,전기*,True
prereq_00538,cert_0113,cert_0252,recommended_prior,전기,전기*,True
prereq_00539,cert_0114,cert_0252,recommended_prior,전기,전기*,True
prereq_00540,cert_0013,cert_0197,prerequisite,전기,전기*,True
prereq_00541,cert_0026,cert_0197,prerequisite,전기,전기*,True
prereq_00542,cert_0013,cert_0113,prerequisite,전기,전기*,True
prereq_00543,cert_0026,cert_0113,prerequisite,전기,전기*,True
prereq_00544,cert_0013,cert_0114,prerequisite,전기,전기*,True
prereq_00545,cert_0026,cert_0114,prerequisite,전기,전기*,True
prereq_00546,cert_0374,cert_0197,recommended_prior,전기,전기*,True
prereq_00547,cert_0374,cert_0113,recommended_prior,전기,전기*,True
prereq_00548,cert_0374,cert_0114,recommended_prior,전기,전기*,True
prereq_00549,cert_0196,cert_0253,recommended_prior,전기,철도신호,True
prereq_00550,cert_0014,cert_0196,prerequisite,전기,철도신호,True
prereq_00551,cert_0311,cert_0634,recommended_prior,전자,공업계측제어,True
prereq_00552,cert_0188,cert_0634,recommended_prior,전자,공업계측제어,True
prereq_00553,cert_0188,cert_0311,recommended_prior,전자,공업계측제어,True
prereq_00554,cert_0159,cert_0242,recommended_prior,전자,광학*,True
prereq_00555,cert_0117,cert_0256,recommended_prior,전자,의공,True
prereq_00556,cert_0110,cert_0538,recommended_prior,전자,임베디드,True
prereq_00557,cert_0254,cert_0534,recommended_prior,전자,전자*,True
prereq_00558,cert_0254,cert_0479,recommended_prior,전자,전자*,True
prereq_00559,cert_0254,cert_0533,recommended_prior,전자,전자*,True
prereq_00560,cert_0115,cert_0534,recommended_prior,전자,전자*,True
prereq_00561,cert_0115,cert_0479,recommended_prior,전자,전자*,True
prereq_00562,cert_0115,cert_0533,recommended_prior,전자,전자*,True
prereq_00563,cert_0115,cert_0254,recommended_prior,전자,전자*,True
prereq_00564,cert_0016,cert_0115,prerequisite,전자,전자*,True
prereq_00565,cert_0375,cert_0115,recommended_prior,전자,전자*,True
prereq_00566,cert_0135,cert_0278,recommended_prior,정보기술,정보처리,True
prereq_00567,cert_0399,cert_0661,recommended_prior,제과.제빵,제과,True
prereq_00568,cert_0400,cert_0662,recommended_prior,제과.제빵,제빵,True
prereq_00569,cert_0282,cert_0666,recommended_prior,조경,조경,True
prereq_00570,cert_0140,cert_0666,recommended_prior,조경,조경,True
prereq_00571,cert_0140,cert_0282,recommended_prior,조경,조경,True
prereq_00572,cert_0050,cert_0140,prerequisite,조경,조경,True
prereq_00573,cert_0345,cert_0673,recommended_prior,조리,조리*,True
prereq_00574,cert_0346,cert_0673,recommended_prior,조리,조리*,True
prereq_00575,cert_0347,cert_0673,recommended_prior,조리,조리*,True
prereq_00576,cert_0348,cert_0673,recommended_prior,조리,조리*,True
prereq_00577,cert_0349,cert_0673,recommended_prior,조리,조리*,True
prereq_00578,cert_0459,cert_0673,recommended_prior,조리,조리*,True
prereq_00579,cert_0345,cert_0674,recommended_prior,조리,조리*,True
prereq_00580,cert_0346,cert_0674,recommended_prior,조리,조리*,True
prereq_00581,cert_0347,cert_0674,recommended_prior,조리,조리*,True
prereq_00582,cert_0348,cert_0674,recommended_prior,조리,조리*,True
prereq_00583,cert_0349,cert_0674,recommended_prior,조리,조리*,True
prereq_00584,cert_0459,cert_0674,recommended_prior,조리,조리*,True
prereq_00585,cert_0345,cert_0675,recommended_prior,조리,조리*,True
prereq_00586,cert_0346,cert_0675,recommended_prior,조리,조리*,True
prereq_00587,cert_0347,cert_0675,recommended_prior,조리,조리*,True
prereq_00588,cert_0348,cert_0675,recommended_prior,조리,조리*,True
prereq_00589,cert_0349,cert_0675,recommended_prior,조리,조리*,True
prereq_00590,cert_0459,cert_0675,recommended_prior,조리,조리*,True
prereq_00591,cert_0345,cert_0676,recommended_prior,조리,조리*,True
prereq_00592,cert_0346,cert_0676,recommended_prior,조리,조리*,True
prereq_00593,cert_0347,cert_0676,recommended_prior,조리,조리*,True
prereq_00594,cert_0348,cert_0676,recommended_prior,조리,조리*,True
prereq_00595,cert_0349,cert_0676,recommended_prior,조리,조리*,True
prereq_00596,cert_0459,cert_0676,recommended_prior,조리,조리*,True
prereq_00597,cert_0345,cert_0677,recommended_prior,조리,조리*,True
prereq_00598,cert_0346,cert_0677,recommended_prior,조리,조리*,True
prereq_00599,cert_0347,cert_0677,recommended_prior,조리,조리*,True
prereq_00600,cert_0348,cert_0677,recommended_prior,조리,조리*,True
prereq_00601,cert_0349,cert_0677,recommended_prior,조리,조리*,True
prereq_00602,cert_0459,cert_0677,recommended_prior,조리,조리*,True
prereq_00603,cert_0462,cert_0678,recommended_prior,조리,조주,True
prereq_00604,cert_0124,cert_0262,recommended_prior,조선,조선*,True
prereq_00605,cert_0125,cert_0262,recommended_prior,조선,조선*,True
prereq_00606,cert_0126,cert_0262,recommended_prior,조선,조선*,True
prereq_00607,cert_0124,cert_0415,recommended_prior,조선,조선*,True
prereq_00608,cert_0125,cert_0415,recommended_prior,조선,조선*,True
prereq_00609,cert_0126,cert_0415,recommended_prior,조선,조선*,True
prereq_00610,cert_0017,cert_0124,prerequisite,조선,조선*,True
prereq_00611,cert_0017,cert_0125,prerequisite,조선,조선*,True
prereq_00612,cert_0017,cert_0126,prerequisite,조선,조선*,True
prereq_00613,cert_0248,cert_0587,recommended_prior,채광,광산보안,True
prereq_00614,cert_0152,cert_0587,recommended_prior,채광,광산보안,True
prereq_00615,cert_0152,cert_0248,recommended_prior,채광,광산보안,True
prereq_00616,cert_0431,cert_0585,recommended_prior,채광,시추,True
prereq_00617,cert_0153,cert_0249,recommended_prior,채광,지하수,True
prereq_00618,cert_0112,cert_0247,recommended_prior,채광,화약류관리,True
prereq_00619,cert_0042,cert_0112,prerequisite,채광,화약류관리,True
prereq_00620,cert_0222,cert_0498,recommended_prior,철도,철도차량*,True
prereq_00621,cert_0099,cert_0498,recommended_prior,철도,철도차량*,True
prereq_00622,cert_0099,cert_0222,recommended_prior,철도,철도차량*,True
prereq_00623,cert_0025,cert_0099,prerequisite,철도,철도차량*,True
prereq_00624,cert_0362,cert_0099,recommended_prior,철도,철도차량*,True
prereq_00625,cert_0305,cert_0598,recommended_prior,축산,축산,True
prereq_00626,cert_0173,cert_0598,recommended_prior,축산,축산,True
prereq_00627,cert_0173,cert_0305,recommended_prior,축산,축산,True
prereq_00628,cert_0074,cert_0173,prerequisite,축산,축산,True
prereq_00629,cert_0323,cert_0570,recommended_prior,토목,건설재료시험,True
prereq_00630,cert_0198,cert_0570,recommended_prior,토목,건설재료시험,True
prereq_00631,cert_0198,cert_0323,recommended_prior,토목,건설재료시험,True
prereq_00632,cert_0284,cert_0554,recommended_prior,토목,공간정보융합,True
prereq_00633,cert_0441,cert_0619,recommended_prior,토목,도화,True
prereq_00634,cert_0418,cert_0555,recommended_prior,토목,석공,True
prereq_00635,cert_0308,cert_0608,recommended_prior,토목,잠수,True
prereq_00636,cert_0443,cert_0621,recommended_prior,토목,지도제작,True
prereq_00637,cert_0285,cert_0618,recommended_prior,토목,지적,True
prereq_00638,cert_0142,cert_0618,recommended_prior,토목,지적,True
prereq_00639,cert_0142,cert_0285,recommended_prior,토목,지적,True
prereq_00640,cert_0052,cert_0142,prerequisite,토목,지적,True
prereq_00641,cert_0283,cert_0553,recommended_prior,토목,측량*,True
prereq_00642,cert_0141,cert_0553,recommended_prior,토목,측량*,True
prereq_00643,cert_0141,cert_0283,recommended_prior,토목,측량*,True
prereq_00644,cert_0051,cert_0141,prerequisite,토목,측량*,True
prereq_00645,cert_0232,cert_0557,recommended_prior,토목,콘크리트,True
prereq_00646,cert_0101,cert_0557,recommended_prior,토목,콘크리트,True
prereq_00647,cert_0101,cert_0232,recommended_prior,토목,콘크리트,True
prereq_00648,cert_0264,cert_0556,recommended_prior,토목,토목*,True
prereq_00649,cert_0324,cert_0556,recommended_prior,토목,토목*,True
prereq_00650,cert_0417,cert_0556,recommended_prior,토목,토목*,True
prereq_00651,cert_0419,cert_0556,recommended_prior,토목,토목*,True
prereq_00652,cert_0264,cert_0562,recommended_prior,토목,토목*,True
prereq_00653,cert_0324,cert_0562,recommended_prior,토목,토목*,True
prereq_00654,cert_0417,cert_0562,recommended_prior,토목,토목*,True
prereq_00655,cert_0419,cert_0562,recommended_prior,토목,토목*,True
prereq_00656,cert_0128,cert_0556,recommended_prior,토목,토목*,True
prereq_00657,cert_0200,cert_0556,recommended_prior,토목,토목*,True
prereq_00658,cert_0128,cert_0562,recommended_prior,토목,토목*,True
prereq_00659,cert_0200,cert_0562,recommended_prior,토목,토목*,True
prereq_00660,cert_0128,cert_0264,recommended_prior,토목,토목*,True
prereq_00661,cert_0200,cert_0264,recommended_prior,토목,토목*,True
prereq_00662,cert_0128,cert_0324,recommended_prior,토목,토목*,True
prereq_00663,cert_0200,cert_0324,recommended_prior,토목,토목*,True
prereq_00664,cert_0128,cert_0417,recommended_prior,토목,토목*,True
prereq_00665,cert_0200,cert_0417,recommended_prior,토목,토목*,True
prereq_00666,cert_0128,cert_0419,recommended_prior,토목,토목*,True
prereq_00667,cert_0200,cert_0419,recommended_prior,토목,토목*,True
prereq_00668,cert_0021,cert_0128,prerequisite,토목,토목*,True
prereq_00669,cert_0024,cert_0128,prerequisite,토목,토목*,True
prereq_00670,cert_0029,cert_0128,prerequisite,토목,토목*,True
prereq_00671,cert_0030,cert_0128,prerequisite,토목,토목*,True
prereq_00672,cert_0031,cert_0128,prerequisite,토목,토목*,True
prereq_00673,cert_0021,cert_0200,prerequisite,토목,토목*,True
prereq_00674,cert_0024,cert_0200,prerequisite,토목,토목*,True
prereq_00675,cert_0029,cert_0200,prerequisite,토목,토목*,True
prereq_00676,cert_0030,cert_0200,prerequisite,토목,토목*,True
prereq_00677,cert_0031,cert_0200,prerequisite,토목,토목*,True
prereq_00678,cert_0442,cert_0620,recommended_prior,토목,항공사진,True
prereq_00679,cert_0287,cert_0497,recommended_prior,토목,항로표지,True
prereq_00680,cert_0139,cert_0497,recommended_prior,토목,항로표지,True
prereq_00681,cert_0139,cert_0287,recommended_prior,토목,항로표지,True
prereq_00682,cert_0144,cert_0286,recommended_prior,토목,해양*,True
prereq_00683,cert_0145,cert_0286,recommended_prior,토목,해양*,True
prereq_00684,cert_0146,cert_0286,recommended_prior,토목,해양*,True
prereq_00685,cert_0053,cert_0144,prerequisite,토목,해양*,True
prereq_00686,cert_0053,cert_0145,prerequisite,토목,해양*,True
prereq_00687,cert_0053,cert_0146,prerequisite,토목,해양*,True
prereq_00688,cert_0121,cert_0258,recommended_prior,통신,정보통신,True
prereq_00689,cert_0044,cert_0121,prerequisite,통신,정보통신,True
prereq_00690,cert_0216,cert_0478,recommended_prior,판금.제관.새시,판금제관,True
prereq_00691,cert_0263,cert_0489,recommended_prior,항공,항공*,True
prereq_00692,cert_0263,cert_0490,recommended_prior,항공,항공*,True
prereq_00693,cert_0127,cert_0489,recommended_prior,항공,항공*,True
prereq_00694,cert_0127,cert_0490,recommended_prior,항공,항공*,True
prereq_00695,cert_0127,cert_0263,recommended_prior,항공,항공*,True
prereq_00696,cert_0018,cert_0127,prerequisite,항공,항공*,True
prereq_00697,cert_0019,cert_0127,prerequisite,항공,항공*,True
prereq_00698,cert_0361,cert_0127,recommended_prior,항공,항공*,True
prereq_00699,cert_0413,cert_0527,recommended_prior,화공,가죽처리,True
prereq_00700,cert_0410,cert_0520,recommended_prior,화공,고무제품제조,True
prereq_00701,cert_0203,cert_0315,recommended_prior,화공,바이오화학제품제조,True
prereq_00702,cert_0411,cert_0523,recommended_prior,화공,프라스틱제품,True
prereq_00703,cert_0243,cert_0631,recommended_prior,화공,화공*,True
prereq_00704,cert_0446,cert_0631,recommended_prior,화공,화공*,True
prereq_00705,cert_0108,cert_0631,recommended_prior,화공,화공*,True
prereq_00706,cert_0108,cert_0243,recommended_prior,화공,화공*,True
prereq_00707,cert_0108,cert_0446,recommended_prior,화공,화공*,True
prereq_00708,cert_0011,cert_0108,prerequisite,화공,화공*,True
prereq_00709,cert_0245,cert_0530,recommended_prior,화공,화약류제조,True
prereq_00710,cert_0111,cert_0530,recommended_prior,화공,화약류제조,True
prereq_00711,cert_0111,cert_0245,recommended_prior,화공,화약류제조,True
prereq_00712,cert_0408,cert_0518,recommended_prior,화공,화학분석,True
prereq_00713,cert_0168,cert_0518,recommended_prior,화공,화학분석,True
prereq_00714,cert_0168,cert_0408,recommended_prior,화공,화학분석,True
prereq_00715,cert_0209,cert_0342,recommended_prior,환경,자연생태복원,True
prereq_00716,cert_0211,cert_0343,recommended_prior,환경,폐기물처리,True
prereq_00717,cert_0089,cert_0211,prerequisite,환경,폐기물처리,True
prereq_00718,cert_0318,cert_0680,recommended_prior,환경,환경*,True
prereq_00719,cert_0316,cert_0680,recommended_prior,환경,환경*,True
prereq_00720,cert_0317,cert_0680,recommended_prior,환경,환경*,True
prereq_00721,cert_0319,cert_0680,recommended_prior,환경,환경*,True
prereq_00722,cert_0192,cert_0680,recommended_prior,환경,환경*,True
prereq_00723,cert_0210,cert_0680,recommended_prior,환경,환경*,True
prereq_00724,cert_0098,cert_0680,recommended_prior,환경,환경*,True
prereq_00725,cert_0190,cert_0680,recommended_prior,환경,환경*,True
prereq_00726,cert_0191,cert_0680,recommended_prior,환경,환경*,True
prereq_00727,cert_0193,cert_0680,recommended_prior,환경,환경*,True
prereq_00728,cert_0192,cert_0318,recommended_prior,환경,환경*,True
prereq_00729,cert_0210,cert_0318,recommended_prior,환경,환경*,True
prereq_00730,cert_0098,cert_0318,recommended_prior,환경,환경*,True
prereq_00731,cert_0190,cert_0318,recommended_prior,환경,환경*,True
prereq_00732,cert_0191,cert_0318,recommended_prior,환경,환경*,True
prereq_00733,cert_0193,cert_0318,recommended_prior,환경,환경*,True
prereq_00734,cert_0192,cert_0316,recommended_prior,환경,환경*,True
prereq_00735,cert_0210,cert_0316,recommended_prior,환경,환경*,True
prereq_00736,cert_0098,cert_0316,recommended_prior,환경,환경*,True
prereq_00737,cert_0190,cert_0316,recommended_prior,환경,환경*,True
prereq_00738,cert_0191,cert_0316,recommended_prior,환경,환경*,True
prereq_00739,cert_0193,cert_0316,recommended_prior,환경,환경*,True
prereq_00740,cert_0192,cert_0317,recommended_prior,환경,환경*,True
prereq_00741,cert_0210,cert_0317,recommended_prior,환경,환경*,True
prereq_00742,cert_0098,cert_0317,recommended_prior,환경,환경*,True
prereq_00743,cert_0190,cert_0317,recommended_prior,환경,환경*,True
prereq_00744,cert_0191,cert_0317,recommended_prior,환경,환경*,True
prereq_00745,cert_0193,cert_0317,recommended_prior,환경,환경*,True
prereq_00746,cert_0192,cert_0319,recommended_prior,환경,환경*,True
prereq_00747,cert_0210,cert_0319,recommended_prior,환경,환경*,True
prereq_00748,cert_0098,cert_0319,recommended_prior,환경,환경*,True
prereq_00749,cert_0190,cert_0319,recommended_prior,환경,환경*,True
prereq_00750,cert_0191,cert_0319,recommended_prior,환경,환경*,True
prereq_00751,cert_0193,cert_0319,recommended_prior,환경,환경*,True
prereq_00752,cert_0049,cert_0192,prerequisite,환경,환경*,True
prereq_00753,cert_0081,cert_0192,prerequisite,환경,환경*,True
prereq_00754,cert_0084,cert_0192,prerequisite,환경,환경*,True
prereq_00755,cert_0085,cert_0192,prerequisite,환경,환경*,True
prereq_00756,cert_0049,cert_0210,prerequisite,환경,환경*,True
prereq_00757,cert_0081,cert_0210,prerequisite,환경,환경*,True
prereq_00758,cert_0084,cert_0210,prerequisite,환경,환경*,True
prereq_00759,cert_0085,cert_0210,prerequisite,환경,환경*,True
prereq_00760,cert_0049,cert_0098,prerequisite,환경,환경*,True
prereq_00761,cert_0081,cert_0098,prerequisite,환경,환경*,True
prereq_00762,cert_0084,cert_0098,prerequisite,환경,환경*,True
prereq_00763,cert_0085,cert_0098,prerequisite,환경,환경*,True
prereq_00764,cert_0049,cert_0190,prerequisite,환경,환경*,True
prereq_00765,cert_0081,cert_0190,prerequisite,환경,환경*,True
prereq_00766,cert_0084,cert_0190,prerequisite,환경,환경*,True
prereq_00767,cert_0085,cert_0190,prerequisite,환경,환경*,True
prereq_00768,cert_0049,cert_0191,prerequisite,환경,환경*,True
prereq_00769,cert_0081,cert_0191,prerequisite,환경,환경*,True
prereq_00770,cert_0084,cert_0191,prerequisite,환경,환경*,True
prereq_00771,cert_0085,cert_0191,prerequisite,환경,환경*,True
prereq_00772,cert_0049,cert_0193,prerequisite,환경,환경*,True
prereq_00773,cert_0081,cert_0193,prerequisite,환경,환경*,True
prereq_00774,cert_0084,cert_0193,prerequisite,환경,환경*,True
prereq_00775,cert_0085,cert_0193,prerequisite,환경,환경*,True
