cert_id,cert_name,canonical_name,normalized_key,aliases,issuer,is_active,cert_type,grade_name,primary_domain,top_domain,domain_name_raw,source,written_avg_pass_rate,practical_avg_pass_rate,avg_pass_rate_3yr,cert_grade_tier,exam_difficulty,exam_type_info,exam_pass_rate,exam_frequency,exam_subject_info,exam_fee_info,exam_eligibility_info
cert_0254,전자산업기사,전자산업기사,전자산업기사,,Q-Net,True,국가기술자격,산업기사,5,엔지니어링/산업기술,전자,qnet_major_list_2025,14.33,64.8,39.57,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 39.6%,연 3회,필기 + 실기,,
cert_0255,반도체커스텀레이아웃산업기사,반도체커스텀레이아웃산업기사,반도체커스텀레이아웃산업기사,,Q-Net,True,국가기술자격,산업기사,5,엔지니어링/산업기술,전자,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0256,의공산업기사,의공산업기사,의공산업기사,,Q-Net,True,국가기술자격,산업기사,5,엔지니어링/산업기술,전자,qnet_major_list_2025,42.6,25.33,33.97,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 34.0%,연 1회,필기 + 실기,,
cert_0257,3D프린터개발산업기사,3D프린터개발산업기사,3D프린터개발산업기사,,Q-Net,True,국가기술자격,산업기사,5,엔지니어링/산업기술,전자,qnet_major_list_2025,51.77,28.9,40.33,2_산업기사,,,,연 2회,,,
cert_0258,정보통신산업기사,정보통신산업기사,정보통신산업기사,,Q-Net,True,국가기술자격,산업기사,4,IT/디지털,통신,qnet_major_list_2025,24.92,34.59,29.75,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 29.8%,연 3회,필기 + 실기,,
cert_0259,사무자동화산업기사,사무자동화산업기사,사무자동화산업기사,,Q-Net,True,국가기술자격,산업기사,2,IT/디지털,정보기술,qnet_major_list_2025,55.3,71.3,63.3,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 63.3%,연 3회,필기 + 실기,,
cert_0260,방송통신산업기사,방송통신산업기사,방송통신산업기사,,Q-Net,True,국가기술자격,산업기사,4,IT/디지털,방송.무선,qnet_major_list_2025,30.86,66.57,48.72,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 48.7%,연 2회,필기 + 실기,,
cert_0261,무선설비산업기사,무선설비산업기사,무선설비산업기사,,Q-Net,True,국가기술자격,산업기사,4,IT/디지털,방송.무선,qnet_major_list_2025,13.2,56.54,34.87,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 34.9%,연 3회,필기 + 실기,,
cert_0262,조선산업기사,조선산업기사,조선산업기사,,Q-Net,True,국가기술자격,산업기사,41,모빌리티/운송,조선,qnet_major_list_2025,48.67,64.3,56.48,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 56.5%,연 1회,필기 + 실기,,
cert_0263,항공산업기사,항공산업기사,항공산업기사,,Q-Net,True,국가기술자격,산업기사,42,모빌리티/운송,항공,qnet_major_list_2025,37.77,63.13,50.45,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 50.5%,연 3회,필기 + 실기,,
cert_0264,토목산업기사,토목산업기사,토목산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,21.1,69.73,45.42,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 45.4%,연 3회,필기 + 실기,,
cert_0265,건축일반시공산업기사,건축일반시공산업기사,건축일반시공산업기사,,Q-Net,True,국가기술자격,산업기사,10,엔지니어링/산업기술,건축,qnet_major_list_2025,62.03,40.07,51.05,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 51.0%,연 1회,필기 + 실기,,
cert_0266,건축목공산업기사,건축목공산업기사,건축목공산업기사,,Q-Net,True,국가기술자격,산업기사,10,엔지니어링/산업기술,건축,qnet_major_list_2025,70.63,59.13,64.88,2_산업기사,1.0,필기+실기,최근 평균 합격률(종합): 64.9%,연 1회,필기 + 실기,,
cert_0267,목재창호산업기사,목재창호산업기사,목재창호산업기사,,Q-Net,True,국가기술자격,산업기사,10,엔지니어링/산업기술,건축,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0268,방직산업기사,방직산업기사,방직산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,섬유,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0269,섬유가공산업기사,섬유가공산업기사,섬유가공산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,섬유,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0270,방사산업기사,방사산업기사,방사산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,섬유,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0271,섬유디자인산업기사,섬유디자인산업기사,섬유디자인산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,섬유,qnet_major_list_2025,17.77,100.0,58.88,2_산업기사,1.0,필기+실기,최근 평균 합격률(종합): 58.9%,연 1회,필기 + 실기,,
cert_0272,섬유기계산업기사,섬유기계산업기사,섬유기계산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,섬유,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0273,편물산업기사,편물산업기사,편물산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,섬유,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0274,양복산업기사,양복산업기사,양복산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,의복,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0275,한복산업기사,한복산업기사,한복산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,의복,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0276,섬유산업기사,섬유산업기사,섬유산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,섬유,qnet_major_list_2025,9.1,55.57,32.33,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 32.3%,연 1회,필기 + 실기,,
cert_0277,실내건축산업기사,실내건축산업기사,실내건축산업기사,,Q-Net,True,국가기술자격,산업기사,10,엔지니어링/산업기술,건축,qnet_major_list_2025,33.0,53.87,43.43,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 43.4%,연 3회,필기 + 실기,,
cert_0278,정보처리산업기사,정보처리산업기사,정보처리산업기사,,Q-Net,True,국가기술자격,산업기사,2,IT/디지털,정보기술,qnet_major_list_2025,46.8,35.2,41.0,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 41.0%,연 3회,필기 + 실기,,
cert_0279,원자력산업기사,원자력산업기사,원자력산업기사,,Q-Net,True,국가기술자격,산업기사,9,엔지니어링/산업기술,에너지.기상,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0280,패션디자인산업기사,패션디자인산업기사,패션디자인산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,의복,qnet_major_list_2025,51.93,59.67,55.8,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 55.8%,연 1회,필기 + 실기,,
cert_0281,신발산업기사,신발산업기사,신발산업기사,,Q-Net,True,국가기술자격,산업기사,32,교육/생활서비스,의복,qnet_major_list_2025,70.3,79.87,75.08,2_산업기사,1.0,필기+실기,최근 평균 합격률(종합): 75.1%,연 1회,필기 + 실기,,
cert_0282,조경산업기사,조경산업기사,조경산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,조경,qnet_major_list_2025,20.97,33.47,27.22,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 27.2%,연 3회,필기 + 실기,,
cert_0283,측량및지형공간정보산업기사,측량및지형공간정보산업기사,측량및지형공간정보산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,37.17,70.17,53.67,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 53.7%,연 3회,필기 + 실기,,
cert_0284,공간정보융합산업기사,공간정보융합산업기사,공간정보융합산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,39.75,8.6,24.18,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 24.2%,연 1회,필기 + 실기,,
cert_0285,지적산업기사,지적산업기사,지적산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,43.43,61.87,52.65,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 52.7%,연 3회,필기 + 실기,,
cert_0286,해양조사산업기사,해양조사산업기사,해양조사산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,71.4,52.3,61.85,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 61.9%,연 1회,필기 + 실기,,
cert_0287,항로표지산업기사,항로표지산업기사,항로표지산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,9.8,63.33,36.57,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 36.6%,연 1회,필기 + 실기,,
cert_0288,산업안전산업기사,산업안전산업기사,산업안전산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,안전관리,qnet_major_list_2025,43.23,44.37,43.8,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 43.8%,연 3회,필기 + 실기,,
cert_0289,건설안전산업기사,건설안전산업기사,건설안전산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,안전관리,qnet_major_list_2025,34.2,57.63,45.92,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 45.9%,연 3회,필기 + 실기,,
cert_0290,디지털인쇄산업기사,디지털인쇄산업기사,디지털인쇄산업기사,,Q-Net,True,국가기술자격,산업기사,33,크리에이티브/미디어,인쇄.사진,qnet_major_list_2025,55.7,91.67,73.68,2_산업기사,1.0,필기+실기,최근 평균 합격률(종합): 73.7%,연 1회,필기 + 실기,,
cert_0291,승강기산업기사,승강기산업기사,승강기산업기사,,Q-Net,True,국가기술자격,산업기사,6,엔지니어링/산업기술,기계장비설비.설치,qnet_major_list_2025,17.1,39.7,28.4,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 28.4%,연 3회,필기 + 실기,,
cert_0292,품질경영산업기사,품질경영산업기사,품질경영산업기사,,Q-Net,True,국가기술자격,산업기사,17,경영/비즈니스,생산관리,qnet_major_list_2025,27.17,45.77,36.47,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 36.5%,연 3회,필기 + 실기,,
cert_0293,포장산업기사,포장산업기사,포장산업기사,,Q-Net,True,국가기술자격,산업기사,17,경영/비즈니스,생산관리,qnet_major_list_2025,16.67,50.0,33.33,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 33.3%,연 1회,필기 + 실기,,
cert_0294,제품디자인산업기사,제품디자인산업기사,제품디자인산업기사,,Q-Net,True,국가기술자격,산업기사,33,크리에이티브/미디어,디자인,qnet_major_list_2025,12.27,62.6,37.43,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 37.4%,연 1회,필기 + 실기,,
cert_0295,시각디자인산업기사,시각디자인산업기사,시각디자인산업기사,,Q-Net,True,국가기술자격,산업기사,33,크리에이티브/미디어,디자인,qnet_major_list_2025,68.27,54.03,61.15,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 61.1%,연 3회,필기 + 실기,,
cert_0296,세라믹산업기사,세라믹산업기사,세라믹산업기사,,Q-Net,True,국가기술자격,산업기사,7,엔지니어링/산업기술,금속.재료,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0297,화재감식평가산업기사,화재감식평가산업기사,화재감식평가산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,안전관리,qnet_major_list_2025,79.1,50.27,64.68,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 64.7%,연 3회,필기 + 실기,,
cert_0298,식품산업기사,식품산업기사,식품산업기사,,Q-Net,True,국가기술자격,산업기사,30,교육/생활서비스,식품,qnet_major_list_2025,38.43,80.5,59.47,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 59.5%,연 3회,필기 + 실기,,
cert_0299,종자산업기사,종자산업기사,종자산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,농업,qnet_major_list_2025,52.57,49.0,50.78,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 50.8%,연 2회,필기 + 실기,,
cert_0300,가스산업기사,가스산업기사,가스산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,안전관리,qnet_major_list_2025,29.47,25.27,27.37,2_산업기사,5.0,필기+실기,최근 평균 합격률(종합): 27.4%,연 3회,필기 + 실기,,
cert_0301,산업위생관리산업기사,산업위생관리산업기사,산업위생관리산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,안전관리,qnet_major_list_2025,35.4,55.1,45.25,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 45.2%,연 3회,필기 + 실기,,
cert_0302,시설원예산업기사,시설원예산업기사,시설원예산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,농업,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0303,임업종묘산업기사,임업종묘산업기사,임업종묘산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,임업,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0304,산림산업기사,산림산업기사,산림산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,임업,qnet_major_list_2025,37.53,57.27,47.4,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 47.4%,연 3회,필기 + 실기,,
cert_0305,축산산업기사,축산산업기사,축산산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,축산,qnet_major_list_2025,34.07,48.73,41.4,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 41.4%,연 2회,필기 + 실기,,
cert_0306,기상산업기사,기상산업기사,기상산업기사,,Q-Net,True,국가기술자격,산업기사,9,엔지니어링/산업기술,에너지.기상,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0307,수산양식산업기사,수산양식산업기사,수산양식산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,어업,qnet_major_list_2025,34.77,42.7,38.73,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 38.7%,연 1회,필기 + 실기,,
cert_0308,잠수산업기사,잠수산업기사,잠수산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,46.4,37.2,41.8,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 41.8%,연 1회,필기 + 실기,,
cert_0309,건축산업기사,건축산업기사,건축산업기사,,Q-Net,True,국가기술자격,산업기사,10,엔지니어링/산업기술,건축,qnet_major_list_2025,27.53,36.47,32.0,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 32.0%,연 3회,필기 + 실기,,
cert_0310,건축설비산업기사,건축설비산업기사,건축설비산업기사,,Q-Net,True,국가기술자격,산업기사,10,엔지니어링/산업기술,건축,qnet_major_list_2025,48.73,23.4,36.07,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 36.1%,연 3회,필기 + 실기,,
cert_0311,공업계측제어산업기사,공업계측제어산업기사,공업계측제어산업기사,,Q-Net,True,국가기술자격,산업기사,5,엔지니어링/산업기술,전자,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0312,피아노조율산업기사,피아노조율산업기사,피아노조율산업기사,,Q-Net,True,국가기술자격,산업기사,35,크리에이티브/미디어,목재.가구.공예,qnet_major_list_2025,30.3,61.47,45.88,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 45.9%,연 1회,필기 + 실기,,
cert_0313,농화학산업기사,농화학산업기사,농화학산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,농업,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0314,식물보호산업기사,식물보호산업기사,식물보호산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,임업,qnet_major_list_2025,51.8,51.33,51.57,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 51.6%,연 3회,필기 + 실기,,
cert_0315,바이오화학제품제조산업기사,바이오화학제품제조산업기사,바이오화학제품제조산업기사,,Q-Net,True,국가기술자격,산업기사,8,엔지니어링/산업기술,화공,qnet_major_list_2025,63.07,34.4,48.73,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 48.7%,연 1회,필기 + 실기,,
cert_0316,대기환경산업기사,대기환경산업기사,대기환경산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,환경,qnet_major_list_2025,28.0,32.4,30.2,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 30.2%,연 3회,필기 + 실기,,
cert_0317,수질환경산업기사,수질환경산업기사,수질환경산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,환경,qnet_major_list_2025,25.4,35.0,30.2,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 30.2%,연 3회,필기 + 실기,,
cert_0318,소음진동산업기사,소음진동산업기사,소음진동산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,환경,qnet_major_list_2025,15.07,35.07,25.07,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 25.1%,연 1회,필기 + 실기,,
cert_0319,"대기환경,수질환경산업기사","대기환경,수질환경산업기사","대기환경,수질환경산업기사",,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,환경,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0320,농림토양평가관리산업기사,농림토양평가관리산업기사,농림토양평가관리산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,환경,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0321,공조냉동기계산업기사,공조냉동기계산업기사,공조냉동기계산업기사,,Q-Net,True,국가기술자격,산업기사,6,엔지니어링/산업기술,기계장비설비.설치,qnet_major_list_2025,23.0,53.73,38.37,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 38.4%,연 3회,필기 + 실기,,
cert_0322,유기농업산업기사,유기농업산업기사,유기농업산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,농업,qnet_major_list_2025,53.53,53.97,53.75,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 53.8%,연 1회,필기 + 실기,,
cert_0323,건설재료시험산업기사,건설재료시험산업기사,건설재료시험산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,30.77,60.67,45.72,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 45.7%,연 2회,필기 + 실기,,
cert_0324,철도토목산업기사,철도토목산업기사,철도토목산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,토목,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0325,방사선비파괴검사산업기사,방사선비파괴검사산업기사,방사선비파괴검사산업기사,,Q-Net,True,국가기술자격,산업기사,15,엔지니어링/산업기술,비파괴검사,qnet_major_list_2025,28.0,40.37,34.18,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 34.2%,연 1회,필기 + 실기,,
cert_0326,초음파비파괴검사산업기사,초음파비파괴검사산업기사,초음파비파괴검사산업기사,,Q-Net,True,국가기술자격,산업기사,15,엔지니어링/산업기술,비파괴검사,qnet_major_list_2025,49.27,26.43,37.85,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 37.9%,연 1회,필기 + 실기,,
cert_0327,자기비파괴검사산업기사,자기비파괴검사산업기사,자기비파괴검사산업기사,,Q-Net,True,국가기술자격,산업기사,15,엔지니어링/산업기술,비파괴검사,qnet_major_list_2025,50.6,38.17,44.38,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 44.4%,연 1회,필기 + 실기,,
cert_0328,침투비파괴검사산업기사,침투비파괴검사산업기사,침투비파괴검사산업기사,,Q-Net,True,국가기술자격,산업기사,15,엔지니어링/산업기술,비파괴검사,qnet_major_list_2025,53.97,45.07,49.52,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 49.5%,연 3회,필기 + 실기,,
cert_0329,와전류비파괴검사산업기사,와전류비파괴검사산업기사,와전류비파괴검사산업기사,,Q-Net,True,국가기술자격,산업기사,15,엔지니어링/산업기술,비파괴검사,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0330,누설비파괴검사산업기사,누설비파괴검사산업기사,누설비파괴검사산업기사,,Q-Net,True,국가기술자격,산업기사,15,엔지니어링/산업기술,비파괴검사,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0331,화훼장식산업기사,화훼장식산업기사,화훼장식산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,농업,qnet_major_list_2025,89.27,41.77,65.52,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 65.5%,연 1회,필기 + 실기,,
cert_0332,방수산업기사,방수산업기사,방수산업기사,,Q-Net,True,국가기술자격,산업기사,10,엔지니어링/산업기술,건축,qnet_major_list_2025,68.23,36.7,52.47,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 52.5%,연 1회,필기 + 실기,,
cert_0333,어로산업기사,어로산업기사,어로산업기사,,Q-Net,True,국가기술자격,산업기사,38,1차산업/자원,어업,qnet_major_list_2025,71.97,36.93,54.45,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 54.4%,연 1회,필기 + 실기,,
cert_0334,교통산업기사,교통산업기사,교통산업기사,,Q-Net,True,국가기술자격,산업기사,11,엔지니어링/산업기술,도시.교통,qnet_major_list_2025,20.13,44.43,32.28,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 32.3%,연 1회,필기 + 실기,,
cert_0335,귀금속가공산업기사,귀금속가공산업기사,귀금속가공산업기사,,Q-Net,True,국가기술자격,산업기사,35,크리에이티브/미디어,목재.가구.공예,qnet_major_list_2025,62.6,67.0,64.8,2_산업기사,1.0,필기+실기,최근 평균 합격률(종합): 64.8%,연 1회,필기 + 실기,,
cert_0336,목공예산업기사,목공예산업기사,목공예산업기사,,Q-Net,True,국가기술자격,산업기사,35,크리에이티브/미디어,목재.가구.공예,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0337,도자기공예산업기사,도자기공예산업기사,도자기공예산업기사,,Q-Net,True,국가기술자격,산업기사,35,크리에이티브/미디어,목재.가구.공예,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0338,자수산업기사,자수산업기사,자수산업기사,,Q-Net,True,국가기술자격,산업기사,35,크리에이티브/미디어,목재.가구.공예,qnet_major_list_2025,,,,2_산업기사,,,,연 2회,,,
cert_0339,보석디자인산업기사,보석디자인산업기사,보석디자인산업기사,,Q-Net,True,국가기술자격,산업기사,35,크리에이티브/미디어,목재.가구.공예,qnet_major_list_2025,51.7,76.13,63.92,2_산업기사,1.0,필기+실기,최근 평균 합격률(종합): 63.9%,연 1회,필기 + 실기,,
cert_0340,소방설비산업기사(기계분야),소방설비산업기사(기계분야),소방설비산업기사(기계분야),,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,안전관리,qnet_major_list_2025,39.1,34.53,36.82,2_산업기사,,,,연 2회,,,
cert_0341,소방설비산업기사(전기분야),소방설비산업기사(전기분야),소방설비산업기사(전기분야),,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,안전관리,qnet_major_list_2025,43.77,35.0,39.38,2_산업기사,,,,연 2회,,,
cert_0342,자연생태복원산업기사,자연생태복원산업기사,자연생태복원산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,환경,qnet_major_list_2025,57.87,28.9,43.38,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 43.4%,연 1회,필기 + 실기,,
cert_0343,폐기물처리산업기사,폐기물처리산업기사,폐기물처리산업기사,,Q-Net,True,국가기술자격,산업기사,12,엔지니어링/산업기술,환경,qnet_major_list_2025,32.77,43.17,37.97,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 38.0%,연 3회,필기 + 실기,,
cert_0344,에너지관리산업기사,에너지관리산업기사,에너지관리산업기사,,Q-Net,True,국가기술자격,산업기사,9,엔지니어링/산업기술,에너지.기상,qnet_major_list_2025,30.4,35.9,33.15,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 33.1%,연 3회,필기 + 실기,,
cert_0345,한식조리산업기사,한식조리산업기사,한식조리산업기사,,Q-Net,True,국가기술자격,산업기사,30,교육/생활서비스,조리,qnet_major_list_2025,44.07,31.97,38.02,2_산업기사,4.0,필기+실기,최근 평균 합격률(종합): 38.0%,연 2회,필기 + 실기,,
cert_0346,양식조리산업기사,양식조리산업기사,양식조리산업기사,,Q-Net,True,국가기술자격,산업기사,30,교육/생활서비스,조리,qnet_major_list_2025,46.87,34.27,40.57,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 40.6%,연 1회,필기 + 실기,,
cert_0347,일식조리산업기사,일식조리산업기사,일식조리산업기사,,Q-Net,True,국가기술자격,산업기사,30,교육/생활서비스,조리,qnet_major_list_2025,18.93,46.9,32.92,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 32.9%,연 1회,필기 + 실기,,
cert_0348,중식조리산업기사,중식조리산업기사,중식조리산업기사,,Q-Net,True,국가기술자격,산업기사,30,교육/생활서비스,조리,qnet_major_list_2025,50.03,44.6,47.32,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 47.3%,연 1회,필기 + 실기,,
cert_0349,복어조리산업기사,복어조리산업기사,복어조리산업기사,,Q-Net,True,국가기술자격,산업기사,30,교육/생활서비스,조리,qnet_major_list_2025,60.03,34.37,47.2,2_산업기사,2.0,필기+실기,최근 평균 합격률(종합): 47.2%,연 1회,필기 + 실기,,
cert_0350,보석감정산업기사,보석감정산업기사,보석감정산업기사,,Q-Net,True,국가기술자격,산업기사,35,크리에이티브/미디어,목재.가구.공예,qnet_major_list_2025,46.37,25.23,35.8,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 35.8%,연 1회,필기 + 실기,,
cert_0351,컬러리스트산업기사,컬러리스트산업기사,컬러리스트산업기사,,Q-Net,True,국가기술자격,산업기사,33,크리에이티브/미디어,디자인,qnet_major_list_2025,50.67,51.27,50.97,2_산업기사,3.0,필기+실기,최근 평균 합격률(종합): 51.0%,연 3회,필기 + 실기,,
cert_0352,기계가공기능장,기계가공기능장,기계가공기능장,,Q-Net,True,국가기술자격,기능장,6,엔지니어링/산업기술,기계제작,qnet_major_list_2025,51.2,47.03,49.12,5_기능장,4.0,필기+실기,최근 평균 합격률(종합): 49.1%,연 2회,필기 + 실기,,
cert_0353,금형기능장,금형기능장,금형기능장,,Q-Net,True,국가기술자격,기능장,6,엔지니어링/산업기술,금형.공작기계,qnet_major_list_2025,37.2,67.57,52.38,5_기능장,3.0,필기+실기,최근 평균 합격률(종합): 52.4%,연 1회,필기 + 실기,,
cert_0354,기계제도기능장,기계제도기능장,기계제도기능장,,Q-Net,True,국가기술자격,기능장,6,엔지니어링/산업기술,기계제작,qnet_major_list_2025,,,,5_기능장,,,,연 2회,,,
cert_0355,배관기능장,배관기능장,배관기능장,,Q-Net,True,국가기술자격,기능장,10,엔지니어링/산업기술,건설배관,qnet_major_list_2025,64.43,32.97,48.7,5_기능장,4.0,필기+실기,최근 평균 합격률(종합): 48.7%,연 2회,필기 + 실기,,
