major_id,major_name,normalized_key,source_id,is_active
major_qnet_1077,건축공학계열,건축공학계열,qnet_udept_oblig_list,True
major_qnet_1078,건축공학(과ㆍ부ㆍ전공),건축공학과부전공,qnet_udept_oblig_list,True
major_qnet_1079,건축공학교육과,건축공학교육과,qnet_udept_oblig_list,True
major_qnet_1080,건축공학리모델링전공,건축공학리모델링전공,qnet_udept_oblig_list,True
major_qnet_1082,건축공학ㆍ빌딩시스템공학부,건축공학빌딩시스템공학부,qnet_udept_oblig_list,True
major_qnet_1083,건축공학ㆍ설비공학부,건축공학설비공학부,qnet_udept_oblig_list,True
major_qnet_1085,건축과,건축과,qnet_udept_oblig_list,True
major_qnet_1086,건축기계설비공학,건축기계설비공학,qnet_udept_oblig_list,True
major_qnet_1087,건축도시공학부,건축도시공학부,qnet_udept_oblig_list,True
major_qnet_1088,건축도시조경학부,건축도시조경학부,qnet_udept_oblig_list,True
major_qnet_1089,건축도시토목공학계열,건축도시토목공학계열,qnet_udept_oblig_list,True
major_qnet_1090,건축도시토목환경공학부,건축도시토목환경공학부,qnet_udept_oblig_list,True
major_qnet_1091,건축디자인,건축디자인,qnet_udept_oblig_list,True
major_qnet_1093,건축디자인ㆍCAD전공,건축디자인cad전공,qnet_udept_oblig_list,True
major_qnet_1094,건축리모델링,건축리모델링,qnet_udept_oblig_list,True
major_qnet_1095,건축리모델링인테리어과,건축리모델링인테리어과,qnet_udept_oblig_list,True
major_qnet_1096,건축메카트로닉스공학과군,건축메카트로닉스공학과군,qnet_udept_oblig_list,True
major_qnet_1097,건축물관리학과,건축물관리학과,qnet_udept_oblig_list,True
major_qnet_1098,"건축사회환경공학(과,부)",건축사회환경공학과부,qnet_udept_oblig_list,True
