section,category,pct_isolated,pct_general,n_iso,n_gen,chi2,p_value,cohen_h,diff_pct,significant
【A11】 지난 2주 동안 교류 횟수,1회,22.493,8.506,486,5027,97.5843,0.0,0.3964,13.987,True
【A4_1 TO A4_8】 생활비 출처,부모님의 지원,17.188,5.216,486,5027,109.7953,0.0,0.3941,11.972,True
【C7x5】 일자리나 공부 기회▶제공 기간,6개월 이상,58.824,39.293,486,5027,70.0834,0.0,0.3932,19.531,True
【B12_1 TO B12_9】 우울 척도 총점,27.00,6.584,0.398,486,5027,181.5303,0.0,0.3927,6.186,True
【A5】 가정의 주관적 사회경제적 수준,중하,42.634,24.333,486,5027,76.9499,0.0,0.3912,18.301,True
【A18_4】 외로움 척도▶나는 사람들 사이에서 고립되어 있다고 느껴진다,전혀그렇지않다,12.346,27.631,486,5027,53.4378,0.0,0.3889,-15.285,True
【A20_5】 성인기 후 경험▶내가 원했던 때에 취업을 못했던 경험,있다,64.609,45.713,486,5027,63.4669,0.0,0.3824,18.896,True
【A20_5】 성인기 후 경험▶내가 원했던 때에 취업을 못했던 경험,없다,35.391,54.287,486,5027,63.4669,0.0,0.3824,-18.896,True
【A14】 고립 기간,3년 이상 ~ 5년 미만,16.798,5.325,486,5027,99.281,0.0,0.3789,11.473,True
【A8】 은둔 기간,3개월 미만,7.037,19.466,486,5027,46.0116,0.0,0.3769,-12.429,True
【A11】 지난 2주 동안 교류 횟수,6~10회,9.485,23.109,486,5027,48.2579,0.0,0.3768,-13.624,True
【C6x6】 비슷한 상황에 있는 사람들과의 만남▶제공 방식,비슷한 문제를 겪는 사람들과 함께,75.0,57.331,486,5027,56.4825,0.0,0.3764,17.669,True
【C7x2】 심리 상담▶제공 기간,2~3개월 정도,15.642,31.333,486,5027,52.0215,0.0,0.375,-15.691,True
【A20_7】 성인기 후 경험▶믿었던 사람이 내게 사기를 치거나 배신했던 경험,없다,50.206,68.411,486,5027,66.2298,0.0,0.373,-18.205,True
【A20_7】 성인기 후 경험▶믿었던 사람이 내게 사기를 치거나 배신했던 경험,있다,49.794,31.589,486,5027,66.2298,0.0,0.373,18.205,True
【A7】 외출 빈도,자기 방에서 거의 나오지 않는다,6.996,0.676,486,5027,145.277,0.0,0.3707,6.32,True
【B1_4】 평소 생활 패턴▶나는 거의 비슷한 시간에 잠들고 일어나는 편이다,Top2(④+⑤),42.181,60.553,486,5027,61.8041,0.0,0.3697,-18.372,True
【C5x5】 일자리나 공부 기회▶제공 장소,집에 찾아오는 상담자 지정 및 지원 연계,6.373,17.973,486,5027,42.3724,0.0,0.3652,-11.6,True
【A18_3】 외로움 척도▶나는 혼자 남겨진 것 같다고 느껴진다,전혀그렇지않다,12.346,26.338,486,5027,46.1443,0.0,0.3598,-13.992,True
"【C7x4】 취미, 운동 등의 활동▶제공 기간",6개월 이상,50.691,33.042,486,5027,60.5038,0.0,0.3598,17.649,True
【A13_2】 물리적 고립▶친인척들과의 대면 교류,3개월에한두 번,8.23,20.569,486,5027,43.0097,0.0,0.3595,-12.339,True
【B1_5】 평소 생활 패턴▶나는 잠을 설치는 것 없이 잘 자는 편이다,그렇다,17.901,33.36,486,5027,48.6699,0.0,0.3578,-15.459,True
【B1_1】 평소 생활 패턴▶나는 우리 가족과 친밀한 편이다,그렇지않다,17.695,6.465,486,5027,81.0103,0.0,0.3542,11.23,True
【A5】 가정의 주관적 사회경제적 수준,중상,6.473,17.673,486,5027,40.6357,0.0,0.3533,-11.2,True
【C7x8】 가까운 사람들의 이해와 지지▶제공 기간,6개월 이상,52.101,34.711,486,5027,57.6984,0.0,0.3528,17.39,True
【C7x9】 기타▶제공 기간,6개월 이상,42.857,26.316,486,5027,60.0062,0.0,0.3501,16.541,True
【B1_2】 평소 생활 패턴▶나는 평소 가족과 대화를 자주 하는 편이다,그렇지않다,22.84,10.225,486,5027,70.158,0.0,0.3456,12.615,True
"【C6x4】 취미, 운동 등의 활동▶제공 방식",가족과 함께,6.452,17.219,486,5027,38.2828,0.0,0.3421,-10.767,True
【C5x6】 비슷한 상황에 있는 사람들과의 만남▶제공 장소,"집에서 1시간 거리 이내, 교통 좋은 곳에서 상담 등 지원 제공",68.478,51.88,486,5027,49.2952,0.0,0.3409,16.598,True
【B1_4】 평소 생활 패턴▶나는 거의 비슷한 시간에 잠들고 일어나는 편이다,전혀그렇지않다,8.642,1.631,486,5027,99.0687,0.0,0.3406,7.011,True
"【C7x4】 취미, 운동 등의 활동▶제공 기간",2~3개월 정도,18.894,33.682,486,5027,44.0242,0.0,0.339,-14.788,True
【C5x9】 기타▶제공 장소,온라인 채팅 상담 및 지원 연계,28.571,44.737,486,5027,47.0031,0.0,0.3375,-16.166,True
【A14】 고립 기간,10년 이상,21.26,9.467,486,5027,64.8108,0.0,0.3329,11.793,True
【C8_3】 서울시 고립·은둔청년 지원 사업 도움 여부,많은도움이 되었다,28.571,14.984,486,5027,60.6311,0.0,0.3329,13.587,True
【B11】 약물 복용 여부,아니오,81.481,92.381,486,5027,67.1224,0.0,0.3304,-10.9,True
【B11】 약물 복용 여부,예,18.519,7.619,486,5027,67.1224,0.0,0.3304,10.9,True
【A16_1 TO A16_11】 고립/은둔 계기,"가정 문제(가정폭력, 학대, 가족 간 불화, 부모의 이혼 등)로 인해",16.255,6.14,486,5027,69.2097,0.0,0.3292,10.115,True
【A7】 외출 빈도,"자기 방에서 나오지만, 집 밖으로는 나가지 않는다",6.996,1.074,486,5027,98.9331,0.0,0.3277,5.922,True
【B12_1 TO B12_9】 우울 척도 총점,1.00,2.469,9.986,486,5027,29.6189,0.0,0.3275,-7.517,True
【A14】 고립 기간,1년 이상 ~ 3년 미만,22.572,10.651,486,5027,61.6807,0.0,0.3253,11.921,True
"【A13_4】 물리적 고립▶이외 직장, 학교, 동네에서 알고 지내는 사람들과 대면 교류(업무 상 교류 제외)",3개월에한두 번,6.379,16.471,486,5027,34.3168,0.0,0.3251,-10.092,True
【C5x2】 심리 상담▶제공 장소,집에 찾아오는 상담자 지정 및 지원 연계,11.173,23.149,486,5027,37.3468,0.0,0.3223,-11.976,True
【A14】 고립 기간,7년 이상 ~ 10년 미만,8.399,1.775,486,5027,85.5198,0.0,0.3208,6.624,True
【C7x5】 일자리나 공부 기회▶제공 기간,2~3개월 정도,15.686,28.872,486,5027,38.7108,0.0,0.3201,-13.186,True
"【A20_8】 성인기 후 경험▶가까웠던 사람과 헤어져야 했던 경험(절교, 죽음 등)",있다,57.407,41.496,486,5027,45.8025,0.0,0.3196,15.911,True
"【A20_8】 성인기 후 경험▶가까웠던 사람과 헤어져야 했던 경험(절교, 죽음 등)",없다,42.593,58.504,486,5027,45.8025,0.0,0.3196,-15.911,True
【A12_4_1 TO A12_4_4】 정서적 고립▶낙심하거나 우울할 때 속마음을 털어놓을 수 있는 사람,"그 외 타인 (이웃, 직장동료 등)",6.996,16.948,486,5027,32.5441,0.0,0.3132,-9.952,True
【C7x7】 가족에 대한 교육과 상담▶제공 기간,2~3개월 정도,17.308,30.504,486,5027,37.3164,0.0,0.3121,-13.196,True
【B1_4】 평소 생활 패턴▶나는 거의 비슷한 시간에 잠들고 일어나는 편이다,그렇다,31.687,46.767,486,5027,40.6502,0.0,0.3103,-15.08,True
【A13_3】 물리적 고립▶친한 친구나 친한 사람과의 대면 교류,거의 매일 (일주일에서너 번이상),1.852,8.255,486,5027,25.5964,0.0,0.3098,-6.403,True
【C8_1】 서울시 고립·은둔청년 지원 사업 인지 경로,행정복지센터 등의 공공 기관 방문을 통해,1.449,7.345,486,5027,24.2742,1e-06,0.3076,-5.896,True
【A2_1_6】 미취업 이유▶계속 취업에 실패해서,아니오 (해당하지 않음),69.178,82.228,486,5027,49.5784,0.0,0.3068,-13.05,True
【A2_1_6】 미취업 이유▶계속 취업에 실패해서,예 (해당함),30.822,17.772,486,5027,49.5784,0.0,0.3068,13.05,True
【C7x8】 가까운 사람들의 이해와 지지▶제공 기간,4~6개월 정도,4.202,12.397,486,5027,29.4733,0.0,0.3067,-8.195,True
"【A13_4】 물리적 고립▶이외 직장, 학교, 동네에서 알고 지내는 사람들과 대면 교류(업무 상 교류 제외)",1년에한두 번,19.136,8.793,486,5027,54.1055,0.0,0.3034,10.343,True
【C6x3】 병원 진단 및 치료▶제공 방식,비슷한 문제를 겪는 사람들과 함께,7.5,17.212,486,5027,31.1274,0.0,0.3008,-9.712,True
【C7x6】 비슷한 상황에 있는 사람들과의 만남▶제공 기간,2~3개월 정도,22.826,36.466,486,5027,36.0308,0.0,0.3005,-13.64,True
【C8_6_1 TO C8_6_8】 서울시 고립·은둔청년 지원 사업 불참 이유,지원사업 자체가 별로 효과가 없다고 생각해서,30.357,17.633,486,5027,47.8563,0.0,0.3003,12.724,True
【B1_3】 평소 생활 패턴▶나는 평소 밤낮이 바뀐 생활을 하는 편이다,매우그렇다,15.226,6.246,486,5027,54.6219,0.0,0.2965,8.98,True
【B7】 평소 식사 횟수,하루에 1끼,12.963,4.794,486,5027,56.758,0.0,0.2951,8.169,True
【B8】 평소 식사 방식,가족과 같이 식사한다,21.399,34.553,486,5027,34.4753,0.0,0.2949,-13.154,True
【A3】 일 또는 학업활동을 전혀 하지 않고 생활해온 기간,3개월 이상 ~ 6개월 미만,7.477,16.842,486,5027,29.3686,0.0,0.2918,-9.365,True
【A17】 온라인 대화 여부,그렇다,43.004,57.47,486,5027,37.6708,0.0,0.2903,-14.466,True
【A17】 온라인 대화 여부,그렇지 않다,56.996,42.53,486,5027,37.6708,0.0,0.2903,14.466,True
【A16_1 TO A16_11】 고립/은둔 계기,실직하거나 취업에 어려움을 겪어서,45.473,31.579,486,5027,38.8695,0.0,0.2866,13.894,True
【C5x3】 병원 진단 및 치료▶제공 장소,"집에서 1시간 거리 이내, 교통 좋은 곳에서 상담 등 지원 제공",65.833,51.879,486,5027,34.6982,0.0,0.2846,13.954,True
【B3】 가장 활발한 활동 시간대,없음,6.233,1.224,486,5027,65.8919,0.0,0.2829,5.009,True
【A13_1】 물리적 고립▶가족들과의 대면 교류,1년에한두 번,10.905,3.76,486,5027,53.9149,0.0,0.2828,7.145,True
【B3】 가장 활발한 활동 시간대,새벽,16.531,7.503,486,5027,46.8125,0.0,0.2825,9.028,True
【B1_3】 평소 생활 패턴▶나는 평소 밤낮이 바뀐 생활을 하는 편이다,Top2(④+⑤),38.683,25.562,486,5027,38.9667,0.0,0.2823,13.121,True
【B1_2】 평소 생활 패턴▶나는 평소 가족과 대화를 자주 하는 편이다,매우그렇다,7.613,16.61,486,5027,26.941,0.0,0.2805,-8.997,True
【C2】 고립/은둔 벗어나기 위한 시도 방법,일이나 공부를 시작했다,22.047,34.607,486,5027,31.5633,0.0,0.2803,-12.56,True
【C8_4_1 TO C8_4_8】 서울시 고립·은둔청년 지원 사업 도움이 되지 않은 이유,해당 지원기관 또는 담당자의 지원이 적절하지 못해서,30.0,18.182,486,5027,40.1324,0.0,0.2783,11.818,True
【A13_2】 물리적 고립▶친인척들과의 대면 교류,일주일에한두 번,2.881,9.29,486,5027,22.8587,2e-06,0.2783,-6.409,True
【C7x1】 경제적 지원▶제공 기간,1개월 정도,7.194,15.85,486,5027,25.8928,0.0,0.2759,-8.656,True
【B5_1】 [1순위]가장 많이 하는 활동,TV 시청,10.082,19.773,486,5027,27.1313,0.0,0.2754,-9.691,True
【C7x1】 경제적 지원▶제공 기간,2~3개월 정도,12.95,23.43,486,5027,27.8525,0.0,0.2743,-10.48,True
【C4_1 TO C4_9】 고립/은둔 회복 위해 필요한 지원,일자리나 공부 기회,41.975,29.242,486,5027,33.981,0.0,0.2669,12.733,True
【C5x1】 경제적 지원▶제공 장소,집에 찾아오는 상담자 지정 및 지원 연계,9.353,18.453,486,5027,25.8131,0.0,0.2664,-9.1,True
【C6x5】 일자리나 공부 기회▶제공 방식,1:1로 혼자서,65.686,52.677,486,5027,29.9586,0.0,0.2655,13.009,True
【B1_4】 평소 생활 패턴▶나는 거의 비슷한 시간에 잠들고 일어나는 편이다,그렇지않다,18.93,9.747,486,5027,39.5743,0.0,0.2652,9.183,True
【A8】 은둔 기간,3개월 이상 ~ 6개월 미만,7.778,16.221,486,5027,23.8719,1e-06,0.2638,-8.443,True
【C8_2】 서울시 고립·은둔청년 지원 사업에 대해 참여 경험,참여한 적이 있다,17.391,28.351,486,5027,26.2668,0.0,0.2627,-10.96,True
【A13_1】 물리적 고립▶가족들과의 대면 교류,한 달에한두 번,12.14,21.882,486,5027,25.3309,0.0,0.2618,-9.742,True
【B1_3】 평소 생활 패턴▶나는 평소 밤낮이 바뀐 생활을 하는 편이다,Bottom2(①+②),34.774,47.603,486,5027,29.3217,0.0,0.2615,-12.829,True
【C6x3】 병원 진단 및 치료▶제공 방식,가족과 함께,13.333,23.273,486,5027,24.9851,1e-06,0.2593,-9.94,True
【C5x7】 가족에 대한 교육과 상담▶제공 장소,집에 찾아오는 상담자 지정 및 지원 연계,25.0,36.87,486,5027,26.649,0.0,0.2579,-11.87,True
【A14】 고립 기간,6개월 이상 ~ 1년 미만,13.386,5.917,486,5027,40.2675,0.0,0.2577,7.469,True
【C6x1】 경제적 지원▶제공 방식,1:1로 혼자서,80.216,69.066,486,5027,26.4027,0.0,0.2577,11.15,True
【B1_1】 평소 생활 패턴▶나는 우리 가족과 친밀한 편이다,매우그렇다,9.877,18.739,486,5027,23.6244,1e-06,0.256,-8.862,True
【B12_1 TO B12_9】 우울 척도 총점,2.00,2.881,8.554,486,5027,19.2609,1.1e-05,0.2525,-5.673,True
【A10】 지난 2주간 교류 상대,6~9명,5.42,12.417,486,5027,21.2577,4e-06,0.2503,-6.997,True
【C7x9】 기타▶제공 기간,1회로 끝나는 단기적 지원,42.857,55.263,486,5027,27.7268,0.0,0.2488,-12.406,True
【C5x6】 비슷한 상황에 있는 사람들과의 만남▶제공 장소,집에 찾아오는 상담자 지정 및 지원 연계,10.87,19.737,486,5027,22.4821,2e-06,0.2487,-8.867,True
【B7】 평소 식사 횟수,하루에 3끼,23.663,34.911,486,5027,25.0181,1e-06,0.2482,-11.248,True
【C2】 고립/은둔 벗어나기 위한 시도 방법,병원에서 진단 및 치료를 받았다,15.354,7.573,486,5027,36.0205,0.0,0.2477,7.781,True
【A8】 은둔 기간,7년 이상 ~ 10년 미만,7.407,2.29,486,5027,43.6042,0.0,0.2474,5.117,True
【A16_1 TO A16_11】 고립/은둔 계기,"부모님, 형제자매, 친척 등 가족과 갈등이 있어서",19.342,10.673,486,5027,32.7843,0.0,0.2451,8.669,True
"【C5x4】 취미, 운동 등의 활동▶제공 장소","집에서 1시간 거리 이내, 교통 좋은 곳에서 상담 등 지원 제공",70.968,59.395,486,5027,24.8858,1e-06,0.2437,11.573,True
【A16_1 TO A16_11】 고립/은둔 계기,기타(기입: [TEXT_1] ),2.675,7.895,486,5027,17.5579,2.8e-05,0.241,-5.22,True
【C8_6_1 TO C8_6_8】 서울시 고립·은둔청년 지원 사업 불참 이유,신청하는 과정 자체가 귀찮아서,33.482,22.76,486,5027,28.483,0.0,0.2395,10.722,True
【B1_5】 평소 생활 패턴▶나는 잠을 설치는 것 없이 잘 자는 편이다,그렇지않다,26.955,17.108,486,5027,29.1438,0.0,0.2389,9.847,True
【B12_9】 우울 척도▶차라리 죽는 것이 더 낫겠다고 생각했다/혹은 자해할 생각을 했다.,"2, 3일 이상",25.514,16.033,486,5027,28.4058,0.0,0.2351,9.481,True
【SQ8_1 TO SQ8_13】 비동거 가족,아버지,24.119,34.784,486,5027,22.7362,2e-06,0.2348,-10.665,True
【B12_1 TO B12_9】 우울 척도 총점,17.00,5.556,1.452,486,5027,41.8969,0.0,0.2343,4.104,True
【A4_1 TO A4_8】 생활비 출처,정부 또는 기관의 지원,10.268,4.313,486,5027,34.288,0.0,0.234,5.955,True
【C3】 고립/은둔 벗어나기 위한 시도 실패 이유,효과가 있었지만 오래가지 않았다,16.912,26.425,486,5027,21.2108,4e-06,0.2322,-9.513,True
【A3】 일 또는 학업활동을 전혀 하지 않고 생활해온 기간,3년 이상 ~ 5년 미만,13.084,6.316,486,5027,32.177,0.0,0.2321,6.768,True
【C6x2】 심리 상담▶제공 방식,1:1로 혼자서,79.888,69.992,486,5027,20.8328,5e-06,0.2294,9.896,True
【B3】 가장 활발한 활동 시간대,오전,10.569,18.556,486,5027,19.6629,9e-06,0.2284,-7.987,True
【C6x1】 경제적 지원▶제공 방식,가족과 함께,9.353,16.998,486,5027,19.3974,1.1e-05,0.2283,-7.645,True
【A14】 고립 기간,5년 이상 ~ 7년 미만,11.549,5.325,486,5027,30.7104,0.0,0.2278,6.224,True
【A11】 지난 2주 동안 교류 횟수,11회 이상,7.046,13.922,486,5027,18.4345,1.8e-05,0.2274,-6.876,True
【A20_6】 성인기 후 경험▶내가 원했던 직장에 들어가지 못했던 경험,있다,60.7,49.592,486,5027,21.8725,3e-06,0.2238,11.108,True
【A20_6】 성인기 후 경험▶내가 원했던 직장에 들어가지 못했던 경험,없다,39.3,50.408,486,5027,21.8725,3e-06,0.2238,-11.108,True
【B5_1 TO B5_3】 [1-3순위]가장 많이 하는 활동,TV 시청,45.267,56.356,486,5027,22.0492,3e-06,0.2223,-11.089,True
【C3】 고립/은둔 벗어나기 위한 시도 실패 이유,효과가 있었지만 다른 이유 때문에 다시 돌아왔다,8.824,16.062,486,5027,17.6436,2.7e-05,0.2215,-7.238,True
"【B12_1】 우울 척도▶기분이 가라앉거나, 우울하거나, 희망이 없다고 느꼈다.",7일 이상,17.078,9.628,486,5027,26.6581,0.0,0.2211,7.45,True
【C8_1】 서울시 고립·은둔청년 지원 사업 인지 경로,가족·지인 등 주변 사람이 알려줘서,6.522,2.191,486,5027,34.1303,0.0,0.2194,4.331,True
"【C6x4】 취미, 운동 등의 활동▶제공 방식",비슷한 문제를 겪는 사람들과 함께,52.074,41.245,486,5027,21.2725,4e-06,0.2175,10.829,True
【C8_3】 서울시 고립·은둔청년 지원 사업 도움 여부,조금도움이 되었다,30.952,41.368,486,5027,20.331,7e-06,0.2173,-10.416,True
【B1_3】 평소 생활 패턴▶나는 평소 밤낮이 바뀐 생활을 하는 편이다,그렇지않다,18.313,27.372,486,5027,18.6405,1.6e-05,0.2167,-9.059,True
【C7x9】 기타▶제공 기간,4~6개월 정도,7.143,2.632,486,5027,31.5883,0.0,0.2152,4.511,True
【B4】 주 외출 시간대,없음,3.205,0.531,486,5027,43.4657,0.0,0.2141,2.674,True
【A18_2】 외로움 척도▶나는 도움을 청할 사람이 아무도 없다,가끔그런편이다,37.86,27.85,486,5027,21.6873,3e-06,0.2137,10.01,True
【A2_1_3】 미취업 이유▶질병이나 장애 때문에,아니오 (해당하지 않음),78.082,86.207,486,5027,24.2014,1e-06,0.2134,-8.125,True
【A2_1_3】 미취업 이유▶질병이나 장애 때문에,예 (해당함),21.918,13.793,486,5027,24.2014,1e-06,0.2134,8.125,True
【B3】 가장 활발한 활동 시간대,오후,39.566,50.13,486,5027,20.0095,8e-06,0.2128,-10.564,True
【C5x9】 기타▶제공 장소,"집에서 1시간 거리 이내, 교통 좋은 곳에서 상담 등 지원 제공",50.0,39.474,486,5027,20.4202,6e-06,0.2121,10.526,True
【A16_1 TO A16_11】 고립/은둔 계기,신체적인 질병이나 지병 때문에,11.728,5.848,486,5027,25.7015,0.0,0.2106,5.88,True
【A18_1】 외로움 척도▶나는 나와 같이 있어 줄 사람이 부족하다,전혀그렇지않다,10.905,18.241,486,5027,16.4496,5e-05,0.2095,-7.336,True
【A8】 은둔 기간,10년 이상,11.481,5.725,486,5027,25.425,0.0,0.2081,5.756,True
【C7x6】 비슷한 상황에 있는 사람들과의 만남▶제공 기간,1회로 끝나는 단기적 지원,2.174,6.203,486,5027,12.4923,0.000409,0.2074,-4.029,True
【B11_1】 약물 복용 기간,1~2년 미만,12.766,20.419,486,5027,16.3835,5.2e-05,0.207,-7.653,True
【B9_4】 자기관리 및 청결 ▶내 방의 어질러진 물건들을 정리 정돈한다,매일,25.926,35.429,486,5027,17.6871,2.6e-05,0.2066,-9.503,True
"【C5x4】 취미, 운동 등의 활동▶제공 장소",집에 찾아오는 상담자 지정 및 지원 연계,9.217,15.998,486,5027,15.4263,8.6e-05,0.2061,-6.781,True
【B12_6】 우울 척도▶피곤하고 기운이 없었다.,"2, 3일 이상",29.63,39.387,486,5027,17.8156,2.4e-05,0.2057,-9.757,True
【A10】 지난 2주간 교류 상대,4~5명,14.363,22.247,486,5027,16.0986,6e-05,0.205,-7.884,True
【C7x2】 심리 상담▶제공 기간,1개월 정도,10.615,17.693,486,5027,15.2742,9.3e-05,0.2046,-7.078,True
【SQ8_1 TO SQ8_13】 비동거 가족,어머니,24.661,33.942,486,5027,17.1005,3.5e-05,0.2045,-9.281,True
【B12_1 TO B12_9】 우울 척도 총점,18.00,4.321,1.154,486,5027,31.4733,0.0,0.2035,3.167,True
【C5x7】 가족에 대한 교육과 상담▶제공 장소,온라인 채팅 상담 및 지원 연계,28.846,20.159,486,5027,20.072,7e-06,0.2027,8.687,True
【B6_1 TO B6_6】 PC/모바일 기기 활동,PC/모바일 기기를 잘 사용하지 않음,6.775,2.628,486,5027,26.4693,0.0,0.201,4.147,True
【B12_1 TO B12_9】 우울 척도 총점,24.00,2.263,0.259,486,5027,41.0921,0.0,0.2002,2.004,True
【C6x2】 심리 상담▶제공 방식,가족과 함께,8.939,15.433,486,5027,15.2101,9.6e-05,0.2002,-6.494,True
【A8】 은둔 기간,5년 이상 ~ 7년 미만,9.63,4.58,486,5027,24.1116,1e-06,0.1997,5.05,True
【C8_1】 서울시 고립·은둔청년 지원 사업 인지 경로,SNS를 통해,14.493,22.036,486,5027,15.3859,8.8e-05,0.1962,-7.543,True
【A17_1_1 TO A17_1_5】 온라인 대화 방식,메신저로 채팅을 한다,48.804,58.567,486,5027,17.4319,3e-05,0.1961,-9.763,True
【B9_4】 자기관리 및 청결 ▶내 방의 어질러진 물건들을 정리 정돈한다,2~3주에한 번,11.934,6.366,486,5027,21.517,4e-06,0.1953,5.568,True
【A17_1_1 TO A17_1_5】 온라인 대화 방식,SNS 활동을 한다,34.45,43.96,486,5027,16.6538,4.5e-05,0.1951,-9.51,True
【B12_4】 우울 척도▶평소보다 식욕이 줄었다/혹은 평소보다 많이 먹었다.,7일 이상,19.342,12.274,486,5027,19.7068,9e-06,0.1949,7.068,True
【B7】 평소 식사 횟수,기타(기입:  [TEXT_1] ),1.235,0.02,486,5027,51.5608,0.0,0.1944,1.215,True
【C5x8】 가까운 사람들의 이해와 지지▶제공 장소,온라인 채팅 상담 및 지원 연계,40.336,31.095,486,5027,17.4039,3e-05,0.1932,9.241,True
【B1_5】 평소 생활 패턴▶나는 잠을 설치는 것 없이 잘 자는 편이다,매우그렇다,6.173,11.597,486,5027,13.1948,0.000281,0.1928,-5.424,True
【A15_1】 최초 고립 시작 시기,35~39세,1.701,5.028,486,5027,11.2701,0.000788,0.1907,-3.327,True
【B9_4】 자기관리 및 청결 ▶내 방의 어질러진 물건들을 정리 정돈한다,2~3일에한 번,23.045,31.51,486,5027,14.9072,0.000113,0.1906,-8.465,True
【A2】 지난 4주간 취업 의향,"직장을 구해보았고, 지난주에 직장이 주어졌다면 일을 시작할 수 있었다.",10.194,16.593,486,5027,13.0737,0.000299,0.1892,-6.399,True
【B5_1 TO B5_3】 [1-3순위]가장 많이 하는 활동,"인터넷 사용(쇼핑, SNS, 채팅, 동영상 시청 등)",86.626,79.59,486,5027,13.8183,0.000201,0.1887,7.036,True
【A18_4】 외로움 척도▶나는 사람들 사이에서 고립되어 있다고 느껴진다,가끔그런편이다,39.918,30.993,486,5027,16.2824,5.5e-05,0.1869,8.925,True
【B8】 평소 식사 방식,혼자서 직접 차려 먹는다,47.325,38.134,486,5027,15.744,7.3e-05,0.1861,9.191,True
【B9_2】 자기관리 및 청결 ▶목욕/샤워를 한다,한 달에한 번,2.058,0.259,486,5027,34.5223,0.0,0.1861,1.799,True
【A18_3】 외로움 척도▶나는 혼자 남겨진 것 같다고 느껴진다,가끔그런편이다,40.535,31.629,486,5027,16.0439,6.2e-05,0.1858,8.906,True
【B12_8】 우울 척도▶신문을 읽거나 TV를 보는 것과 같은 일상적인 일에도 집중할 수가 없었다.,"2, 3일 이상",28.807,20.808,486,5027,16.793,4.2e-05,0.1857,7.999,True
【A7】 외출 빈도,직장이나 학교로 일주일에 3~4일 외출한다,5.35,10.265,486,5027,12.0753,0.000511,0.1855,-4.915,True
【B12_1 TO B12_9】 우울 척도 총점,26.00,1.235,0.04,486,5027,43.658,0.0,0.1827,1.195,True
【B5_1 TO B5_3】 [1-3순위]가장 많이 하는 활동,게임,39.918,31.192,486,5027,15.5176,8.2e-05,0.1826,8.726,True
【B7】 평소 식사 횟수,거의 먹지 않음,2.058,0.278,486,5027,32.3622,0.0,0.1824,1.78,True
【A16_1 TO A16_11】 고립/은둔 계기,학업 중단 혹은 진학 실패로 인해,19.547,12.865,486,5027,16.9613,3.8e-05,0.1822,6.682,True
【A20_3】 성인기 후 경험▶내가 원했던 때에 대학 입학을 못했던 경험,있다,37.654,29.083,486,5027,15.5518,8e-05,0.1821,8.571,True
【A20_3】 성인기 후 경험▶내가 원했던 때에 대학 입학을 못했던 경험,없다,62.346,70.917,486,5027,15.5518,8e-05,0.1821,-8.571,True
【C5x6】 비슷한 상황에 있는 사람들과의 만남▶제공 장소,온라인 채팅 상담 및 지원 연계,20.652,28.383,486,5027,13.4997,0.000239,0.1802,-7.731,True
【A10】 지난 2주간 교류 상대,2명,16.531,10.451,486,5027,16.4239,5.1e-05,0.179,6.08,True
【B11_1】 약물 복용 기간,6개월 미만,14.894,21.728,486,5027,12.6964,0.000366,0.1774,-6.834,True
【C2】 고립/은둔 벗어나기 위한 시도 방법,취미활동을 했다,31.102,39.561,486,5027,13.4701,0.000242,0.1773,-8.459,True
【C8_1】 서울시 고립·은둔청년 지원 사업 인지 경로,워크넷 홈페이지를 통해,4.348,8.634,486,5027,10.8838,0.00097,0.1764,-4.286,True
【B10】 주관적 건강상태,매우 좋다,3.498,7.42,486,5027,10.3695,0.001281,0.1755,-3.922,True
【A8】 은둔 기간,3년 이상 ~ 5년 미만,16.667,10.687,486,5027,15.9451,6.5e-05,0.175,5.98,True
【C7x8】 가까운 사람들의 이해와 지지▶제공 기간,2~3개월 정도,20.168,27.583,486,5027,12.4186,0.000425,0.1744,-7.415,True
【C8_6_1 TO C8_6_8】 서울시 고립·은둔청년 지원 사업 불참 이유,지원절차가 까다로울 것 같아서,30.357,22.712,486,5027,14.7939,0.00012,0.1736,7.645,True
【B4】 주 외출 시간대,밤,16.026,10.251,486,5027,15.5551,8e-05,0.1719,5.775,True
【C8_1】 서울시 고립·은둔청년 지원 사업 인지 경로,기타(기입:  [TEXT_1] ),2.174,0.387,486,5027,29.1077,0.0,0.1715,1.787,True
【B9_3】 자기관리 및 청결 ▶세수/양치를 한다,일주일에한 번,3.498,7.261,486,5027,9.7297,0.001813,0.1694,-3.763,True
【C8_5】 서울시 고립·은둔청년 지원 사업 참여 의향,참여할 의향이 있다,44.417,36.177,486,5027,12.9832,0.000314,0.1682,8.24,True
【C8_5】 서울시 고립·은둔청년 지원 사업 참여 의향,참여할 의향이 없다,55.583,63.823,486,5027,12.9832,0.000314,0.1682,-8.24,True
【C2】 고립/은둔 벗어나기 위한 시도 방법,기타 (기입:  [TEXT_1] ),7.874,3.963,486,5027,16.0518,6.2e-05,0.168,3.911,True
【C8_6_1 TO C8_6_8】 서울시 고립·은둔청년 지원 사업 불참 이유,나에게 도움이 될 만한 지원 내용이 없어서,34.375,42.453,486,5027,11.9231,0.000554,0.1663,-8.078,True
